lakeid,fish_id,annnumber,length,radii_length_mm ,scalelength
CR,464,8,283,3.748265225,4.186116575
CR,464,7,283,3.485652359,4.186116575
CR,464,6,283,3.241771701,4.186116575
CR,464,5,283,2.957018627,4.186116575
CR,464,4,283,2.572652015,4.186116575
CR,464,3,283,2.284697022,4.186116575
CR,464,2,283,1.936920119,4.186116575
CR,464,1,283,1.416804525,4.186116575
CR,465,EDGE,276,4.115171542,4.115171542
CR,465,8,276,3.82473532,4.115171542
CR,465,7,276,3.506778919,4.115171542
CR,465,6,276,3.162110827,4.115171542
CR,465,5,276,2.808310874,4.115171542
CR,465,4,276,2.347444465,4.115171542
CR,465,3,276,1.891710067,4.115171542
CR,465,2,276,1.424315967,4.115171542
CR,465,1,276,0.848405979,4.115171542
CR,466,EDGE,281,4.136356373,4.136356373
CR,466,8,281,3.824859828,4.136356373
CR,466,7,281,3.532371994,4.136356373
CR,466,6,281,3.224479663,4.136356373
CR,466,5,281,2.916587331,4.136356373
CR,466,4,281,2.559423119,4.136356373
CR,466,3,281,2.117454955,4.136356373
CR,466,2,281,1.634952674,4.136356373
CR,466,1,281,0.951190729,4.136356373
CR,467,EDGE,314,4.673330238,4.673330238
CR,467,11,314,4.539393658,4.673330238
CR,467,10,314,4.346227576,4.673330238
CR,467,9,314,4.237233955,4.673330238
CR,467,8,314,4.014006322,4.673330238
CR,467,7,314,3.767685983,4.673330238
CR,467,6,314,3.46226359,4.673330238
CR,467,5,314,3.124724512,4.673330238
CR,467,4,314,2.776947609,4.673330238
CR,467,3,314,2.440828758,4.673330238
CR,467,2,314,1.796818005,4.673330238
CR,467,1,314,1.078649227,4.673330238
CR,468,EDGE,290,4.836792608,4.836792608
CR,468,11,290,4.669983154,4.836792608
CR,468,10,290,4.486121623,4.836792608
CR,468,9,290,4.198582249,4.836792608
CR,468,8,290,3.96642551,4.836792608
CR,468,7,290,3.728669742,4.836792608
CR,468,6,290,3.47993365,4.836792608
CR,468,5,290,3.179777555,4.836792608
CR,468,4,290,2.786491263,4.836792608
CR,468,3,290,2.379163525,4.836792608
CR,468,2,290,1.804084776,4.836792608
CR,468,1,290,1.112381618,4.836792608
CR,469,EDGE,298,4.387797047,4.387797047
CR,469,10,298,4.139542225,4.387797047
CR,469,9,298,3.987747435,4.387797047
CR,469,8,298,3.701876582,4.387797047
CR,469,7,298,3.421496987,4.387797047
CR,469,6,298,3.149928851,4.387797047
CR,469,5,298,2.750906726,4.387797047
CR,469,4,298,2.475838104,4.387797047
CR,469,3,298,1.9953228,4.387797047
CR,469,2,298,1.573853896,4.387797047
CR,469,1,298,1.100274487,4.387797047
CR,470,EDGE,347,4.690118624,4.690118624
CR,470,12,347,4.55064154,4.690118624
CR,470,11,347,4.377269676,4.690118624
CR,470,10,347,4.212625109,4.690118624
CR,470,9,347,3.971373968,4.690118624
CR,470,8,347,3.65542997,4.690118624
CR,470,7,347,3.41417883,4.690118624
CR,470,6,347,3.129285793,4.690118624
CR,470,5,347,2.81473279,4.690118624
CR,470,4,347,2.498788792,4.690118624
CR,470,3,347,2.132586599,4.690118624
CR,470,2,347,1.694696137,4.690118624
CR,470,1,347,1.210708976,4.690118624
CR,471,EDGE,338,5.276443129,5.276443129
CR,471,12,338,5.148597797,5.276443129
CR,471,11,338,5.032176507,5.276443129
CR,471,10,338,4.821442055,5.276443129
CR,471,9,338,4.608449669,5.276443129
CR,471,8,338,4.38308924,5.276443129
CR,471,7,338,3.991733572,5.276443129
CR,471,6,338,3.530780672,5.276443129
CR,471,5,338,3.202461464,5.276443129
CR,471,4,338,2.959563539,5.276443129
CR,471,3,338,2.687408862,5.276443129
CR,471,2,338,2.188256701,5.276443129
CR,471,1,338,1.334744453,5.276443129
CR,472,EDGE,310,4.391777272,4.391777272
CR,472,10,310,4.227617668,4.391777272
CR,472,9,310,4.018592672,4.391777272
CR,472,8,310,3.722851861,4.391777272
CR,472,7,310,3.435312487,4.391777272
CR,472,6,310,3.194888968,4.391777272
CR,472,5,310,2.874808253,4.391777272
CR,472,4,310,2.508279628,4.391777272
CR,472,3,310,2.165234604,4.391777272
CR,472,2,310,1.778799266,4.391777272
CR,472,1,310,1.257229443,4.391777272
CR,473,EDGE,280,4.313148616,4.313148616
CR,473,8,280,4.111106027,4.313148616
CR,473,7,280,3.889311652,4.313148616
CR,473,6,280,3.589288399,4.313148616
CR,473,5,280,3.065202399,4.313148616
CR,473,4,280,2.780449325,4.313148616
CR,473,3,280,2.425973965,4.313148616
CR,473,2,280,1.749656862,4.313148616
CR,473,1,280,1.18141208,4.313148616
CR,474,EDGE,338,4.430097909,4.430097909
CR,474,13,338,4.323524692,4.430097909
CR,474,12,338,4.122871703,4.430097909
CR,474,11,338,3.853696566,4.430097909
CR,474,10,338,3.586126718,4.430097909
CR,474,9,338,3.329464423,4.430097909
CR,474,8,338,3.044046826,4.430097909
CR,474,7,338,2.796076962,4.430097909
CR,474,6,338,2.507113669,4.430097909
CR,474,5,338,2.125312493,4.430097909
CR,474,4,338,1.813531264,4.430097909
CR,474,3,338,1.531842971,4.430097909
CR,474,2,338,1.080558126,4.430097909
CR,474,1,338,0.734371895,4.430097909
CR,475,EDGE,276,3.867392796,3.867392796
CR,475,7,276,3.669134483,3.867392796
CR,475,6,276,3.36911123,3.867392796
CR,475,5,276,3.024443139,3.867392796
CR,475,4,276,2.717198866,3.867392796
CR,475,3,276,2.145457159,3.867392796
CR,475,2,276,1.509544358,3.867392796
CR,475,1,276,0.966408086,3.867392796
CR,476,EDGE,307,4.90439904,4.90439904
CR,476,12,307,4.704738175,4.90439904
CR,476,11,307,4.496477441,4.90439904
CR,476,10,307,4.34028189,4.90439904
CR,476,9,307,4.142023578,4.90439904
CR,476,8,307,3.911590373,4.90439904
CR,476,7,307,3.68429246,4.90439904
CR,476,6,307,3.384136365,4.90439904
CR,476,5,307,2.96982203,4.90439904
CR,476,4,307,2.531931568,4.90439904
CR,476,3,307,2.060461279,4.90439904
CR,476,2,307,1.554723817,4.90439904
CR,476,1,307,0.972411955,4.90439904
CR,477,EDGE,299,4.33257111,4.33257111
CR,477,10,299,4.054475706,4.33257111
CR,477,9,299,3.883885388,4.33257111
CR,477,8,299,3.631332152,4.33257111
CR,477,7,299,3.276856792,4.33257111
CR,477,6,299,3.076200107,4.33257111
CR,477,5,299,2.852437369,4.33257111
CR,477,4,299,2.492050891,4.33257111
CR,477,3,299,2.207157855,4.33257111
CR,477,2,299,1.480326488,4.33257111
CR,477,1,299,0.877826878,4.33257111
CR,478,EDGE,355,5.795387216,5.795387216
CR,478,14,355,5.559483026,5.795387216
CR,478,13,355,5.426742332,5.795387216
CR,478,12,355,5.217717336,5.795387216
CR,478,11,355,4.930177962,5.795387216
CR,478,10,355,4.626457099,5.795387216
CR,478,9,355,4.27971337,5.795387216
CR,478,8,355,3.975599001,5.795387216
CR,478,7,355,3.625537074,5.795387216
CR,478,6,355,3.370158418,5.795387216
CR,478,5,355,3.129900766,5.795387216
CR,478,4,355,2.845147692,5.795387216
CR,478,3,355,2.592278961,5.795387216
CR,478,2,355,2.085753868,5.795387216
CR,478,1,355,1.17437255,5.795387216
DY,359,EDGE,124,1.684025383,1.684025383
DY,359,2,124,1.350146048,1.684025383
DY,359,1,124,0.594008273,1.684025383
DY,360,EDGE,233,3.851885672,3.851885672
DY,360,6,233,3.335083797,3.851885672
DY,360,5,233,3.032701776,3.851885672
DY,360,4,233,2.599675781,3.851885672
DY,360,3,233,2.241522066,3.851885672
DY,360,2,233,1.710654986,3.851885672
DY,360,1,233,0.831724978,3.851885672
DY,361,EDGE,234,3.365051381,3.365051381
DY,361,6,234,2.973578446,3.365051381
DY,361,5,234,2.590283889,3.365051381
DY,361,4,234,2.183127425,3.365051381
DY,361,3,234,1.823741526,3.365051381
DY,361,2,234,1.483847835,3.365051381
DY,361,1,234,0.844210343,3.365051381
DY,362,EDGE,266,4.296282479,4.296282479
DY,362,9,266,4.138474693,4.296282479
DY,362,8,266,3.909918396,4.296282479
DY,362,7,266,3.591282511,4.296282479
DY,362,6,266,3.105340897,4.296282479
DY,362,5,266,2.816926427,4.296282479
DY,362,4,266,2.434112732,4.296282479
DY,362,3,266,1.996937992,4.296282479
DY,362,2,266,1.574592882,4.296282479
DY,362,1,266,0.800257833,4.296282479
DY,363,EDGE,268,4.513005851,4.513005851
DY,363,9,268,4.286391993,4.513005851
DY,363,8,268,4.09027947,4.513005851
DY,363,7,268,3.825854064,4.513005851
DY,363,6,268,3.515772939,4.513005851
DY,363,5,268,2.983519781,4.513005851
DY,363,4,268,2.433900445,4.513005851
DY,363,3,268,1.923915416,4.513005851
DY,363,2,268,1.575353124,4.513005851
DY,363,1,268,1.020331174,4.513005851
DY,364,EDGE,275,4.171900316,4.171900316
DY,364,10,275,3.880057511,4.171900316
DY,364,9,275,3.486239001,4.171900316
DY,364,8,275,3.236722983,4.171900316
DY,364,7,275,3.03652047,4.171900316
DY,364,6,275,2.663454141,4.171900316
DY,364,5,275,2.227629751,4.171900316
DY,364,4,275,1.959469142,4.171900316
DY,364,3,275,1.549158126,4.171900316
DY,364,2,275,1.13058051,4.171900316
DY,364,1,275,0.620162249,4.171900316
DY,365,EDGE,275,3.73596319,3.73596319
DY,365,7,275,3.433581168,3.73596319
DY,365,6,275,3.024709213,3.73596319
DY,365,5,275,2.638446676,3.73596319
DY,365,4,275,2.2376738,3.73596319
DY,365,3,275,1.762851849,3.73596319
DY,365,2,275,1.28332055,3.73596319
DY,365,1,275,0.686527993,3.73596319
DY,366,EDGE,276,4.31438999,4.31438999
DY,366,11,276,4.099114098,4.31438999
DY,366,10,276,3.903001575,4.31438999
DY,366,9,276,3.70042106,4.31438999
DY,366,8,276,3.461926364,4.31438999
DY,366,7,276,3.227639353,4.31438999
DY,366,6,276,2.934034651,4.31438999
DY,366,5,276,2.561660193,4.31438999
DY,366,4,276,2.25051166,4.31438999
DY,366,3,276,1.881316551,4.31438999
DY,366,2,276,1.481187635,4.31438999
DY,366,1,276,0.777279119,4.31438999
DY,367,EDGE,278,4.237364988,4.237364988
DY,367,9,278,4.029755113,4.237364988
DY,367,8,278,3.827174597,4.237364988
DY,367,7,278,3.578249851,4.237364988
DY,367,6,278,3.013424706,4.237364988
DY,367,5,278,2.649252893,4.237364988
DY,367,4,278,2.320712413,4.237364988
DY,367,3,278,1.930559159,4.237364988
DY,367,2,278,1.329645016,4.237364988
DY,367,1,278,0.765146076,4.237364988
DY,368,EDGE,280,4.442500286,4.442500286
DY,368,9,280,4.237749203,4.442500286
DY,368,8,280,4.030316848,4.442500286
DY,368,7,280,3.76092268,4.442500286
DY,368,6,280,3.295662407,4.442500286
DY,368,5,280,2.817053876,4.442500286
DY,368,4,280,2.457565486,4.442500286
DY,368,3,280,1.974284503,4.442500286
DY,368,2,280,1.421657194,4.442500286
DY,368,1,280,0.662941641,4.442500286
DY,369,EDGE,289,3.920177482,3.920177482
DY,369,9,289,3.682766507,3.920177482
DY,369,8,289,3.500276414,3.920177482
DY,369,7,289,3.312023107,3.920177482
DY,369,6,289,3.080106684,3.920177482
DY,369,5,289,2.844408765,3.920177482
DY,369,4,289,2.485843851,3.920177482
DY,369,3,289,2.08820855,3.920177482
DY,369,2,289,1.526326073,3.920177482
DY,369,1,289,0.811820936,3.920177482
DY,370,EDGE,294,4.54253204,4.54253204
DY,370,11,294,4.423284692,4.54253204
DY,370,10,294,4.192163867,4.54253204
DY,370,9,294,3.862392266,4.54253204
DY,370,8,294,3.524128248,4.54253204
DY,370,7,294,3.092124346,4.54253204
DY,370,6,294,2.746107887,4.54253204
DY,370,5,294,2.454517649,4.54253204
DY,370,4,294,2.172954243,4.54253204
DY,370,3,294,1.860506053,4.54253204
DY,370,2,294,1.441664489,4.54253204
DY,370,1,294,0.701181804,4.54253204
DY,371,EDGE,304,4.761400345,4.761400345
DY,371,12,304,4.568601143,4.761400345
DY,371,11,304,4.35685935,4.761400345
DY,371,10,304,4.136385028,4.761400345
DY,371,9,304,3.793991549,4.761400345
DY,371,8,304,3.48811921,4.761400345
DY,371,7,304,3.17797652,4.761400345
DY,371,6,304,2.946617478,4.761400345
DY,371,5,304,2.629184893,4.761400345
DY,371,4,304,2.31830552,4.761400345
DY,371,3,304,1.962801357,4.761400345
DY,371,2,304,1.545164832,4.761400345
DY,371,1,304,0.788792916,4.761400345
DY,372,EDGE,305,4.98657318,4.98657318
DY,372,11,305,4.751779139,4.98657318
DY,372,10,305,4.592792844,4.98657318
DY,372,9,305,4.320133597,4.98657318
DY,372,8,305,4.020494569,4.98657318
DY,372,7,305,3.739774693,4.98657318
DY,372,6,305,3.371005631,4.98657318
DY,372,5,305,3.009124203,4.98657318
DY,372,4,305,2.540389364,4.98657318
DY,372,3,305,1.985816069,4.98657318
DY,372,2,305,1.606497702,4.98657318
DY,372,1,305,0.910610293,4.98657318
DY,373,EDGE,306,4.519317559,4.519317559
DY,373,10,306,4.352262949,4.519317559
DY,373,9,306,4.165184283,4.519317559
DY,373,8,306,3.8952654,4.519317559
DY,373,7,306,3.612920504,4.519317559
DY,373,6,306,3.204281347,4.519317559
DY,373,5,306,2.886308757,4.519317559
DY,373,4,306,2.378231996,4.519317559
DY,373,3,306,1.915513911,4.519317559
DY,373,2,306,1.415492466,4.519317559
DY,373,1,306,0.815737467,4.519317559
DY,374,EDGE,310,5.196862611,5.196862611
DY,374,10,310,4.986203904,5.196862611
DY,374,9,310,4.761363329,5.196862611
DY,374,8,310,4.491444446,5.196862611
DY,374,7,310,4.248981649,5.196862611
DY,374,6,310,3.937183872,5.196862611
DY,374,5,310,3.429895613,5.196862611
DY,374,4,310,2.753511268,5.196862611
DY,374,3,310,2.139806614,5.196862611
DY,374,2,310,1.43323583,5.196862611
DY,374,1,310,0.907023589,5.196862611
DY,375,EDGE,314,5.467984071,5.467984071
DY,375,12,314,5.24544437,5.467984071
DY,375,11,314,4.862524798,5.467984071
DY,375,10,314,4.610123753,5.467984071
DY,375,9,314,4.38964943,5.467984071
DY,375,8,314,4.093852087,5.467984071
DY,375,7,314,3.603998499,5.467984071
DY,375,6,314,3.209602041,5.467984071
DY,375,5,314,2.660833785,5.467984071
DY,375,4,314,2.221965098,5.467984071
DY,375,3,314,1.856154332,5.467984071
DY,375,2,314,1.416504508,5.467984071
DY,375,1,314,0.851814716,5.467984071
DY,376,EDGE,315,5.56865141,5.56865141
DY,376,13,315,5.372325101,5.56865141
DY,376,12,315,5.226863147,5.56865141
DY,376,11,315,5.057767061,5.56865141
DY,376,10,315,4.773002022,5.56865141
DY,376,9,315,4.535543909,5.56865141
DY,376,8,315,4.202806807,5.56865141
DY,376,7,315,3.968012766,5.56865141
DY,376,6,315,3.648962908,5.56865141
DY,376,5,315,3.036004173,5.56865141
DY,376,4,315,2.633996231,5.56865141
DY,376,3,315,2.19761037,5.56865141
DY,376,2,315,1.43379004,5.56865141
DY,376,1,315,0.735441628,5.56865141
DY,377,EDGE,318,5.430090833,5.430090833
DY,377,11,318,5.100635412,5.430090833
DY,377,10,318,4.798147138,5.430090833
DY,377,9,318,4.532499392,5.430090833
DY,377,8,318,4.125964829,5.430090833
DY,377,7,318,3.603789105,5.430090833
DY,377,6,318,3.109403505,5.430090833
DY,377,5,318,2.741099962,5.430090833
DY,377,4,318,2.398706484,5.430090833
DY,377,3,318,1.936854333,5.430090833
DY,377,2,318,1.450750876,5.430090833
DY,377,1,318,0.693170214,5.430090833
DY,378,EDGE,322,5.095811876,5.095811876
DY,378,11,322,4.914004092,5.095811876
DY,378,10,322,4.717386713,5.095811876
DY,378,9,322,4.406507341,5.095811876
DY,378,8,322,4.186292553,5.095811876
DY,378,7,322,3.890495209,5.095811876
DY,378,6,322,3.519715649,5.095811876
DY,378,5,322,3.174825951,5.095811876
DY,378,4,322,2.697267947,5.095811876
DY,378,3,322,2.249498445,5.095811876
DY,378,2,322,1.689078197,5.095811876
DY,378,1,322,0.831842756,5.095811876
DY,379,EDGE,326,5.452250118,5.452250118
DY,379,14,326,5.318247471,5.452250118
DY,379,13,326,5.131474739,5.452250118
DY,379,12,326,4.949352681,5.452250118
DY,379,11,326,4.705244455,5.452250118
DY,379,10,326,4.441107925,5.452250118
DY,379,9,326,4.141468896,5.452250118
DY,379,8,326,3.806675726,5.452250118
DY,379,7,326,3.345319126,5.452250118
DY,379,6,326,2.943453463,5.452250118
DY,379,5,326,2.66953868,5.452250118
DY,379,4,326,2.320364474,5.452250118
DY,379,3,326,2.014118436,5.452250118
DY,379,2,326,1.498999466,5.452250118
DY,379,1,326,0.831980239,5.452250118
DY,380,EDGE,332,5.480088293,5.480088293
DY,380,13,332,5.297966235,5.480088293
DY,380,12,332,5.092530148,5.480088293
DY,380,11,332,4.872315359,5.480088293
DY,380,10,332,4.679516157,5.480088293
DY,380,9,332,4.397171262,5.480088293
DY,380,8,332,4.026545967,5.480088293
DY,380,7,332,3.722549013,5.480088293
DY,380,6,332,3.36320491,5.480088293
DY,380,5,332,3.060338761,5.480088293
DY,380,4,332,2.719284069,5.480088293
DY,380,3,332,2.186483794,5.480088293
DY,380,2,332,1.566198414,5.480088293
DY,380,1,332,0.870475381,5.480088293
DY,381,EDGE,340,4.588780217,4.588780217
DY,381,12,340,4.344671991,4.588780217
DY,381,11,340,4.124197669,4.588780217
DY,381,10,340,3.950102593,4.588780217
DY,381,9,340,3.73782133,4.588780217
DY,381,8,340,3.568725243,4.588780217
DY,381,7,340,3.292730592,4.588780217
DY,381,6,340,3.058180239,4.588780217
DY,381,5,340,2.778276412,4.588780217
DY,381,4,340,2.332042124,4.588780217
DY,381,3,340,1.97895913,4.588780217
DY,381,2,340,1.540090443,4.588780217
DY,381,1,340,0.74171334,4.588780217
DY,382,EDGE,340,5.127988541,5.127988541
DY,382,12,340,4.897620334,5.127988541
DY,382,11,340,4.738634039,5.127988541
DY,382,10,340,4.498303345,5.127988541
DY,382,9,340,4.176576099,5.127988541
DY,382,8,340,3.805796539,5.127988541
DY,382,7,340,3.523451643,5.127988541
DY,382,6,340,3.205479053,5.127988541
DY,382,5,340,2.884998471,5.127988541
DY,382,4,340,2.457616685,5.127988541
DY,382,3,340,1.9042822,5.127988541
DY,382,2,340,1.39071982,5.127988541
DY,382,1,340,0.761646015,5.127988541
DY,383,EDGE,355,5.610120907,5.610120907
DY,383,15,355,5.299241535,5.610120907
DY,383,14,355,5.117433751,5.610120907
DY,383,13,355,4.873559907,5.610120907
DY,383,12,355,4.638036313,5.610120907
DY,383,11,355,4.338397284,5.610120907
DY,383,10,355,4.103846932,5.610120907
DY,383,9,355,3.899527353,5.610120907
DY,383,8,355,3.659196659,5.610120907
DY,383,7,355,3.356519388,5.610120907
DY,383,6,355,2.999090098,5.610120907
DY,383,5,355,2.69321776,5.610120907
DY,383,4,355,2.329916875,5.610120907
DY,383,3,355,1.902133854,5.610120907
DY,383,2,355,1.440777253,5.610120907
DY,383,1,355,0.81088582,5.610120907
DY,384,EDGE,360,5.623967989,5.623967989
DY,384,13,360,5.370436615,5.623967989
DY,384,12,360,5.143066821,5.623967989
DY,384,11,360,4.965073611,5.623967989
DY,384,10,360,4.646023753,5.623967989
DY,384,9,360,4.269277066,5.623967989
DY,384,8,360,4.026814268,5.623967989
DY,384,7,360,3.791290674,5.623967989
DY,384,6,360,3.479492897,5.623967989
DY,384,5,360,3.117611469,5.623967989
DY,384,4,360,2.651691144,5.623967989
DY,384,3,360,2.150527314,5.623967989
DY,384,2,360,1.518732197,5.623967989
DY,384,1,360,0.803873617,5.623967989
DY,385,EDGE,365,6.214131227,6.214131227
DY,385,14,365,5.938136575,6.214131227
DY,385,13,365,5.756328791,6.214131227
DY,385,12,365,5.60208943,6.214131227
DY,385,11,365,5.48109412,6.214131227
DY,385,10,365,5.291887764,6.214131227
DY,385,9,365,5.05155707,6.214131227
DY,385,8,365,4.600352434,6.214131227
DY,385,7,365,4.199912337,6.214131227
DY,385,6,365,3.845697404,6.214131227
DY,385,5,365,3.474455429,6.214131227
DY,385,4,365,3.011737344,6.214131227
DY,385,3,365,2.451929688,6.214131227
DY,385,2,365,1.461251725,6.214131227
DY,385,1,365,0.718767774,6.214131227
DY,386,EDGE,369,6.284072427,6.284072427
DY,386,16,369,6.109977351,6.284072427
DY,386,15,369,5.940881264,6.284072427
DY,386,14,369,5.758759206,6.284072427
DY,386,13,369,5.533156888,6.284072427
DY,386,12,369,5.316608238,6.284072427
DY,386,11,369,5.046689355,6.284072427
DY,386,10,369,4.603928762,6.284072427
DY,386,9,369,4.331269516,6.284072427
DY,386,8,369,4.155865436,6.284072427
DY,386,7,369,3.849993097,6.284072427
DY,386,6,369,3.518288807,6.284072427
DY,386,5,369,3.222491464,6.284072427
DY,386,4,369,2.874301311,6.284072427
DY,386,3,369,2.442658916,6.284072427
DY,386,2,369,1.918188384,6.284072427
DY,386,1,369,1.349763898,6.284072427
DY,387,EDGE,373,6.05230424,6.05230424
DY,387,14,373,5.850519392,6.05230424
DY,387,13,373,5.683464782,6.05230424
DY,387,12,373,5.463249994,6.05230424
DY,387,11,373,5.257535726,6.05230424
DY,387,10,373,4.996447865,6.05230424
DY,387,9,373,4.707496346,6.05230424
DY,387,8,373,4.480630139,6.05230424
DY,387,7,373,4.020639053,6.05230424
DY,387,6,373,3.423847241,6.05230424
DY,387,5,373,2.997939883,6.05230424
DY,387,4,373,2.419542277,6.05230424
DY,387,3,373,2.039771892,6.05230424
DY,387,2,373,1.38086105,6.05230424
DY,387,1,373,0.726129389,6.05230424
DY,388,EDGE,393,6.150263506,6.150263506
DY,388,14,393,5.930048718,6.150263506
DY,388,13,393,5.72572914,6.150263506
DY,388,12,393,5.46094389,6.150263506
DY,388,11,393,5.116551988,6.150263506
DY,388,10,393,4.962312627,6.150263506
DY,388,9,393,4.611504466,6.150263506
DY,388,8,393,4.255518046,6.150263506
DY,388,7,393,3.854079521,6.150263506
DY,388,6,393,3.58994299,6.150263506
DY,388,5,393,3.218701014,6.150263506
DY,388,4,393,2.541894061,6.150263506
DY,388,3,393,2.025666114,6.150263506
DY,388,2,393,1.482343784,6.150263506
DY,388,1,393,0.849192397,6.150263506
FD,209,EDGE,144,2.702413552,2.702413552
FD,209,2,144,1.964521842,2.702413552
FD,209,1,144,0.887610788,2.702413552
FD,210,EDGE,226,4.301657069,4.301657069
FD,210,6,226,3.824948674,4.301657069
FD,210,5,226,3.578503055,4.301657069
FD,210,4,226,3.174382738,4.301657069
FD,210,3,226,2.790027314,4.301657069
FD,210,2,226,2.047808602,4.301657069
FD,210,1,226,1.292474967,4.301657069
FD,211,EDGE,248,4.761219411,4.761219411
FD,211,7,248,4.483034242,4.761219411
FD,211,6,248,4.190631644,4.761219411
FD,211,5,248,3.686922818,4.761219411
FD,211,4,248,3.229292835,4.761219411
FD,211,3,248,2.681623873,4.761219411
FD,211,2,248,2.039321216,4.761219411
FD,211,1,248,0.972317924,4.761219411
FD,212,EDGE,250,4.763088291,4.763088291
FD,212,7,250,4.453486733,4.763088291
FD,212,6,250,4.148225192,4.763088291
FD,212,5,250,3.669617331,4.763088291
FD,212,4,250,3.189006451,4.763088291
FD,212,3,250,2.657961388,4.763088291
FD,212,2,250,2.065900266,4.763088291
FD,212,1,250,0.971878706,4.763088291
FD,213,EDGE,253,4.084877716,4.084877716
FD,213,7,253,3.871887608,4.084877716
FD,213,6,253,3.497520803,4.084877716
FD,213,5,253,3.0527844,4.084877716
FD,213,4,253,2.552051096,4.084877716
FD,213,3,253,2.161497101,4.084877716
FD,213,2,253,1.514475524,4.084877716
FD,213,1,253,0.992042847,4.084877716
FD,214,EDGE,262,4.144791175,4.144791175
FD,214,7,262,3.950679203,4.144791175
FD,214,6,262,3.733471059,4.144791175
FD,214,5,262,3.474563463,4.144791175
FD,214,4,262,3.109288441,4.144791175
FD,214,3,262,2.526952525,4.144791175
FD,214,2,262,2.101473756,4.144791175
FD,214,1,262,1.235040171,4.144791175
FD,215,EDGE,263,4.794547433,4.794547433
FD,215,7,263,4.486328032,4.794547433
FD,215,6,263,4.128283972,4.794547433
FD,215,5,263,3.76741887,4.794547433
FD,215,4,263,3.242540142,4.794547433
FD,215,3,263,2.570990185,4.794547433
FD,215,2,263,1.925951314,4.794547433
FD,215,1,263,1.13520049,4.794547433
FD,216,EDGE,263,5.074995972,5.074995972
FD,216,8,263,4.775381375,5.074995972
FD,216,7,263,4.508755629,5.074995972
FD,216,6,263,4.045676788,5.074995972
FD,216,5,263,3.644472432,5.074995972
FD,216,4,263,3.162530832,5.074995972
FD,216,3,263,2.583135096,5.074995972
FD,216,2,263,1.79076609,5.074995972
FD,216,1,263,1.205960894,5.074995972
FD,217,EDGE,267,4.273209587,4.273209587
FD,217,8,267,4.092777036,4.273209587
FD,217,7,267,3.903115213,4.273209587
FD,217,6,267,3.624930044,4.273209587
FD,217,5,267,3.222928328,4.273209587
FD,217,4,267,2.724331268,4.273209587
FD,217,3,267,2.353977699,4.273209587
FD,217,2,267,1.791881272,4.273209587
FD,217,1,267,1.031758081,4.273209587
FD,218,EDGE,267,5.287393604,5.287393604
FD,218,8,267,4.870403727,5.287393604
FD,218,7,267,4.665328557,5.287393604
FD,218,6,267,4.342560998,5.287393604
FD,218,5,267,3.958205573,5.287393604
FD,218,4,267,3.256269003,5.287393604
FD,218,3,267,2.809138953,5.287393604
FD,218,2,267,2.164182827,5.287393604
FD,218,1,267,1.283150377,5.287393604
FD,219,EDGE,268,4.670751905,4.670751905
FD,219,8,268,4.486804104,4.670751905
FD,219,7,268,4.167695028,4.670751905
FD,219,6,268,3.880448547,4.670751905
FD,219,5,268,3.487035308,4.670751905
FD,219,4,268,3.073773796,4.670751905
FD,219,3,268,2.72038083,4.670751905
FD,219,2,268,1.915581224,4.670751905
FD,219,1,268,1.163433918,4.670751905
FD,220,EDGE,274,4.542219138,4.542219138
FD,220,8,274,4.297294132,4.542219138
FD,220,7,274,4.006172001,4.542219138
FD,220,6,274,3.766533769,4.542219138
FD,220,5,274,3.246969371,4.542219138
FD,220,4,274,2.922717057,4.542219138
FD,220,3,274,2.497238289,4.542219138
FD,220,2,274,1.771599437,4.542219138
FD,220,1,274,1.169792902,4.542219138
FD,221,EDGE,274,5.261481223,5.261481223
FD,221,8,274,4.908844179,5.261481223
FD,221,7,274,4.461833507,5.261481223
FD,221,6,274,3.864656322,5.261481223
FD,221,5,274,3.546384584,5.261481223
FD,221,4,274,3.124685684,5.261481223
FD,221,3,274,2.428168375,5.261481223
FD,221,2,274,1.771079322,5.261481223
FD,221,1,274,0.832955208,5.261481223
FD,222,EDGE,274,5.520867454,5.520867454
FD,222,9,274,5.322405094,5.520867454
FD,222,8,274,5.021191594,5.520867454
FD,222,7,274,4.609871806,5.520867454
FD,222,6,274,4.202332252,5.520867454
FD,222,5,274,3.707927416,5.520867454
FD,222,4,274,3.142706365,5.520867454
FD,222,3,274,2.703767969,5.520867454
FD,222,2,274,1.980855569,5.520867454
FD,222,1,274,1.119673707,5.520867454
FD,223,EDGE,276,3.987345042,3.987345042
FD,223,7,276,3.657705837,3.987345042
FD,223,6,276,3.419183765,3.987345042
FD,223,5,276,3.160895319,3.987345042
FD,223,4,276,2.791262986,3.987345042
FD,223,3,276,2.065624134,3.987345042
FD,223,2,276,1.182534467,3.987345042
FD,223,1,276,0.738759138,3.987345042
FD,224,EDGE,277,5.326940899,5.326940899
FD,224,8,277,5.039694419,5.326940899
FD,224,7,277,4.820529405,5.326940899
FD,224,6,277,4.509723502,5.326940899
FD,224,5,277,4.148119679,5.326940899
FD,224,4,277,3.726420779,5.326940899
FD,224,3,277,3.109808843,5.326940899
FD,224,2,277,2.240730593,5.326940899
FD,224,1,277,1.088544081,5.326940899
FD,225,EDGE,278,5.49107785,5.49107785
FD,225,8,278,5.195227631,5.49107785
