"pop","year","age.cat","sex","color","lat","long","habitat","human","pop.density","pack.size","standard.habitat","standard.human","standard.pop","standard.packsize","standard.latitude","standard.longitude","cav.binary","cdv.binary","cpv.binary","chv.binary","neo.binary","toxo.binary"
"MT",2005,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,NA,NA
"MT",2005,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,NA,NA
"MT",2005,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,NA,NA
"MT",2005,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2005,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,NA,NA,NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,NA,NA
"MT",2005,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,0,NA,1,NA
"MT",2006,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,0,NA,0,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2005,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2005,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2005,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2006,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2006,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2006,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2006,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,0,NA,0,NA
"MT",2006,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,NA,NA
"MT",2006,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2006,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,0,NA,1,NA
"MT",2006,NA,NA,NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,0,NA,0,NA
"MT",2006,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,0,NA
"MT",2006,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2006,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2006,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,NA,NA,NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2006,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2006,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2006,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,NA,NA
"MT",2006,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,0,NA
"MT",2007,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2006,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2007,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2007,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,0,NA,1,NA
"MT",2007,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,0,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,NA,1,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,NA,0,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,0,NA
"MT",2007,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2007,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,NA,1,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2007,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2007,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2007,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2007,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,0,NA,1,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2007,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,NA,1,NA
"MT",2007,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2007,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2008,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,1,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,0,NA,0,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2007,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,NA,0,NA
"MT",2008,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2008,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2008,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,0,NA,0,NA
"MT",2008,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2008,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2008,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,1,NA
"MT",2008,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2009,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,NA,0,NA
"MT",2009,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2009,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,0,0,NA
"MT",2009,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2009,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,0,NA,NA
"MT",2009,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,0,1,NA
"MT",2008,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,NA,0,NA
"MT",2009,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2009,NA,"F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,1,1,1,0,NA
"MT",2009,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,0,0,NA
"MT",2009,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,1,NA
"MT",2009,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,0,1,NA
"MT",2008,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2009,"P","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,0,0,NA
"MT",2009,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,0,1,NA
"MT",2009,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,0,0,0,NA
"MT",2009,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2009,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,0,NA
"MT",2008,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,1,1,NA,0,NA
"MT",2009,"A","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,NA,1,NA
"MT",2010,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,1,1,NA
"MT",2010,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,1,0,NA
"MT",2010,"S","F",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,1,NA,NA
"MT",2010,"S","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,1,0,NA
"MT",2010,NA,"M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,0,1,NA
"MT",2010,"P","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,0,0,1,0,1,NA
"MT",2010,"A","M",NA,46.834926,-110.992419,11166.11,3239.57,11.63,5.62,-0.2024,0.5834,-0.2976,-0.5418,-0.3926,0.3069,1,0,1,1,1,NA
