Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
draped skirt,Green,No,1820,455,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape1,11656,DM6hBScxAq4ebriqJ
draped skirt,Blue,No,1820,455,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape2,11657,zNjaggXwY25wcX5dF
draped skirt,Gray,No,1820,455,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape3,11658,7Cq9eFLxn57JAcrTo
draped skirt,Orange,No,1820,455,Orange,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape4,11659,wd9z4LFNDH8LaF3JD
draped skirt,Pink,No,1820,455,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape5,11660,QEXkG9fkbrQw7d44e
draped skirt,Purple,No,1820,455,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape6,11661,m648ufsymAXe5gCT2
draped skirt,Light blue,No,1820,455,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Summer,No,1.0.0,Simple,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongDrape7,11662,NJWeNW7PagKY9xcTv
dreamy pants,Pink,No,1440,360,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa0,5923,qxz4uFbtDijhELoSY
dreamy pants,Green,No,1440,360,Green,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa1,9194,MTyieKigAqK73aGWS
dreamy pants,Yellow,No,1440,360,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa2,9195,2T8YtpzT8Q9JEer7j
dreamy pants,Blue,No,1440,360,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cute,fairy tale; comfy,No,For sale,BottomsTexPantsWideYumekawa3,9196,tqtyCzjYMSQyFc9s6
dress pants,Green,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool0,3405,YB8iwLz2z8nhBcNXR
dress pants,Navy blue,No,1300,325,Blue,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool1,11404,jjGzTyNa4ZaLdqJz7
dress pants,Beige,No,1300,325,Beige,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool2,11405,BZRAPb4eYcA6kcHei
dress pants,Berry red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal,No,For sale,BottomsTexPantsWideSchool3,11406,hGGMn4vHorqBCaPbT
elephant-print pants,Red,No,1100,275,Red,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail0,5735,TptfethckFaEv2umX
elephant-print pants,Blue,No,1100,275,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail1,9184,vRpzBD9yEctZm3Ypg
elephant-print pants,Orange,No,1100,275,Orange,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail2,9185,H3xYakEHJu4PDqqBv
elephant-print pants,Green,No,1100,275,Green,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail3,9186,adfKNMuuNk5hnokLz
elephant-print pants,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail4,9187,Nc42fqDjjkTbGAw5F
elephant-print pants,Black,No,1100,275,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Simple,comfy; vacation,No,For sale,BottomsTexPantsWideThail5,9188,H2GKWBafcBg2xpnAv
embellished denim pants,Blue,No,1300,325,Blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,For sale,BottomsTexPantsWidePrintdenim0,5459,nL8iXvEk3KyGuN6dN
embellished denim pants,Light blue,No,1300,325,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,For sale,BottomsTexPantsWidePrintdenim1,9539,tea9oG7cEbx48Mpwd
embellished denim pants,Black,No,1300,325,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,everyday; outdoorsy,No,For sale,BottomsTexPantsWidePrintdenim2,9540,bHgq9muErTbDvecaH
embroidered floral skirt,Green,No,1320,330,Green,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongEmbroidery0,4547,3puHTTuuCW8zSegSS
embroidered floral skirt,Blue,No,1320,330,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongEmbroidery1,8736,JAsz32D72zGzZkqus
embroidered floral skirt,Berry red,No,1320,330,Red,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; comfy; vacation,No,For sale,BottomsTexSkirtLongEmbroidery2,8737,E9i6TADw7SYbhTrQx
embroidered-pattern skirt,Blue,No,1100,275,Blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtLongGeometric0,4548,rnhaZHTvdzMZBjSqQ
embroidered-pattern skirt,Green,No,1100,275,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtLongGeometric1,8738,vGos45xxvLFD2hpNu
embroidered-pattern skirt,Red,No,1100,275,Red,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtLongGeometric2,8739,95X4egfZWzLpqXHnG
explorer shorts,Camel,No,1040,260,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer0,9841,TauZEXz8mGuXTcxy3
explorer shorts,Avocado,No,1040,260,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer1,12068,4M5CJwGuT64GeSaLQ
explorer shorts,Beige,No,1040,260,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer2,12069,5AftSjCxYkFX3D2T9
explorer shorts,Blue,No,1040,260,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Active,outdoorsy; work,No,For sale,BottomsTexPantsHalfExplorer3,12070,FjY7RDn9pa37x83oK
faux-fur skirt,Light blue,No,1440,360,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur0,5415,xC4BjxNbbBaDnSKPY
faux-fur skirt,Pink,No,1440,360,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur1,8794,DE6yhBPSroP6SSYXT
faux-fur skirt,Red,No,1440,360,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur2,8795,sB4fadAttyksKamG4
faux-fur skirt,Purple,No,1440,360,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur3,8796,kMTt78m6kS9jSX6yD
faux-fur skirt,Yellow,No,1440,360,Beige,White,1x1,Able Sisters,Available from Able Sisters shop only,Winter,No,1.0.0,Cute,everyday; fairy tale; party,No,For sale,BottomsTexSkirtAlineFur4,8797,nFYDGbYaJ8pX935Pa
faux-shearling skirt,Beige,No,1560,390,Beige,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton0,5704,tbkDAFjHkzEi6we7W
faux-shearling skirt,Pink,No,1560,390,Pink,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton1,11335,8GMFDPcrFsX3ymhzB
faux-shearling skirt,Green,No,1560,390,Green,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton2,11336,2pb7ShdzGnCQPBiNW
faux-shearling skirt,Black,No,1560,390,Black,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton3,11337,aCDhfD5BfTYLG3qXu
faux-shearling skirt,Gray,No,1560,390,Gray,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,No,For sale,BottomsTexSkirtBoxMouton4,11338,QW95DS3pd7MD8WjWr
flare skirt,Red,No,1140,285,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare0,4614,aRBpzu6mqFcYYd5uP
flare skirt,Black,No,1140,285,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare1,8790,yzAzKqfeZNyMgHpXA
flare skirt,Pink,No,1140,285,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare2,8791,Z2cE6GSDY33GgqM85
flare skirt,Mint,No,1140,285,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare3,8792,EvfJFFcK8joNcCb2Q
flare skirt,Light blue,No,1140,285,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,No,For sale,BottomsTexSkirtAlineFlare4,8793,B36kirhtF9EWoiBrr
flashy slacks,White,No,1300,325,White,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy0,3408,5jce5PN9sChgYiXyw
flashy slacks,Black,No,1300,325,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy1,11354,QaLiuAsBfGP7ZtYhj
flashy slacks,Purple,No,1300,325,Purple,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy2,11355,xu4DZY2htaXCGNDwu
flashy slacks,Berry red,No,1300,325,Red,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy3,11356,mcWW6kW87v3hcrNJ9
flashy slacks,Aquamarine,No,1300,325,Green,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy4,11357,qGu8Qna2nTnNpm4SK
flashy slacks,Yellow,No,1300,325,Yellow,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,formal; party; theatrical,No,For sale,BottomsTexPantsNormalSlacksgaudy5,11358,DrJANPn82YoBTnNHM
floral lace skirt,Light blue,No,1320,330,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace0,4612,ykmHyQELAhqGimL2b
floral lace skirt,Pink,No,1320,330,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace1,11649,9SN8GjYjQ9HnnQocy
floral lace skirt,Blue,No,1320,330,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace2,11650,fPevGvERgug8XMjAo
floral lace skirt,Ruby red,No,1320,330,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace3,11651,cyedaR7oqKZDDJBGo
floral lace skirt,Orange,No,1320,330,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace4,11652,8oa3cezyGixJNiEqu
floral lace skirt,Green,No,1320,330,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace5,11653,xze362wgyGn26qr5p
floral lace skirt,Purple,No,1320,330,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace6,11654,nGeDMCqd44re2bgPn
floral lace skirt,Black,No,1320,330,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party; vacation,No,For sale,BottomsTexSkirtBoxLace7,11655,HCxGmyoHRzEp9ZeBi
floral skirt,Light blue,No,1100,275,Light blue,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,BottomsTexSkirtLongFlower0,5925,uvcRyALs8z7DoxquB
floral skirt,Yellow,No,1100,275,Yellow,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,BottomsTexSkirtLongFlower1,8755,hjXuE9nJSJqpiKpGZ
floral skirt,Pink,No,1100,275,Pink,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; comfy; vacation,No,For sale,BottomsTexSkirtLongFlower2,8756,d6ACYF3PCoekDK6Y2
football pants,Green,No,980,245,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball0,9844,i46kykKLdRQfv3fYD
football pants,White,No,980,245,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball1,12059,uvft6mzMCCXgEG8qq
football pants,Yellow,No,980,245,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball2,12060,eDDRfF8i5HCRheX2c
football pants,Berry red,No,980,245,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball3,12061,7C2Drte5pnG4HWur3
football pants,Blue,No,980,245,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball4,12062,5QFQRHGHvKfrGBR9P
football pants,Turquoise,No,980,245,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball5,12063,fZAgtpoSTH3WdpbL3
football pants,Red,No,980,245,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball6,12064,2medp8KJqhz6Hw5mY
football pants,Black,No,980,245,Black,Black,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,sporty; work,No,For sale,BottomsTexPantsNormalAmericanfootball7,12065,SYWWn8sDx8HYcWq7g
formal shorts,White,No,840,210,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal0,4372,sSaK6D3uiSjFGcAj7
formal shorts,Navy blue,No,840,210,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal1,9092,BpHfoBBwXQ9sLTnX3
formal shorts,Pink,No,840,210,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal2,9093,4uFHmdDXq48yrb9C6
formal shorts,Light blue,No,840,210,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal3,9094,CTYcXMeRYW8vhCWCX
formal shorts,Yellow,No,840,210,Yellow,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal4,9095,xWcqCJyKrQXjWMP9J
formal shorts,Purple,No,840,210,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal5,9096,B9jyFZD7bCa4wbctA
formal shorts,Lime,No,840,210,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal6,9097,fCpCZoJQqTBfYLuCJ
formal shorts,Beige,No,840,210,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,everyday; formal; outdoorsy; vacation,No,For sale,BottomsTexPantsHalfFormal7,9098,FzZ65NjiwFekCsaBZ
frilly pants,Yellow,No,1200,300,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled0,4369,jjeTpSRC3v7tGa9Ee
frilly pants,Mint,No,1200,300,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled1,9274,4af3KswsDdeZe4dRY
frilly pants,Pink,No,1200,300,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled2,9275,GtwnvbEyK2jaZJGAS
frilly pants,Blue,No,1200,300,Light blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled3,9276,Yop2kKQ7gCv8sqtdB
frilly pants,Orange,No,1200,300,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexPantsWideFrilled4,9277,iPsftEvdnvDJsxNHG
frilly skirt,Pink,No,1100,275,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled0,4410,XF4SPyL6LTtxkSYzh
frilly skirt,Blue,No,1100,275,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled1,8785,fG8cCuBmuJhb58M3h
frilly skirt,Green,No,1100,275,Green,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,Yes,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled2,8786,rBjtXPf5yoDFQKtMh
frilly skirt,Orange,No,1100,275,Orange,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled3,8787,vqmrggC7MyvNCDLue
frilly skirt,Purple,No,1100,275,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled4,8788,3mwCvp9coRcP3ZK5z
frilly skirt,Gray,No,1100,275,Gray,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,everyday; fairy tale; party; comfy; theatrical,No,For sale,BottomsTexSkirtAlineFrilled5,8789,WTKQPCEJmEDGBJSCH
frilly sweatpants,Blue,No,880,220,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,No,For sale,BottomsTexPantsNormalSweatfrill0,5416,9aE5tW8ijGHNp7sEw
frilly sweatpants,Pink,No,880,220,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,No,For sale,BottomsTexPantsNormalSweatfrill1,8798,goWwi5zjd3suWSKmX
frilly sweatpants,Mint,No,880,220,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,No,For sale,BottomsTexPantsNormalSweatfrill2,8799,pZc6YBKqvipn62ZZC
frilly sweatpants,Orange,No,880,220,Orange,Orange,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,No,For sale,BottomsTexPantsNormalSweatfrill3,8800,hZDnrbAHvhQzzDuit
frilly sweatpants,Purple,No,880,220,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,No,For sale,BottomsTexPantsNormalSweatfrill4,8801,NJr5LGf6JRotcEcju
frilly sweatpants,Gray,No,880,220,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,everyday,No,For sale,BottomsTexPantsNormalSweatfrill5,8802,frvFycyZzLin2rGxb
fringe skirt,Camel,No,1560,390,Beige,Beige,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe0,4307,ZsgocY2maGNpqGaxw
fringe skirt,Black,No,1560,390,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe1,10191,mv5Rh3qBvhEj2LArH
fringe skirt,White,No,1560,390,White,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe2,10192,mN2dwus9NspsZXqn2
fringe skirt,Blue,No,1560,390,Blue,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe3,10193,6dsgCKFzdoeKMdFru
fringe skirt,Yellow,No,1560,390,Yellow,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe4,10194,8pemxX4SBT8KxNZj2
fringe skirt,Green,No,1560,390,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe5,10195,x7o3AYtAqmhXd2cCH
fringe skirt,Berry red,No,1560,390,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; vacation,No,For sale,BottomsTexSkirtBoxFringe6,10196,pQv6HTgKnKe8M5QiH
gaucho pants,Gray,No,880,220,Gray,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,formal; work,No,For sale,BottomsTexPantsWideGaucho0,4299,ucvJL5YFCQ9o2x2dM
gaucho pants,Brown,No,880,220,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,formal; work,No,For sale,BottomsTexPantsWideGaucho1,9266,o8D49zpNWMuHKGtEN
gaucho pants,Avocado,No,880,220,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,formal; work,No,For sale,BottomsTexPantsWideGaucho2,9267,jy7chTg2aJBN4eF8S
