Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Lighting Type,Door Deco,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
wedding decoration,Chic,Design,NA,NA,No,Yes,No,1,1000,250,White,Green,1x2,Wedding Season,,1.2.0,party,expensive,wedding,None,No,Plants,No,No lighting,Yes,Not for sale,FtrWeddingFlowerWall_Remake_2_0,NA,12407,DuKN8JCjcSrxCx8fN
wedding decoration,Garden,Design,NA,NA,No,Yes,No,1,1000,250,Yellow,Green,1x2,Wedding Season,,1.2.0,party,expensive,wedding,None,No,Plants,No,No lighting,Yes,Not for sale,FtrWeddingFlowerWall_Remake_0_0,NA,12407,9hspLeBM3m3tA8pza
windflower wreath,NA,NA,NA,NA,Yes,No,No,NA,NFS,720,Red,Orange,1x1,Crafting,,1.0.0,fancy,None,flowers,None,No,House Door Decor,No,No lighting,Yes,Not for sale,FtrDoorOrnamentWreathAnemone,NA,5436,vaYbmMKt9yWPACuRr
wooden-block wall clock,Natural,Block color,NA,NA,Yes,Yes,No,2,NFS,1350,Beige,Beige,1x1,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Clock,No,No lighting,No,Not for sale,FtrBlockClock_Remake_0_0,0_0,3208,cQNnv5bziDnwJQFmo
wooden-block wall clock,Mixed wood,Block color,NA,NA,Yes,Yes,No,2,NFS,1350,Black,Brown,1x1,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Clock,No,No lighting,No,Not for sale,FtrBlockClock_Remake_1_0,1_0,3208,CzgHAquJDvGf6Cvwr
wooden-block wall clock,Colorful,Block color,NA,NA,Yes,Yes,No,2,NFS,1350,Blue,Colorful,1x1,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Clock,No,No lighting,No,Not for sale,FtrBlockClock_Remake_2_0,2_0,3208,PHad9XycXfrxbARtT
wooden-block wall clock,Pastel,Block color,NA,NA,Yes,Yes,No,2,NFS,1350,Pink,Colorful,1x1,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Clock,No,No lighting,No,Not for sale,FtrBlockClock_Remake_3_0,3_0,3208,ybaK92seJLgkMKiNp
wooden-block wall clock,Vivid,Block color,NA,NA,Yes,Yes,No,2,NFS,1350,Yellow,Colorful,1x1,Crafting,,1.0.0,child's room,None,wooden block,None,Yes,Clock,No,No lighting,No,Not for sale,FtrBlockClock_Remake_4_0,4_0,3208,2Cat3gxJZ6EAHbBoF
wooden-plank sign,Natural,Body color,NA,NA,Yes,Yes,No,1,NFS,600,Beige,Black,2x1,Crafting,,1.0.0,zen-style,None,None,None,No,Ranch,No,No lighting,No,Not for sale,FtrSignboardWood_Remake_0_0,0_0,5636,SPEvaBm2nhJdEFirp
wooden-plank sign,Dark brown,Body color,NA,NA,Yes,Yes,No,1,NFS,600,Black,Yellow,2x1,Crafting,,1.0.0,zen-style,None,None,None,No,Ranch,No,No lighting,No,Not for sale,FtrSignboardWood_Remake_1_0,1_0,5636,frdjb5dXZicpbv3uu
wooden-plank sign,Brown,Body color,NA,NA,Yes,Yes,No,1,NFS,600,Brown,White,2x1,Crafting,,1.0.0,zen-style,None,None,None,No,Ranch,No,No lighting,No,Not for sale,FtrSignboardWood_Remake_2_0,2_0,5636,dtMZtLS6kRtsCD4Mx
wooden-plank sign,Red,Body color,NA,NA,Yes,Yes,No,1,NFS,600,Red,Yellow,2x1,Crafting,,1.0.0,zen-style,None,None,None,No,Ranch,No,No lighting,No,Not for sale,FtrSignboardWood_Remake_3_0,3_0,5636,E9JZXGDshMDsAEKZZ
world map,Pacific Ocean,Map center,NA,NA,No,Yes,No,1,640,160,Blue,Green,2x1,Nintendo; Nook Shopping,,1.2.0,child's room,den,None,None,No,Space,No,No lighting,No,For sale,FtrWorldMap_Remake_0_0,0_0,12741,i6Q2vWb2Ha7oBacmj
world map,Atlantic Ocean,Map center,NA,NA,No,Yes,No,1,640,160,Blue,Green,2x1,Nintendo; Nook Shopping,,1.2.0,child's room,den,None,None,No,Space,No,No lighting,No,For sale,FtrWorldMap_Remake_1_0,1_0,12741,obQxSTEN4xTfPwhk8
writing poster,Alphabet,NA,NA,NA,No,No,No,NA,640,160,Red,Colorful,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,school,None,writing,No,Study,No,No lighting,No,For sale,FtrStudyposter_Remake_0_0,0_0,3584,eqDMnWHyBDS7S9uAg
writing poster,Multiplication tables,NA,NA,NA,No,No,No,NA,640,160,Light blue,Colorful,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,school,None,writing,No,Study,No,No lighting,No,For sale,FtrStudyposter_Remake_1_0,1_0,3584,mnXbHGP24sw8qumWP
writing poster,Periodic table,NA,NA,NA,No,No,No,NA,640,160,White,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,school,None,writing,No,Study,No,No lighting,No,For sale,FtrStudyposter_Remake_2_0,2_0,3584,rPp3dMLX9ieBg3cz4
writing poster,Constellations,NA,NA,NA,No,No,No,NA,640,160,Black,Black,2x1,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,child's room,school,None,writing,No,Study,No,No lighting,No,For sale,FtrStudyposter_Remake_3_0,3_0,3584,Z5Hq3QpNzSEydKq42
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,#N/A,,,,,,,
