Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Villager Equippable,Catalog,Primary Shape,Secondary Shape,Filename,Internal ID,Unique Entry ID
long chenille cardigan,Mustard,No,2000,500,Yellow,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Rib,L,TopsTexOnepieceRibLCardigan0,4674,AdbbJ5AxbKwRCdNCR
long chenille cardigan,Blue,No,2000,500,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Rib,L,TopsTexOnepieceRibLCardigan1,8026,pELtnfRhLCMskP6J9
long chenille cardigan,Pink,No,2000,500,Pink,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Rib,L,TopsTexOnepieceRibLCardigan2,8027,3enrqAdAkhYxhBwzx
long chenille cardigan,Green,No,2000,500,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Rib,L,TopsTexOnepieceRibLCardigan3,8028,hmGLBgbT3MwTGR9me
long denim cardigan,Gray,No,2000,500,Blue,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,Yes,For sale,Box,L,TopsTexOnepieceBoxLMuffler0,4555,NRtd5giqZBsb6tDJt
long denim cardigan,Pink,No,2000,500,Blue,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Box,L,TopsTexOnepieceBoxLMuffler1,8504,beY8nujL2Em94c8G8
long denim cardigan,Yellow,No,2000,500,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,Box,L,TopsTexOnepieceBoxLMuffler2,8505,K2ZnDDuCZwA7sACu6
long down coat,Black,No,1900,475,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat0,4589,T8koPDsk2Sjw2BBw6
long down coat,Green,No,1900,475,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat1,8326,Stimu3yss7zsxCrf2
long down coat,White,No,1900,475,White,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat2,8327,5ooKyDgSYxyKhicHw
long down coat,Purple,No,1900,475,Purple,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat3,8328,HebEeTZubfYomrehS
long down coat,Beige,No,1900,475,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,Yes,1.0.0,Simple,everyday; outdoorsy,Yes,For sale,A-long,L,TopsTexOnepieceAlongLDowncoat4,8329,4X365oYAMDtJSeA5e
long pleather coat,Black,No,1840,460,Black,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cool,everyday; formal; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLLeathercoat0,4360,z9cjZfRyxBFoBQPgf
long pleather coat,Purple,No,1840,460,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cool,everyday; formal; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLLeathercoat1,9301,JcQu3bnBv6LkCwsQ4
long pleather coat,Brown,No,1840,460,Brown,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Winter,No,1.0.0,Cool,everyday; formal; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLLeathercoat2,9302,dQEE4kioeqhHXsuce
loose fall dress,Red,No,1800,450,Red,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,Yes,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck0,4396,dPcv3HjnGPjjcvA3X
loose fall dress,Peacock blue,No,1800,450,Green,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Elegant,everyday; fairy tale; formal; party,Yes,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck1,8954,xp2ZGijoR9kaHMfZF
loose fall dress,Orange,No,1800,450,Orange,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,Yes,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck2,8955,RhABr5i8uzbGe3C8C
loose fall dress,Blue,No,1800,450,Blue,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,everyday; fairy tale; formal; party,Yes,For sale,Box,L,TopsTexOnepieceBoxLAutumncheck3,8956,vKSSsFefrjajgLcZ7
mage's robe,Black,No,4000,1000,Black,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLWitch0,3492,QwzceQyaejrnjuKeo
mage's robe,Blue,No,4000,1000,Blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLWitch1,8686,DiWv9cKqHqZ56M7mQ
mage's robe,White,No,4000,1000,White,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLWitch2,8687,tvFLufLF2zWdjheHR
mage's robe,Red,No,4000,1000,Red,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,For sale,A-long,L,TopsTexOnepieceAlongLWitch3,8688,FHh7m4ZypANLjSdbQ
magical dress,Pink,No,3180,795,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical0,4332,dekPjoeMCwfsenYyC
magical dress,Yellow,No,3180,795,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical1,8692,JBkz46v5DQvstthiP
magical dress,Green,No,3180,795,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical2,8693,b4ipAuYxn5gbFLzsh
magical dress,Blue,No,3180,795,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical3,8694,Btsjhvg2PYCfYKYxS
magical dress,Red,No,3180,795,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical4,8695,G9LgQDtBWTyfM6Evh
magical dress,Purple,No,3180,795,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical5,8696,L8DZpgbiKS4yuoCJm
magical dress,Black,No,3180,795,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical6,8697,nne2FnotGSuXowGG8
magical dress,Light blue,No,3180,795,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; theatrical,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMagical7,8698,25aDALwaeRWazmfLi
maid dress,Black,No,2320,580,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid0,3138,opsgnAYr7BWuPmnvP
maid dress,Green,No,2320,580,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid1,8256,J7pP8mhkogduciE9S
maid dress,Red,No,2320,580,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid2,8257,FED5piTDHkEZJKfvj
maid dress,Brown,No,2320,580,Brown,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid3,8258,L99wRh27xHSrFfXpr
maid dress,Mint,No,2320,580,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid4,8259,wJjDaTnbkwFndZ33r
maid dress,Pink,No,2320,580,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid5,8260,PPmKnfiZagY2CZhuc
maid dress,Purple,No,2320,580,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid6,8261,29KuwjqwwDkySSbZb
maid dress,Yellow,No,2320,580,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cute,fairy tale; formal; theatrical; work,Yes,For sale,Balloon,H,TopsTexOnepieceBalloonHMaid7,8262,r6GD27abYW7peC2BY
marble-dots dress,Black,No,1500,375,Black,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; fairy tale; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNMarbledot0,8187,xohNztJMb4ayQ3dAF
marble-dots dress,White,No,1500,375,White,Colorful,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Active,everyday; fairy tale; vacation,Yes,For sale,A-line,N,TopsTexOnepieceAlineNMarbledot1,8295,cjRfpfLu7smunSHFE
marble-print dress,Blue,No,1500,375,Blue,Light blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,For sale,Box,L,TopsTexOnepieceBoxLMarble0,4655,okcLKxrRcQuenTaEP
marble-print dress,Pink,No,1500,375,Pink,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,For sale,Box,L,TopsTexOnepieceBoxLMarble1,7926,DN36kJxQTjhHLDrQg
marble-print dress,Green,No,1500,375,Green,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,For sale,Box,L,TopsTexOnepieceBoxLMarble2,7927,AuHXDegW9WiCNhoHL
marble-print dress,Orange,No,1500,375,Orange,Brown,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,For sale,Box,L,TopsTexOnepieceBoxLMarble3,7928,2WzYimKaSgLB9ukxD
marble-print dress,Purple,No,1500,375,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Elegant,party,Yes,For sale,Box,L,TopsTexOnepieceBoxLMarble4,7929,6x8QQugkZA688onnL
mariachi clothing,Navy blue,No,2520,630,Blue,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMariachi0,4653,XAcKC4pz5YukXWx7f
mariachi clothing,Green,No,2520,630,Green,Orange,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMariachi1,8164,ivGMt6K4YMPdoT4Lk
mariachi clothing,Beige,No,2520,630,Beige,Brown,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMariachi2,8165,eZ5SS7mHGNh2ZTkZd
mariachi clothing,Red,No,2520,630,Red,Yellow,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMariachi3,8166,fCeS9kcr2wm9CtdZh
mariachi clothing,Blue,No,2520,630,Blue,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMariachi4,8167,deYnW8L9jPKMFKZz2
mariachi clothing,Orange,No,2520,630,Orange,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,formal; party; theatrical,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMariachi5,8168,oAPyFhNRiTCRpAvRT
maxi shirtdress,Yellow,No,2000,500,Yellow,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,B-long,L,TopsTexOnepieceBlongLShirt0,4520,YPw4YpsNHHbxnPaCE
maxi shirtdress,Red,No,2000,500,Red,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,B-long,L,TopsTexOnepieceBlongLShirt1,8957,yDjGf96jFz2so3TPa
maxi shirtdress,Green,No,2000,500,Green,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,B-long,L,TopsTexOnepieceBlongLShirt2,8958,HYLavQz68WzxfQKdB
maxi shirtdress,Light blue,No,2000,500,Light blue,White,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,B-long,L,TopsTexOnepieceBlongLShirt3,8959,ESxKoZscuTsiH6WyL
maxi shirtdress,White,No,2000,500,Beige,Black,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; comfy,Yes,For sale,B-long,L,TopsTexOnepieceBlongLShirt4,8960,5JF4Y3A48jFKh8doW
maxi shirtdress,Pink,No,2000,500,Pink,Blue,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; comfy,Yes,For sale,B-long,L,TopsTexOnepieceBlongLShirt5,8961,AjiN56SwoCqHkHZsZ
miko attire,Vermilion,No,2240,560,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLMiko0,4292,NjHTjzaiHdqoXogAH
miko attire,Aqua,No,2240,560,Light blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,work,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLMiko1,8981,hAij9g8M4euTjrbnb
milkmaid dress,Red,No,2520,630,Black,Red,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,Dress,H,TopsTexOnepieceDressHHolland0,3614,uXEKnw59jPiZGZ4gp
milkmaid dress,Green,No,2520,630,Black,Green,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,Dress,H,TopsTexOnepieceDressHHolland1,8157,if6SBvXZQW5SS2R26
milkmaid dress,Blue,No,2520,630,Black,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,everyday; formal,Yes,For sale,Dress,H,TopsTexOnepieceDressHHolland2,8158,7wCbihbHHdoT74igZ
moldy dress,Beige,No,NFS,10,Beige,Beige,1x1,Recycle bin,,All Year,No,1.0.0,Simple,goth,Yes,Not for sale,A-line,L,TopsTexOnepieceAlineLMold,3576,B6TTpjT9YNZameCnb
morning-glory yukata,Aqua,No,2280,570,Light blue,Yellow,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao0,5823,ovPnm94CF9eyEEYD9
morning-glory yukata,White,No,2280,570,White,Pink,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,Yes,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao1,8999,gktQnAHZcNrRjf5v6
morning-glory yukata,Pale green,No,2280,570,Light blue,Green,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao2,9000,utevZQTHvWZBd5i78
morning-glory yukata,Dark blue,No,2280,570,Blue,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,Summer,No,1.0.0,Elegant,fairy tale; comfy; vacation,Yes,For sale,Kimono,L,TopsTexOnepieceKimonoLAsagao3,9001,EHEshJiageFZtpix7
mummy outfit,White,No,700,175,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Cool,fairy tale; goth,Yes,For sale,Overall,L,TopsTexOnepieceOverallLMummyWhite,3607,9zaYNEyjkhB5ChXMy
mysterious dress,Purple,No,3120,780,Purple,Purple,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth; party,Yes,For sale,A-long,L,TopsTexOnepieceAlongLGothic0,3573,AcckzAPyQK4WKneWr
mysterious dress,Black,No,3120,780,Black,Gray,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Cool,goth; party,Yes,For sale,A-long,L,TopsTexOnepieceAlongLGothic1,8689,EzGa33HsPQNrmHium
mysterious dress,Red,No,3120,780,Red,Red,1x1,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cool,goth; party,Yes,For sale,A-long,L,TopsTexOnepieceAlongLGothic2,8690,jSJzGQixbbwo2wWfQ
nightgown,Blue,No,2100,525,Light blue,Light blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,For sale,A-long,H,TopsTexOnepieceAlongHNegligee0,4248,byuqvWe9CiMKxn5ay
nightgown,Pink,No,2100,525,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,For sale,A-long,H,TopsTexOnepieceAlongHNegligee1,8137,G6cSQ93y2DfsmsH6X
nightgown,Purple,No,2100,525,Purple,Purple,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,For sale,A-long,H,TopsTexOnepieceAlongHNegligee2,11935,pbfzdWPFvKP5zGnWA
nightgown,Beige,No,2100,525,Beige,Beige,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,For sale,A-long,H,TopsTexOnepieceAlongHNegligee3,11936,LMFakHLXNcBMMgo9G
nightgown,White,No,2100,525,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Elegant,fairy tale; comfy,Yes,For sale,A-long,H,TopsTexOnepieceAlongHNegligee4,11937,oPw2k7S7sCe7TgAgT
ninja costume,Dark blue,No,2240,560,Blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja0,3460,LZmhk7rGGAerTLhHB
ninja costume,Gray,No,2240,560,Black,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja1,9207,L5DMqaRcGqLyfecMH
ninja costume,Red,No,2240,560,Red,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja2,9208,yjpHb8bANNeGM89Dc
ninja costume,Purple,No,2240,560,Purple,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja3,9209,Ak7wkzEWgnGSB87eJ
ninja costume,Aqua,No,2240,560,Light blue,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja4,9210,x53YPySTh3B7hxBZT
ninja costume,Green,No,2240,560,Green,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja5,9211,CgKTdtnNohXqqML5P
ninja costume,Yellow,No,2240,560,Yellow,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja6,9212,eyWgq5MpH3DPMxk6H
ninja costume,Orange,No,2240,560,Orange,Gray,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,Overall,L,TopsTexOnepieceOverallLNinja7,9213,4oqZKviYFhx64kQBN
noble dress,Green,No,5200,1300,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble0,5798,3MAj5E69dFpmd5kKu
noble dress,Ruby red,No,5200,1300,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble1,7426,2j29HRzvFsfzGu7TT
noble dress,White,No,5200,1300,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble2,7427,5HrToGYJ9soahyvK2
noble dress,Blue,No,5200,1300,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble3,7428,hEShS9mdw5DBbyvj4
noble dress,Black,No,5200,1300,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble4,7429,DWyDKcacuNvBk2wHf
noble dress,Purple,No,5200,1300,Purple,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble5,7430,isHhNNktbHyoCZsDB
noble dress,Yellow,No,5200,1300,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble6,7431,EBfJWQEJhTRBt5YCm
noble dress,Red,No,5200,1300,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Gorgeous,fairy tale; formal; party; theatrical,Yes,For sale,Dress,L,TopsTexOnepieceDressLNoble7,7432,3vmf9dBa7Ye4nx94M
noble zap suit,Pink,No,2760,690,Pink,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine0,3159,bjuJ6nL74NbJoGJQs
noble zap suit,Blue,No,2760,690,Blue,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine1,9481,Q9pFEoAeaZ5GL3zTg
noble zap suit,Green,No,2760,690,Green,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine2,9482,4xF2FcggyuqQmSkcb
noble zap suit,Red,No,2760,690,Red,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine3,9483,LfC8sSxGxjSWRCojv
noble zap suit,Yellow,No,2760,690,Yellow,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine4,9484,vLXTKQkyCayui6oPQ
noble zap suit,Black,No,2760,690,Black,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine5,9485,RxE8eE7oWSzha2azs
noble zap suit,Silver,No,2760,690,Gray,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine6,9486,7AMJcaqTCzK8ymKg5
noble zap suit,White,No,2760,690,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Active,fairy tale; theatrical; work,Yes,For sale,A-line,L,TopsTexOnepieceAlineLHeroine7,9487,bxpAkQgfGH8Hu3Az3
nurse's dress uniform,Pink,No,2200,550,Pink,Pink,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,Yes,For sale,Box,H,TopsTexOnepieceBoxHNurse0,3347,KoRLxhbH9HcPtTstZ
nurse's dress uniform,White,No,2200,550,White,White,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,Yes,For sale,Box,H,TopsTexOnepieceBoxHNurse1,7792,aQoLvyKfKHh8t8ZoC
nurse's dress uniform,Blue,No,2200,550,Blue,Blue,1x1,Able Sisters,Available from Able Sisters shop only,All Year,No,1.0.0,Simple,work,Yes,For sale,Box,H,TopsTexOnepieceBoxHNurse2,7793,WCR64RSgwSQFdwdwz
