Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
imperial partition,Black,NA,NA,NA,No,No,No,NA,5000,1250,Black,Black,2x1,NA,Nook's Cranny,"Available in Nook's Cranny (upgraded only), in the unique furniture slot",1.0.0,zen-style,None,zen,None,No,Screen,No,Does not play music,No lighting,For sale,FtrOrientalScreen_Remake_3_0,3_0,3971,YtGYc4r4r6aabaxim
inflatable sofa,Blue,NA,NA,NA,No,No,No,NA,1100,275,Light blue,Light blue,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_0_0,0_0,3962,dcZBoXoykxkHe4tRP
inflatable sofa,Green,NA,NA,NA,No,No,No,NA,1100,275,Green,Green,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_1_0,1_0,3962,WHy5paw9w8wdn8A4h
inflatable sofa,Purple,NA,NA,NA,No,No,No,NA,1100,275,Purple,Purple,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_2_0,2_0,3962,68JaHZw25gEkboa5j
inflatable sofa,Pink,NA,NA,NA,No,No,No,NA,1100,275,Pink,Pink,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_3_0,3_0,3962,EFqMSCmdDZ3DmWhxo
inflatable sofa,Lime,NA,NA,NA,No,No,No,NA,1100,275,Yellow,Yellow,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_4_0,4_0,3962,gARKoZfArjvjoawZn
inflatable sofa,Polka dots,NA,NA,NA,No,No,No,NA,1100,275,Colorful,White,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_5_0,5_0,3962,PSszDsT5YS399vur9
inflatable sofa,Rainbow,NA,NA,NA,No,No,No,NA,1100,275,Colorful,Colorful,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_6_0,6_0,3962,DDgzFenrfXz2znQxr
inflatable sofa,Camouflage,NA,NA,NA,No,No,No,NA,1100,275,Beige,Green,2x1,NA,Nook's Cranny,"Available in all tiers of shops, including Timmy & Tommy before the shop is opened",1.0.0,outdoors,None,None,None,Yes,Bed,Yes,Does not play music,No lighting,For sale,FtrAirsofa_Remake_7_0,7_0,3962,v745nKx3Yr5SKq4A3
iron closet,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,9000,Black,Black,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronClosetLR_Remake_0_0,0_0,9642,HvZ5NYYYAncvQAAQR
iron closet,White,Body color,NA,NA,Yes,Yes,No,7,NFS,9000,White,White,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronClosetLR_Remake_1_0,1_0,9642,qvR4vJGDFqgXuKc8p
iron frame,Red,Coating,NA,NA,Yes,Yes,No,7,NFS,15000,Red,Black,2x1,NA,Crafting,,1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrIronframe_Remake_0_0,0_0,2553,BBGzPzjsucH4iAWBW
iron frame,Gray,Coating,NA,NA,Yes,Yes,No,7,NFS,15000,Gray,Gray,2x1,NA,Crafting,,1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrIronframe_Remake_1_0,1_0,2553,qkEHBZAT4g8bbaJ7D
iron frame,Black,Coating,NA,NA,Yes,Yes,No,7,NFS,15000,Black,Gray,2x1,NA,Crafting,,1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,Not for sale,FtrIronframe_Remake_2_0,2_0,2553,BqFNiG9meYjBy5ZCr
iron garden bench,Green,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Green,Green,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_0_0,0_0,1625,oQ8zB3JKwZk4AADy3
iron garden bench,Blue,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Blue,Blue,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_1_0,1_0,1625,RYw2awar4bptqk5vG
iron garden bench,Brown,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Brown,Brown,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_2_0,2_0,1625,fxMDAtGGQbx2GfpWN
iron garden bench,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,Black,Black,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_3_0,3_0,1625,9R5dxxgmSQvuhpk9s
iron garden bench,White,Body color,NA,NA,Yes,Yes,No,7,NFS,6000,White,White,2x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Sofa,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenBench_Remake_4_0,4_0,1625,Z355Gu5i6WEjTHdAA
iron garden chair,Green,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Green,Green,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_0_0,0_0,1626,8XSMwbGg2vfFAdXYu
iron garden chair,Blue,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Blue,Blue,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_1_0,1_0,1626,u2nKP7oLzpQcZuXXu
iron garden chair,Brown,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Brown,Brown,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_2_0,2_0,1626,uzri2FZPKW5W6uMwc
iron garden chair,Black,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,Black,Black,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_3_0,3_0,1626,kRkC4TEaN9id2AuM8
iron garden chair,White,Body color,NA,NA,Yes,Yes,No,3,NFS,2250,White,White,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,Yes,Chair,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenChair_Remake_4_0,4_0,1626,qZcADQ4PMgdMY2wAT
iron garden table,Green,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Green,Green,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_0_0,0_0,1627,4nS5tFWWCNYiZHG93
iron garden table,Blue,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Blue,Blue,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_1_0,1_0,1627,mjtq7Xm2MqGriHw7E
iron garden table,Brown,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Brown,Brown,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_2_0,2_0,1627,JioJ8kboekh2siw8D
iron garden table,Black,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,Black,Black,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_3_0,3_0,1627,6WMSu2MEhSG6epocK
iron garden table,White,Body color,NA,NA,Yes,Yes,No,5,NFS,3750,White,White,1x1,NA,Crafting,,1.0.0,garden,None,iron,None,No,Table,Yes,Does not play music,No lighting,Not for sale,FtrIrongardenTable_Remake_4_0,4_0,1627,ZAXbvgxA7MyF3CNkF
iron hanger stand,Black,Body color,Navy,Shawl,Yes,Yes,Yes,4,NFS,2250,Black,Blue,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_0_0,0_0,3561,o4cw5GjvQjduW6qPe
iron hanger stand,Black,Body color,Shell pink,Shawl,Yes,Yes,Yes,4,NFS,2250,Black,Pink,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_0_1,0_1,3561,7S8iHSXTEuTXCYEsK
iron hanger stand,White,Body color,Navy,Shawl,Yes,Yes,Yes,4,NFS,2250,White,Blue,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_1_0,1_0,3561,4hLbHYoPsre8GdJor
iron hanger stand,White,NA,Shell pink,Shawl,Yes,No,Yes,4,NFS,2250,White,Pink,1x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Chest,No,Does not play music,No lighting,Not for sale,FtrIronHanger_Remake_1_1,1_1,3561,LDXoMXLyLPFLGGN8Y
iron shelf,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,10500,Black,Gray,2x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronShelf_Remake_0_0,0_0,3563,m4tStpqzZ7dcjPKAT
iron shelf,White,Body color,NA,NA,Yes,Yes,No,7,NFS,10500,White,Brown,2x1,NA,Crafting,,1.0.0,living room,None,iron,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronShelf_Remake_1_0,1_0,3563,tiPpt6xywaMzT2GZw
iron worktable,Black,Body color,NA,NA,Yes,Yes,No,7,NFS,7500,Black,Black,2x1,NA,Crafting,,1.0.0,garage,None,iron,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronTableM_Remake_0_0,0_0,3560,Tebe6Ep2AgLHHbrfY
iron worktable,White,Body color,NA,NA,Yes,Yes,No,7,NFS,7500,White,White,2x1,NA,Crafting,,1.0.0,garage,None,iron,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronTableM_Remake_1_0,1_0,3560,a8HjB3fcbQrqnNHTf
ironing board,NA,NA,Stripes,Ironing board,No,No,Yes,1,2300,575,Black,Light blue,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_0,0_0,7531,uPXasx6qobz3jSzdo
ironing board,NA,NA,Checkered,Ironing board,No,No,Yes,1,2300,575,Black,Pink,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_1,0_1,7531,ykjHZyrvfaLxXBTvt
ironing board,NA,NA,Dots,Ironing board,No,No,Yes,1,2300,575,Black,Yellow,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_2,0_2,7531,papsmzqBhCXcaYXMB
ironing board,NA,NA,Leaves,Ironing board,No,No,Yes,1,2300,575,Black,Green,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_3,0_3,7531,bBGe8NDcHZv3tagTo
ironing board,NA,NA,Triangles,Ironing board,No,No,Yes,1,2300,575,Black,Gray,1x1,NA,Nook's Cranny,Available in Nook's Cranny (either upgrade tier) in the unique furniture slot,1.0.0,living room,None,None,None,No,Home Appliances,No,Does not play music,No lighting,For sale,FtrIronstand_Remake_0_4,0_4,7531,RBZLQJeKar2LsGMaa
ironwood bed,Birch,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Beige,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_0_0,0_0,3200,JEcoSbWyZrv7tvZiQ
ironwood bed,Birch,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Beige,Light blue,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_0_1,0_1,3200,Nm9jb4sbPg2LnS75A
ironwood bed,Birch,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Beige,Brown,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_0_2,0_2,3200,FfRJ87oCvZteRYhph
ironwood bed,Teak,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Orange,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_1_0,1_0,3200,hosTz9yFXQtSh55E5
ironwood bed,Teak,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Orange,Light blue,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_1_1,1_1,3200,3oiAE282ZhEH8m64h
ironwood bed,Teak,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Orange,Brown,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_1_2,1_2,3200,H8uw4eh7Qzqc4CFMS
ironwood bed,Walnut,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_0,2_0,3200,cD9CjJCC7Zcs8K7We
ironwood bed,Walnut,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Light blue,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_1,2_1,3200,7WGKxApJbqkGL5Lkh
ironwood bed,Walnut,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Brown,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_2_2,2_2,3200,BJxJTcGHdxFzEr8vW
ironwood bed,Old,Lumber type,Navy,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_3_0,3_0,3200,sxAGRSahffrnFZSRA
ironwood bed,Old,Lumber type,Blue-gray,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Light blue,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_3_1,3_1,3200,mfucWzi3sa5DMYbjL
ironwood bed,Old,Lumber type,Brown,Bedding,Yes,Yes,Yes,8,NFS,9900,Brown,Brown,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_3_2,3_2,3200,FD9MwNcSAxsgZB9qj
ironwood bed,Oak,NA,Navy,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_0,4_0,3200,urAyZoLuwjNYYRQHn
ironwood bed,Oak,NA,Blue-gray,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Light blue,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_1,4_1,3200,MjNrXGvb8CWTXAfFN
ironwood bed,Oak,NA,Brown,Bedding,Yes,No,Yes,8,NFS,9900,Brown,Brown,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Bed,No,Does not play music,No lighting,Not for sale,FtrIronwoodBedS_Remake_4_2,4_2,3200,9jckHfwd2n4iJ6ELD
ironwood cart,Birch,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Beige,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_0_0,0_0,3195,uE5xCZfBdszvipzhD
ironwood cart,Teak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Orange,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_1_0,1_0,3195,ca8ZEmr9HCDu4b3vi
ironwood cart,Walnut,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_2_0,2_0,3195,M3v7PqaPpXpxAfub2
ironwood cart,Old,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_3_0,3_0,3195,JcCRKZRzXkdzTqjkn
ironwood cart,Oak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Orange,White,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Desk,No,Does not play music,No lighting,Not for sale,FtrIronwoodServingcart_Remake_4_0,4_0,3195,QmX2AmaLzgGrvi5mx
ironwood chair,Birch,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Beige,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_0_0,0_0,3193,Gd5KPkiGL664LBeQW
ironwood chair,Teak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Orange,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_1_0,1_0,3193,tEPjPMZPJbwg9no8y
ironwood chair,Walnut,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_2_0,2_0,3193,6Zi9AuKux8bhvrfTW
ironwood chair,Old,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_3_0,3_0,3193,K3oYBdsBXHf4GZFfv
ironwood chair,Oak,Lumber type,NA,NA,Yes,Yes,No,3,NFS,1860,Orange,White,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Yes,Chair,No,Does not play music,No lighting,Not for sale,FtrIronwoodChairS_Remake_4_0,4_0,3193,G9f3sQw8RbYSq9NjW
ironwood cupboard,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Beige,Black,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_0_0,0_0,3271,sMyscZojEKdqjLHBQ
ironwood cupboard,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Orange,Black,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_1_0,1_0,3271,QicyaqvM22Huy5SuC
ironwood cupboard,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Brown,Black,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_2_0,2_0,3271,PgoMs34eLosKWtX7J
ironwood cupboard,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Brown,Black,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_3_0,3_0,3271,8qkioxwYSnemqucoQ
ironwood cupboard,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,9780,Orange,White,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Shelf,No,Does not play music,No lighting,Not for sale,FtrIronwoodCupboard_Remake_4_0,4_0,3271,pXMERdtLKTF6P87ja
ironwood DIY workbench,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Beige,Black,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_0_0,0_0,3943,GpLGAC5TgSAH87sPr
ironwood DIY workbench,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Orange,Black,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_1_0,1_0,3943,FsoLHNwh7gnz2iZPJ
ironwood DIY workbench,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Brown,Black,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_2_0,2_0,3943,yxzwNKrBRSCp9bctg
ironwood DIY workbench,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Brown,Black,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_3_0,3_0,3943,b8wk34CGzmKHZgH8K
ironwood DIY workbench,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,8520,Orange,White,2x1,NA,Crafting,,1.0.0,garage,None,ironwood,None,Workbench,Work Bench,No,Does not play music,No lighting,Not for sale,FtrWorkbenchIronwood_Remake_4_0,4_0,3943,imFcpFKwNs5dk8q7v
ironwood dresser,Birch,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Beige,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_0_0,0_0,3196,MEmKytnNJNQAAGhYy
ironwood dresser,Teak,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Orange,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_1_0,1_0,3196,7tCHuJzQ3wBQ2CSzq
ironwood dresser,Walnut,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_2_0,2_0,3196,Ysqa7ASFgy2GrtdhJ
ironwood dresser,Old,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Brown,Black,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_3_0,3_0,3196,rQ4ugAuc7bYZ7sAWw
ironwood dresser,Oak,Lumber type,NA,NA,Yes,Yes,No,6,NFS,3840,Orange,White,1x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,Wardrobe,Chest,No,Does not play music,No lighting,Not for sale,FtrIronwoodChest_Remake_4_0,4_0,3196,knYruPBQSwncvreGe
ironwood kitchenette,Birch,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Beige,Gray,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,No,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_0_0,0_0,3270,tD2WZckmYcuJzJaRZ
ironwood kitchenette,Teak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Orange,Gray,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,No,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_1_0,1_0,3270,59TQ7mB6eW672xAz6
ironwood kitchenette,Walnut,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Brown,Gray,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,No,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_2_0,2_0,3270,jxvNrPeTQZq6SKbgu
ironwood kitchenette,Old,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Brown,Gray,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,No,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_3_0,3_0,3270,jrhLP9a6Rs6dWvcLo
ironwood kitchenette,Oak,Lumber type,NA,NA,Yes,Yes,No,7,NFS,7560,Orange,Gray,2x1,NA,Crafting,,1.0.0,kitchen,None,ironwood,None,No,Kitchen,No,Does not play music,No lighting,Not for sale,FtrIronwoodKitchen_Remake_4_0,4_0,3270,zRM2bbMyvtfHt5J4S
ironwood low table,Birch,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Beige,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronwoodTableM_Remake_0_0,0_0,3194,JdNbdG6Lm9JRpQWrr
ironwood low table,Teak,Lumber type,NA,NA,Yes,Yes,No,5,NFS,3720,Orange,Black,2x1,NA,Crafting,,1.0.0,living room,None,ironwood,None,No,Table,No,Does not play music,No lighting,Not for sale,FtrIronwoodTableM_Remake_1_0,1_0,3194,DXizSP54KGBx5BP5s
