Name,Variation,DIY,Buy,Sell,Color 1,Color 2,Size,Miles Price,Source,Source Notes,Seasonal Availability,Mannequin Piece,Version,Style,Label Themes,Type,Villager Equippable,Catalog,Filename,Internal ID,Unique Entry ID
tortoise specs,Brown,No,1040,260,Brown,Orange,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassTortoiseshell0,4460,kqomsYL33TB7zaNtY
tortoise specs,Beige,No,1040,260,Orange,Beige,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassTortoiseshell1,11079,jewJFqgFQTHKyAKTz
tortoise specs,Black,No,1040,260,Black,Beige,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal,AccessoryEye,Yes,For sale,AccessoryGlassTortoiseshell2,11080,fEshNAFDwcyo9v2fX
triangle shades,Red,No,880,220,Red,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle0,4242,cw8m5tS85qMGGnpy9
triangle shades,Orange,No,880,220,Orange,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle1,11203,cR58LxuFK4Kcxh7fc
triangle shades,Blue,No,880,220,Light blue,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle2,11204,xSM4vD2KSok5cjo6p
triangle shades,Purple,No,880,220,Purple,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle3,11205,vAuSuBJcAfyMR6wk7
triangle shades,Green,No,880,220,Green,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle4,11206,4edkdodmNhmpkSCBo
triangle shades,White,No,880,220,White,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle5,11207,QpAQQTRoBmcjNBeEK
triangle shades,Black,No,880,220,Black,Purple,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,No,1.0.0,Cute,party; vacation,AccessoryEye,Yes,For sale,AccessoryGlassTriangle6,11208,vGHab8KFNDFRgW5h6
wooden-frame glasses,Brown,No,1560,390,Brown,Gray,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal; work,AccessoryEye,Yes,For sale,AccessoryGlassWood0,4669,dbnqry4vZBvK6LrS2
wooden-frame glasses,Dark brown,No,1560,390,Brown,Yellow,1x1,NA,Able Sisters,Available from either Mable's temporary shop or Able Sisters shop,All Year,Yes,1.0.0,Simple,everyday; formal; work,AccessoryEye,Yes,For sale,AccessoryGlassWood1,11093,2MufTC9TPErbryyKS
