Name,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Buy,Sell,Color 1,Color 2,Size,Source,Source Notes,Version,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,Interact,Tag,Outdoor,Speaker Type,Lighting Type,Catalog,Filename,Variant ID,Internal ID,Unique Entry ID
magazine rack,Natural,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_0,0_0,1032,Wo4yYZbKaqdwdqZ7M
magazine rack,Natural,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_1,0_1,1032,AvB87oMQSiYZR9QwD
magazine rack,Natural,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_2,0_2,1032,ktE9LyLDx8QtLWEtk
magazine rack,Natural,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_3,0_3,1032,BJMuMLcRCtx5D4k57
magazine rack,Natural,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_4,0_4,1032,LSJaDaSmM9etu3X7h
magazine rack,Natural,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_5,0_5,1032,cAHru2tWYhnttwET2
magazine rack,Natural,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Beige,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_0_6,0_6,1032,HJZe3QeazMN5YvCuB
magazine rack,Orange,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_0,1_0,1032,tTB373BydT6kevZGW
magazine rack,Orange,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_1,1_1,1032,5YTXJt86SBcnLk6im
magazine rack,Orange,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_2,1_2,1032,TdjSJ35oCKopgGaCr
magazine rack,Orange,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_3,1_3,1032,xsMXLLEzdy2MrQMWR
magazine rack,Orange,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_4,1_4,1032,Pi5Ykg6xPrQYYkirp
magazine rack,Orange,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_5,1_5,1032,MGB6SFrnQZZcqDRFK
magazine rack,Orange,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Orange,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_1_6,1_6,1032,jtri7Qn8ccQpnmNBH
magazine rack,Brown,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_0,2_0,1032,662Jbq3RLNgSxGJdY
magazine rack,Brown,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_1,2_1,1032,HWtE8m3M3KfZkHD4f
magazine rack,Brown,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_2,2_2,1032,79gtKZbMg2xN9rPHN
magazine rack,Brown,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_3,2_3,1032,phgiNZCS82KjWSkNM
magazine rack,Brown,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_4,2_4,1032,y6udXZKaamcgghk93
magazine rack,Brown,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_5,2_5,1032,7sYeGYvcdLhSnooSM
magazine rack,Brown,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Brown,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_2_6,2_6,1032,p24iNjZsjPAq2bWBr
magazine rack,White,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,White,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_0,3_0,1032,YwKrn7FGMKwMwExid
magazine rack,White,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,White,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_1,3_1,1032,m7ch8eZpMXxCY3MaX
magazine rack,White,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,White,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_2,3_2,1032,gy8kzDa7L6PfLe8AP
magazine rack,White,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_3,3_3,1032,YEFjnGNwLxwmsNjWP
magazine rack,White,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_4,3_4,1032,GgZHrgqNjKrXWBbwL
magazine rack,White,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,White,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_5,3_5,1032,2TXtK6DHHxQhkjbo6
magazine rack,White,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,White,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_3_6,3_6,1032,cAjvMHvW4c8PK5uK3
magazine rack,Black,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_0,4_0,1032,MMQYWZE4vumyicqno
magazine rack,Black,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_1,4_1,1032,MCZixi2pmuCTK55tN
magazine rack,Black,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_2,4_2,1032,ecZ3uBeePiyBHWYDL
magazine rack,Black,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_3,4_3,1032,ntTkhsWfyszuLkLbj
magazine rack,Black,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_4,4_4,1032,H6QSHEmRWD93xCujc
magazine rack,Black,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_5,4_5,1032,WYbaMaw9Tm4yFhwpc
magazine rack,Black,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Black,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_4_6,4_6,1032,zG9eiiLZzXGy3tKDR
magazine rack,Yellow,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_0,5_0,1032,N4SG9pJnkm2KBTnKx
magazine rack,Yellow,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_1,5_1,1032,oA6c5LAJ73cuYC87W
magazine rack,Yellow,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_2,5_2,1032,cwce7jyNMc2CFbu35
magazine rack,Yellow,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_3,5_3,1032,yme5Z3XPkJv7TvJsz
magazine rack,Yellow,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_4,5_4,1032,WF5tYquqZy5Hx6f7n
magazine rack,Yellow,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_5,5_5,1032,62v6SkTEGPfeWpzq7
magazine rack,Yellow,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Yellow,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_5_6,5_6,1032,uyK2Tg3gBi3Jt3AC5
magazine rack,Green,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_0,6_0,1032,DGbGviG8fssfzSjjn
magazine rack,Green,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_1,6_1,1032,F4nMdFpzuYh6JHNXu
magazine rack,Green,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_2,6_2,1032,ZtBDo9gESFZcmfaSZ
magazine rack,Green,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_3,6_3,1032,65dPnTZCY2Midu9tC
magazine rack,Green,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_4,6_4,1032,upqpxn4suyZyPfriq
magazine rack,Green,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_5,6_5,1032,jp4kckYEpdyDHAmZ6
magazine rack,Green,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Blue,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_6_6,6_6,1032,B8hREdy54zwtRELs3
magazine rack,Red,Body color,Café,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Blue,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_0,7_0,1032,cQiL3sjm6HejBp6jr
magazine rack,Red,Body color,Travel,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Red,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_1,7_1,1032,MmrStrkiQibWyaTFF
magazine rack,Red,Body color,Fashion,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Gray,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_2,7_2,1032,2oDKdjPx9etaYKLXq
magazine rack,Red,Body color,Sports,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_3,7_3,1032,wBmLvSuR9ipfXcczE
magazine rack,Red,Body color,Comics,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_4,7_4,1032,7E3e4zxpKeaZNsttz
magazine rack,Red,Body color,Kids,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Pink,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_5,7_5,1032,3WZCA5yt8MBxQRXv6
magazine rack,Red,Body color,Weekly news,Magazine,Yes,Yes,Yes,2,NFS,690,Red,Colorful,1x1,Crafting,,1.0.0,living room,shop,None,None,No,Study,No,Does not play music,No lighting,Not for sale,FtrMagazinerack_Remake_7_6,7_6,1032,EW33qjFJ2iyrjbNXX
magic kit,Red,NA,NA,NA,No,No,No,NA,980,245,Black,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrMagicset_Remake_0_0,0_0,4392,eL3Tsbu3wP6HbRyya
magic kit,Blue,NA,NA,NA,No,No,No,NA,980,245,White,Blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,child's room,None,None,None,Yes,Toy,No,Does not play music,No lighting,For sale,FtrMagicset_Remake_1_0,1_0,4392,AC7RRQhviks5j7rBd
mahi-mahi model,NA,NA,NA,NA,No,No,No,NA,NFS,18000,Yellow,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishShiiraToy,NA,7014,Daq8bZwS56nqzef9w
man-faced stink bug model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Orange,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectJinmenkamemushiToy,NA,7116,NpZjkGcav7Rmp2C3C
mantis model,NA,NA,NA,NA,No,No,No,NA,NFS,1290,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectKamakiriToy,NA,7068,TrAWLhDAyZtX9WKhp
matryoshka,Red,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Red,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_0_0,0_0,1652,3z54fyJ3zLqHi6AHK
matryoshka,Yellow,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Yellow,White,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_1_0,1_0,1652,2xXpsWapS5k9w4Swe
matryoshka,Blue,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Blue,Light blue,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_2_0,2_0,1652,J3y9wjPRmZLkDxd2i
matryoshka,Brown,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Brown,Beige,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_3_0,3_0,1652,P5aS7ieCEWfbWgmsP
matryoshka,Green,Variation,NA,NA,Yes,Yes,No,1,NFS,600,Green,Yellow,1x1,Crafting,,1.0.0,folk art,fancy,None,None,Yes,Folk Craft Decor,No,Does not play music,No lighting,Not for sale,FtrMatryoshka_Remake_4_0,4_0,1652,r7PyYPYEc6YRfLHN4
metal can,NA,NA,NA,NA,No,No,No,NA,600,150,Gray,Light blue,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,garage,None,None,None,No,Vehicle,Yes,Does not play music,No lighting,For sale,FtrIttocan,NA,7262,qs82ddEhZnHPBiKhA
metronome,Red,NA,NA,NA,No,No,No,NA,1300,325,Red,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_0_0,0_0,1042,KkzpcffFjKfiejhYa
metronome,Cream,NA,NA,NA,No,No,No,NA,1300,325,Yellow,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_1_0,1_0,1042,nSWPuKrRQstBhY8hn
metronome,Blue,NA,NA,NA,No,No,No,NA,1300,325,Blue,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_2_0,2_0,1042,NNdNGDxNtfwtsy7Wx
metronome,Black,NA,NA,NA,No,No,No,NA,1300,325,Black,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_3_0,3_0,1042,7JaPzzKuyubzF5u5j
metronome,Brown,NA,NA,NA,No,No,No,NA,1300,325,Brown,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,music,None,None,None,Yes,Musical Instrument,No,Does not play music,No lighting,For sale,FtrMetronome_Remake_4_0,4_0,1042,r49zR8igZmhGWfbM3
microscope,White,NA,NA,NA,No,No,No,NA,3100,775,White,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,No,Does not play music,No lighting,For sale,FtrMicroscope_Remake_0_0,0_0,1319,2bh4eZPcmFcDbuboB
microscope,Silver,NA,NA,NA,No,No,No,NA,3100,775,Gray,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,No,Does not play music,No lighting,For sale,FtrMicroscope_Remake_1_0,1_0,1319,KuQEi8KfN9NC9u7ri
microscope,Black,NA,NA,NA,No,No,No,NA,3100,775,Black,Gray,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,school,facility,None,None,No,Hospital,No,Does not play music,No lighting,For sale,FtrMicroscope_Remake_2_0,2_0,1319,xBWBSrc4Gfuxbhtnm
microwave,White,NA,NA,NA,No,No,No,NA,3000,750,White,White,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_0_0,0_0,1043,DxKFu9TWtR7LEPqri
microwave,Black,NA,NA,NA,No,No,No,NA,3000,750,Black,Black,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_1_0,1_0,1043,xvQCy7v62sK5vEDLg
microwave,Red,NA,NA,NA,No,No,No,NA,3000,750,Red,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_2_0,2_0,1043,YYah8Ptsgaa6D6uAb
microwave,Green,NA,NA,NA,No,No,No,NA,3000,750,Green,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,shop,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMicrowave_Remake_3_0,3_0,1043,puchZntzSHe9Zr3Sd
migratory locust model,NA,NA,NA,NA,No,No,No,NA,NFS,1800,Green,Green,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectTonosamabattaToy,NA,7103,gMiihmJngqunEKW86
mini-cactus set,NA,NA,NA,NA,No,No,No,NA,400,100,Green,Brown,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,living room,None,None,None,No,Plants,No,Does not play music,No lighting,For sale,FtrCactusesMini,NA,4123,8b5wuQtiQcBd8uxsa
mitten crab model,NA,NA,NA,NA,No,No,No,NA,NFS,6000,Black,Black,1x1,C.J.,Trade 3 fish to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Fish,No,Does not play music,No lighting,Not for sale,FtrFishSyanhaiganiToy,NA,7019,cTAZtg8MzbFFbEHFN
mixer,Tomatoes,NA,NA,NA,No,No,No,NA,1400,350,White,Red,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_0_0,0_0,1050,ynbwa4cYLx3HDvyx7
mixer,Green smoothie,NA,NA,NA,No,No,No,NA,1400,350,Black,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_1_0,1_0,1050,besqQdHZJv2QkguWA
mixer,Carrots,NA,NA,NA,No,No,No,NA,1400,350,Gray,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_2_0,2_0,1050,KD4AWsSniLR67P5sn
mixer,Oranges,NA,NA,NA,No,No,No,NA,1400,350,Orange,Orange,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_3_0,3_0,1050,FuZSto5FtpvTJDksE
mixer,Blueberries,NA,NA,NA,No,No,No,NA,1400,350,Green,Purple,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_4_0,4_0,1050,yQzhKzgsNpmgCLy6u
mixer,Bananas,NA,NA,NA,No,No,No,NA,1400,350,Yellow,Yellow,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_5_0,5_0,1050,e8wF3FuLxR5LKRqTo
mixer,Strawberries,NA,NA,NA,No,No,No,NA,1400,350,Pink,Pink,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_6_0,6_0,1050,Em56xYRxtAZF2w8mX
mixer,Kiwifruit,NA,NA,NA,No,No,No,NA,1400,350,Light blue,Green,1x1,Nook's Cranny,Available in the re-buyable slot in Nook's Cranny,1.0.0,kitchen,None,None,None,Yes,Kitchen Things,No,Does not play music,No lighting,For sale,FtrMixer_Remake_7_0,7_0,1050,TEDvYqvNyt6GJQW9B
miyama stag model,NA,NA,NA,NA,No,No,No,NA,NFS,3000,Black,Black,1x1,Flick,Trade 3 insects to receive a model in the mail the next day,1.0.0,None,None,None,None,No,Insect,No,Does not play music,No lighting,Not for sale,FtrInsectMiyamakuwagataToy,NA,7083,CH4hXPpAP3bXWcPEH
modeling clay,Beginning stages,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_0_0,0_0,7258,c9StuHHdFeaEvNx7v
modeling clay,Dinosaur,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Light blue,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_1_0,1_0,7258,FC66CbJZ6sGhmd2Zw
modeling clay,Cake,Creation,NA,NA,Yes,Yes,No,1,NFS,400,Yellow,Gray,1x1,Crafting,,1.0.0,school,child's room,None,None,No,Toy,No,Does not play music,No lighting,Not for sale,FtrClaytoy_Remake_2_0,2_0,7258,TquhR2AAz4NG7S8xJ
