order,family,Genus,species,mass,gestation,newborn,weaning,wean mass,AFR,max. life,litter size,litters/year
Lagomorpha,Leporidae ,Sylvilagus,nuttallii,759.96,0.97,not measured,1.13,-999,3.97,0,3.63,3.5
Lagomorpha,Leporidae ,Sylvilagus,floridanus,1269,0.9,34.33,0.8,118.5,4.06,108,5.13,3.89
Lagomorpha,Leporidae ,Sylvilagus,audubonii,909.38,0.94,34.5,0.92,-999,5.39,0,2.97,5
Lagomorpha,Ochotonidae,Ochotona,macrotis,167,-999,not measured,-999,-999,12,0,3.52,
Lagomorpha,Ochotonidae,Ochotona,curzoniae,-999,0.75,11.2,-999,-999,-999,0,3.93,
Lagomorpha,Ochotonidae,Ochotona,collaris,129,1,not measured,-999,-999,12,72,4,1.5
Lagomorpha,Ochotonidae,Ochotona,roylei,115,-999,7,0.7,-999,0.74,0,3,1.75
Lagomorpha,Ochotonidae,Ochotona,dauurica,128,-999,not measured,-999,-999,0.7,0,6.5,2
Lagomorpha,Ochotonidae,Ochotona,alpina,-999,1,7.87,0.7,-999,0.92,0,3.78,2.11
Lagomorpha,Ochotonidae,Ochotona,princeps,140.2,1,10.67,0.91,81.12,11.42,84,2.9,2.17
Lagomorpha,Ochotonidae,Ochotona,rutila,-999,-999,not measured,-999,-999,-999,0,-999,2.5
Lagomorpha,Ochotonidae,Ochotona,pallasi,-999,0.83,7,0.7,-999,0.92,0,5.6,2.67
Lagomorpha,Ochotonidae,Ochotona,pusilla,-999,0.74,7,0.72,-999,1.02,0,8.41,2.78
Lagomorpha,Ochotonidae,Ochotona,rufescens,250,0.86,11.4,0.65,72.3,1.71,0,5.75,3.33
Macroscelidea,Macroscelididae,Elephantulus,rupestris,60,1.87,not measured,-999,-999,-999,0,-999,
Macroscelidea,Macroscelididae,Elephantulus,fuscus,-999,-999,not measured,-999,-999,-999,0,1,
Macroscelidea,Macroscelididae,Elephantulus,intufi,51.95,1.7,10,1.25,-999,11,105,1.6,
Macroscelidea,Macroscelididae,Elephantulus,myurus,51.94,1.8,8.1,1,-999,2.26,0,1.91,
Macroscelidea,Macroscelididae,Elephantulus,rozeti,48,2.5,not measured,-999,-999,-999,36,2.5,2
Macroscelidea,Macroscelididae,Elephantulus,rufescens,58,1.93,10.73,0.77,28.99,2.4,72,1.42,5.25
Macroscelidea,Macroscelididae,Elephantulus,brachyrhynchus,44.33,-999,not measured,-999,-999,-999,0,1.75,5.5
Macroscelidea,Macroscelididae,Macroscelides,proboscideus,40,2.14,7,0.62,-999,1.45,0,1.6,
Macroscelidea,Macroscelididae,Petrodromus,tetradactylus,220,-999,31,-999,-999,-999,0,1.17,
Macroscelidea,Macroscelididae,Rhynchocyon,chrysopygus,540,1.4,80,0.49,180,1.25,60,1,4.5
Perissodactyla,Equidae,Equus,asinus,250000,11.97,29166.67,-999,-999,22.8,564,1,
Perissodactyla,Equidae,Equus,kiang,275000,9.83,not measured,-999,-999,-999,319,-999,0.5
Perissodactyla,Equidae,Equus,grevyi,384000,13.32,40000,9.17,-999,48,345,1,0.5
Perissodactyla,Equidae,Equus,zebra,296000,12.02,30000,10,-999,40.33,354,1,0.6
Perissodactyla,Equidae,Equus,burchellii,257000,12.16,32292,10.76,174500,25.73,480,1,0.64
Perissodactyla,Equidae,Equus,hemionus,230000,11.44,not measured,12.5,-999,27.75,274,1,0.67
Perissodactyla,Rhinocerotidae,Ceratotherium,simum,2233333.33,15.87,51166.67,12,-999,66.57,600,1,0.42
Perissodactyla,Rhinocerotidae,Dicerorhinus,sumatrensis,1266666.67,7.75,23000,16.5,-999,90,392,1,0.29
Perissodactyla,Rhinocerotidae,Diceros,bicornis,927766.67,16.12,34166.67,19.92,-999,59.51,550,1,0.39
Perissodactyla,Rhinocerotidae,Rhinoceros,unicornis,1602333.33,16.44,58204.55,15,885812.33,72.85,564,1,0.3
Perissodactyla,Rhinocerotidae,Rhinoceros,sondaicus,1750000,16.5,not measured,18,-999,42,252,1,0.32
Perissodactyla,Tapiridae,Tapirus,pinchaque,148950,13.09,4270,-999,-999,-999,0,1,
Perissodactyla,Tapiridae,Tapirus,terrestris,200000,13.18,5417.5,9.5,86260,23,420,1,
Perissodactyla,Tapiridae,Tapirus,indicus,296250,12.76,7100,6.37,-999,46,0,1,0.5
Perissodactyla,Tapiridae,Tapirus,bairdii,300000,13.17,9400,-999,-999,-999,0,1,0.71
Pholidota,Manidae,Manis,gigantea,33000,-999,500,-999,6000,-999,0,-999,
Pholidota,Manidae,Manis,javanica,5150,-999,not measured,-999,-999,-999,0,1,
Pholidota,Manidae,Manis,pentadactyla,2350,-999,92.5,2.87,-999,-999,0,1,
Pholidota,Manidae,Manis,tricuspis,1480,4,120,4.83,675,24,0,1,
Pholidota,Manidae,Manis,crassicaudata,3900,2.25,331.75,-999,-999,-999,240,1,
Pholidota,Manidae,Manis,tetradactyla,2750,-999,not measured,-999,400,-999,0,1.05,
Pholidota,Manidae,Manis,temminckii,7230,4.63,338,1.17,948.7,-999,0,1,1
Primates,Callitrichidae,Callimico,goeldii,558.33,5.18,49.07,2.07,215,17.33,215,1,1.17
Primates,Callitrichidae,Callithrix,humeralifer,343.33,-999,34.5,3.5,-999,-999,0,-999,
Primates,Callitrichidae,Callithrix,argentata,357.25,-999,not measured,-999,-999,-999,0,1.87,
Primates,Callitrichidae,Callithrix,pygmaea,116.83,4.6,16.16,3,70,20.55,216,1.98,
Primates,Callitrichidae,Callithrix,penicillata,307,-999,not measured,-999,-999,-999,0,2,
Primates,Callitrichidae,Callithrix,flaviceps,406,-999,not measured,-999,-999,-999,0,2,
Primates,Callitrichidae,Callithrix,jacchus,309,4.9,27.12,5.42,97,16.33,144,2.24,2
Primates,Callitrichidae,Leontopithecus,rosalia,558,4.35,55.07,4.3,165,25.01,338,1.95,1.75
Primates,Callitrichidae,Saguinus,leucopus,490,-999,44,-999,-999,-999,0,-999,
Primates,Callitrichidae,Saguinus,imperator,445.8,-999,35,-999,-999,-999,240,-999,
Primates,Callitrichidae,Saguinus,bicolor,465,5.33,not measured,-999,-999,-999,0,1.5,
Primates,Callitrichidae,Saguinus,nigricollis,411,-999,43.7,2.7,175,27.96,0,1.66,
Primates,Callitrichidae,Saguinus,mystax,526.13,5,46.9,5.62,-999,-999,0,1.89,
Primates,Callitrichidae,Saguinus,geoffroyi,499.33,4.67,46.03,1.83,-999,18,0,1.97,
Primates,Callitrichidae,Saguinus,fuscicollis,370,4.91,39.6,3,-999,20.37,288,1.8,1
Primates,Callitrichidae,Saguinus,oedipus,401,5.84,40.22,7.79,102.5,25.33,300,1.92,1
Primates,Callitrichidae,Saguinus,labiatus,501.33,4.83,42.33,7.46,-999,-999,0,1.91,1.2
Primates,Callitrichidae,Saguinus,midas,466.75,4.6,40,2.34,-999,21.06,156,1.8,1.36
Primates,Cebidae,Alouatta,pigra,11600,6.23,480,-999,-999,-999,0,1,
Primates,Cebidae,Alouatta,seniculus,5555.29,6.37,295,12.3,-999,54.96,0,1.2,
Primates,Cebidae,Alouatta,palliata,5659.14,6.22,368.75,14.22,1100,42.3,240,1,0.6
Primates,Cebidae,Alouatta,caraya,5353,6.23,187.5,6.42,-999,41.51,0,1,0.98
Primates,Cebidae,Aotus,trivirgatus,833.56,4.67,91.18,3.14,360,29.46,324,1.12,
Primates,Cebidae,Aotus,lemurinus,874,4.43,98,2.5,-999,-999,0,1,1
Primates,Cebidae,Aotus,azarai,1230,-999,not measured,7.7,-999,-999,0,1,1
Primates,Cebidae,Ateles,belzebuth,5400,4.63,not measured,-999,-999,-999,0,1,
Primates,Cebidae,Ateles,geoffroyi,6265.8,7.39,447.5,23.47,2000,72.34,576,1,0.32
Primates,Cebidae,Ateles,paniscus,7758.8,7.39,461.67,26.15,3790,54.73,0,1,0.5
Primates,Cebidae,Ateles,fusciceps,7761.8,7.47,235,12.9,-999,56.28,240,1,0.5
Primates,Cebidae,Brachyteles,arachnoides,11142.5,7.76,not measured,21.75,-999,90,0,1,0.34
Primates,Cebidae,Cacajao,calvus,4092,6,not measured,21.14,-999,32.9,372,1,0.5
Primates,Cebidae,Callicebus,torquatus,1050,-999,not measured,5,-999,48.8,0,1,
Primates,Cebidae,Callicebus,cupreus,1120,4.33,74,6.77,-999,-999,0,1,0.93
Primates,Cebidae,Callicebus,moloch,850,5.49,72.2,3.5,-999,36,300,1.17,1
Primates,Cebidae,Cebus,olivaceus,2410,-999,not measured,24.33,-999,72,0,1,
Primates,Cebidae,Cebus,capucinus,2602.57,5.7,237.25,17.12,1350,48,660,1,0.46
Primates,Cebidae,Cebus,apella,2528.5,5.33,225.42,10.09,1000,57.56,540,1,0.55
Primates,Cebidae,Cebus,albifrons,2539.07,5.17,232.42,8.15,-999,45.66,480,1,0.67
Primates,Cebidae,Chiropotes,albinasus,2900,5,not measured,-999,-999,48,0,1,
Primates,Cebidae,Chiropotes,satanas,2750,5,not measured,-999,-999,48,216,1,
Primates,Cebidae,Lagothrix,lagotricha,6076.25,8.35,213.96,11.57,-999,81.49,311,1,0.5
Primates,Cebidae,Pithecia,monachus,1926.67,-999,120.67,-999,-999,-999,168,1,
Primates,Cebidae,Pithecia,pithecia,1377.2,5.32,not measured,4,-999,25.48,420,1,
Primates,Cebidae,Saimiri,oerstedi,580,-999,not measured,-999,-999,-999,0,1,
Primates,Cebidae,Saimiri,sciureus,607.8,5.71,113.25,6.4,410.5,38.71,252,1,1.33
Primates,Cercopithecidae,Allenopithecus,nigroviridis,3301.67,-999,221,2.5,-999,-999,276,1,
Primates,Cercopithecidae,Cercocebus,galeritus,5425.75,5.85,not measured,12,2170,74.54,228,1,
Primates,Cercopithecidae,Cercocebus,torquatus,7036.67,5.61,not measured,-999,-999,57.6,246,1,
Primates,Cercopithecidae,Cercopithecus,wolfi,2870,-999,435,-999,-999,-999,0,-999,
Primates,Cercopithecidae,Cercopithecus,lhoesti,4700,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Cercopithecus,mona,3833.33,-999,283,-999,-999,-999,0,1,
Primates,Cercopithecidae,Cercopithecus,nictitans,4225.33,5.67,406,-999,-999,-999,0,1,
Primates,Cercopithecidae,Cercopithecus,erythrotis,-999,-999,not measured,16,-999,-999,0,1,
Primates,Cercopithecidae,Cercopithecus,cephus,2866.25,5.67,339,-999,-999,60,0,1,
Primates,Cercopithecidae,Cercopithecus,pogonias,2973.67,5.67,339,-999,-999,60,0,1,
Primates,Cercopithecidae,Cercopithecus,ascanius,3392.6,5,371,6,-999,60,0,1,
Primates,Cercopithecidae,Cercopithecus,campbelli,3150,6,not measured,12,-999,-999,351,1,
Primates,Cercopithecidae,Cercopithecus,mitis,5685.71,4.5,391.65,10.37,-999,60.62,0,1,0.5
Primates,Cercopithecidae,Cercopithecus,solatus,3920,-999,not measured,-999,-999,57,0,1,0.67
Primates,Cercopithecidae,Cercopithecus,neglectus,4670.17,5.75,305,13,1640,50.8,0,1,1
Primates,Cercopithecidae,Cercopithecus,diana,4216.5,-999,463,12,-999,64.5,418,1,1
Primates,Cercopithecidae,Chlorocebus,aethiops,3732.64,5.62,337.79,6.99,1036.5,47.37,372,1,1
Primates,Cercopithecidae,Colobus,angolensis,9000,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Colobus,satanas,9500,6.5,not measured,16,-999,-999,0,1,
Primates,Cercopithecidae,Colobus,polykomos,8508,6.26,573.4,8.87,1240,79.79,312,1,0.55
Primates,Cercopithecidae,Colobus,guereza,9725.17,5.67,497,12.38,1600,53.4,288,1,0.59
Primates,Cercopithecidae,Erythrocebus,patas,5883.4,5.56,546.5,5.33,1950,32.84,287,1,0.97
Primates,Cercopithecidae,Lophocebus,albigena,6725.8,5.97,462.5,7.67,2170,57.58,392,1,0.36
Primates,Cercopithecidae,Macaca,thibetana,10036.67,5.67,533.33,18.8,2400,-999,0,1,0.5
Primates,Cercopithecidae,Macaca,fuscata,8857.5,5.72,504.96,12.06,1767.5,55.02,0,1.33,0.5
Primates,Cercopithecidae,Macaca,maura,5575,5.43,389.5,16.67,-999,60,0,1,0.55
Primates,Cercopithecidae,Macaca,sylvanus,9752.6,5.49,450,7,2420,49.81,0,1.5,0.55
Primates,Cercopithecidae,Macaca,arctoides,7307.67,6,486.2,11.2,2300,47.76,0,1,0.61
Primates,Cercopithecidae,Macaca,nigra,6211.67,5.78,457.67,7,-999,63.21,216,1,0.67
Primates,Cercopithecidae,Macaca,sinica,3495,-999,446,13.03,-999,54,420,1,0.69
Primates,Cercopithecidae,Macaca,silenus,4875,5.94,418,12,-999,53.16,0,1,0.7
Primates,Cercopithecidae,Macaca,mulatta,5413.4,5.47,476.2,9.47,1454,41.08,259,1,0.75
Primates,Cercopithecidae,Macaca,cyclopis,6316.67,5.4,401,6.87,-999,-999,0,1,0.8
Primates,Cercopithecidae,Macaca,nemestrina,6133.1,5.71,476.24,10.66,1416.5,43.64,316,1,0.85
Primates,Cercopithecidae,Macaca,fascicularis,3456.29,5.49,407.82,9.58,990.33,43.56,445,1,0.93
Primates,Cercopithecidae,Macaca,radiata,3735,5.43,391.33,10.72,2000,45.35,0,1,1
Primates,Cercopithecidae,Mandrillus,leucophaeus,9087.5,6.19,772,16,-999,56.85,343,1,
Primates,Cercopithecidae,Mandrillus,sphinx,11916.67,6.02,751.5,11.64,3000,48.21,349,1.07,0.83
Primates,Cercopithecidae,Miopithecus,talapoin,1093.33,5.4,187.5,5.43,450,53.13,332,1,1
Primates,Cercopithecidae,Nasalis,larvatus,9462.6,5.53,452,7.62,2000,54,276,1,0.67
Primates,Cercopithecidae,Papio,hamadryas,14028.57,5.94,836.97,8.59,3950,55.17,540,1,0.8
Primates,Cercopithecidae,Presbytis,comata,6200,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Presbytis,rubicunda,6300,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Presbytis,potenziani,6400,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Presbytis,melalophos,6600,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Procolobus,verus,3600,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Procolobus,badius,6163.5,5.63,not measured,21.88,-999,48.96,0,1,
Primates,Cercopithecidae,Pygathrix,bieti,9960,-999,427,-999,-999,-999,0,-999,
Primates,Cercopithecidae,Pygathrix,nemaeus,8310,6.25,463,-999,-999,-999,0,1,
Primates,Cercopithecidae,Semnopithecus,entellus,11253.33,6.3,500,11.48,2100,40.64,300,1.14,0.67
Primates,Cercopithecidae,Theropithecus,gelada,12242.33,5.81,464.5,15.4,3900,46.3,360,1,0.5
Primates,Cercopithecidae,Trachypithecus,francoisi,7325,-999,457,13.1,-999,48,0,-999,
Primates,Cercopithecidae,Trachypithecus,geei,8100,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Trachypithecus,johnii,12000,-999,not measured,-999,-999,-999,0,1,
Primates,Cercopithecidae,Trachypithecus,cristatus,6572,-999,not measured,12,-999,48,0,1,
Primates,Cercopithecidae,Trachypithecus,vetulus,7081.75,6.95,432.33,8.23,1100,42,0,1,0.37
Primates,Cercopithecidae,Trachypithecus,obscurus,6426,4.92,329.83,12,-999,48,0,1,0.5
Primates,Cercopithecidae,Trachypithecus,phayrei,8400,5.5,not measured,10.17,-999,-999,0,1,0.8
Primates,Cheirogaleidae,Cheirogaleus,major,394.2,2.35,18.04,1.55,-999,-999,106,2.25,
Primates,Cheirogaleidae,Cheirogaleus,medius,170.6,2.16,16.33,2.03,-999,13.77,230,2.14,1
Primates,Cheirogaleidae,Microcebus,rufus,69,-999,6.5,1.33,-999,-999,0,2.5,
Primates,Cheirogaleidae,Microcebus,coquereli,306.67,2.95,14.5,4.54,-999,18.2,183,1.7,1
Primates,Cheirogaleidae,Microcebus,murinus,71,1.84,5.78,1.3,-999,12.9,186,2.41,1
Primates,Cheirogaleidae,Phaner,furcifer,400,-999,not measured,-999,-999,-999,144,1,
Primates,Daubentoniidae,Daubentonia,madagascariensis,2610.33,5.53,123,7.71,1535,39,279,1,1.04
Primates,Galagonidae,Euoticus,elegantulus,280,4.5,not measured,-999,-999,-999,0,-999,
Primates,Galagonidae,Galago,alleni,289.2,4.47,24,-999,-999,10.11,0,1.15,
Primates,Galagonidae,Galago,moholi,180,4.1,12.1,3.07,95,10.62,0,1,2
Primates,Galagonidae,Galago,senegalensis,171.38,4.23,14.05,2.93,116.67,11.33,226,1.59,2
Primates,Galagonidae,Galagoides,demidoff,66,3.12,10.58,1.5,-999,13.88,168,1.57,1
Primates,Galagonidae,Galagoides,zanzibaricus,144,4.1,14.55,-999,-999,10.67,198,1.32,2
Primates,Galagonidae,Otolemur,crassicaudatus,1143.33,4.41,51.21,4.53,500,22.16,216,1.57,1
Primates,Galagonidae,Otolemur,garnettii,731.33,4.4,49,-999,-999,19.48,216,1,1.36
Primates,Hominidae,Gorilla,gorilla,101386.11,8.47,2077.5,27.44,12595,89.33,472,1.01,0.26
Primates,Hominidae,Pan,troglodytes,37618.18,7.36,1669.92,36.54,8500,131.87,726,1.1,0.2
Primates,Hominidae,Pan,paniscus,32733.33,7.75,1411.2,20.87,8500,108,0,1,0.22
Primates,Hominidae,Pongo,pygmaeus,37115.6,8.67,1671.93,36.79,11000,110.12,672,1.21,0.22
Primates,Hylobatidae,Hylobates,moloch,6048.4,7.5,not measured,-999,-999,-999,0,1,
Primates,Hylobatidae,Hylobates,klossii,5900,7,not measured,11,-999,-999,0,1,
Primates,Hylobatidae,Hylobates,hoolock,6500,-999,not measured,23.3,-999,84,0,1,
Primates,Hylobatidae,Hylobates,concolor,6389.67,6.84,not measured,-999,-999,100.5,0,1,
Primates,Hylobatidae,Hylobates,agilis,5666.67,-999,not measured,-999,-999,-999,528,1,
Primates,Hylobatidae,Hylobates,syndactylus,9554.67,7.74,527.33,21.1,-999,89.4,300,1.17,0.36
Primates,Hylobatidae,Hylobates,lar,5050.56,7.08,325.71,19.73,1070,103.27,378,1,0.45
Primates,Indridae,Avahi,laniger,1094.43,4.5,not measured,5.33,-999,30.96,0,1,1
Primates,Indridae,Indri,indri,7918,4.85,300,10.41,-999,96,0,1,0.4
Primates,Indridae,Propithecus,tattersalli,3545,-999,98,5.1,-999,54,0,-999,
Primates,Indridae,Propithecus,diadema,6260,5.93,135,9.1,-999,51.06,0,-999,0.48
Primates,Indridae,Propithecus,verreauxi,3657.13,4.7,77.64,6.04,-999,39.62,280,1.17,1
Primates,Lemuridae,Eulemur,rubriventer,1765.33,4.28,85.5,-999,-999,-999,0,1,
Primates,Lemuridae,Eulemur,macaco,2171.83,4.37,74.67,5.17,-999,26.14,325,1.06,1
Primates,Lemuridae,Eulemur,mongoz,1666.2,4.29,58.93,5.07,-999,26.17,0,1.21,1
Primates,Lemuridae,Eulemur,coronatus,1389.25,4.12,59,-999,-999,20,0,1.32,1
Primates,Lemuridae,Eulemur,fulvus,2426.29,4.02,78.4,5.03,-999,22.59,432,1.08,2
Primates,Lemuridae,Hapalemur,aureus,1390,-999,not measured,-999,-999,-999,0,-999,1
Primates,Lemuridae,Hapalemur,griseus,1202.71,4.73,44.8,4.84,-999,28.93,204,1.2,1.09
Primates,Lemuridae,Lemur,catta,2466.67,4.43,72.14,4.79,-999,24.75,396,1.11,0.93
Primates,Lemuridae,Varecia,variegata,3431.43,3.34,91.99,3.67,2893,24.28,396,2.23,1
Primates,Loridae,Arctocebus,calabarensis,314.14,4.46,29.69,3.69,160,10.36,156,1,1.5
Primates,Loridae,Loris,tardigradus,237,5.56,12.34,5.92,139,13.37,185,1.37,1.5
Primates,Loridae,Nycticebus,pygmaeus,307,6.17,21.5,-999,-999,-999,0,2,
Primates,Loridae,Nycticebus,coucang,966.2,6.34,49.94,5.82,520,23.42,174,1.07,1
Primates,Loridae,Perodicticus,potto,1083.5,6.44,40.51,4.34,-999,18.74,312,1.03,1
Primates,Megaladapidae,Lepilemur,leucopus,700,-999,not measured,-999,-999,11.2,0,-999,
Primates,Megaladapidae,Lepilemur,ruficaudatus,779,-999,not measured,4,-999,19.56,0,-999,
Primates,Megaladapidae,Lepilemur,mustelinus,713,4.38,37.17,2.81,-999,20.84,144,1,1
Primates,Tarsiidae,Tarsius,pumilis,-999,-999,not measured,-999,-999,-999,0,1,
Primates,Tarsiidae,Tarsius,dianae,107,-999,not measured,-999,-999,-999,0,1,
Primates,Tarsiidae,Tarsius,syrichta,112,5.98,25.62,2.73,-999,-999,161,1,
Primates,Tarsiidae,Tarsius,bancanus,101.2,5.93,25.42,2.02,-999,30.24,0,1,1.49
Primates,Tarsiidae,Tarsius,spectrum,179.6,5.62,25.7,2.27,-999,13.38,144,1,2.38
Proboscidea,Elephantidae,Elephas,maximus,3178000,21.12,100038.9,18,-999,126.53,960,1,0.23
Proboscidea,Elephantidae,Loxodonta,africana,3507000,21.46,99006.25,39.35,600000,147.51,840,1.02,0.21
Rodentia,Abrocomidae,Abrocoma,cinerea,250,3.78,12.25,-999,-999,-999,0,1.8,
Rodentia,Abrocomidae,Abrocoma,bennetti,307,-999,not measured,-999,-999,-999,28,3,2
Rodentia,Agoutidae,Agouti,paca,9000,3.77,682.4,2.41,-999,10.5,192,1.26,1.5
Rodentia,Anomaluridae,Anomalurus,beecrofti,389,-999,not measured,-999,-999,-999,0,1,
Rodentia,Anomaluridae,Anomalurus,derbianus,770,-999,not measured,-999,-999,-999,0,1.17,2
Rodentia,Anomaluridae,Anomalurus,pelii,1650,-999,not measured,-999,-999,-999,0,2,2
Rodentia,Anomaluridae,Idiurus,zenkeri,15.75,-999,not measured,-999,-999,-999,0,1,
Rodentia,Aplodontidae,Aplodontia,rufa,687,0.98,23.58,1.75,392.52,23.45,72,3.14,1
Rodentia,Bathyergidae,Bathyergus,suillus,635,2.26,34,0.7,-999,-999,0,3.13,1.5
Rodentia,Bathyergidae,Bathyergus,janetta,332,-999,15.4,0.93,-999,-999,0,3.5,1.5
Rodentia,Bathyergidae,Cryptomys,damarensis,144,3.05,9,2.73,-999,2.43,0,2.5,1
Rodentia,Bathyergidae,Cryptomys,hottentotus,132.5,2.67,8.63,1.5,26.05,14.78,115,2.86,1.5
Rodentia,Bathyergidae,Cryptomys,ochraceocinereus,200,-999,not measured,-999,-999,-999,0,-999,2
Rodentia,Bathyergidae,Georychus,capensis,181,1.47,8.4,0.57,36,10,36,5.95,2
Rodentia,Bathyergidae,Heliophobius,argenteocinereus,160,2.9,7,-999,-999,-999,0,2.6,1.25
Rodentia,Bathyergidae,Heterocephalus,glaber,35,2.23,1.88,1.17,11,7.5,192,8.95,3.5
Rodentia,Capromyidae,Capromys,pilorides,4683.33,4.25,209.5,3.3,-999,8.38,136,2.08,
Rodentia,Capromyidae,Geocapromys,ingrahami,660,3.85,78,-999,250,-999,0,1,
Rodentia,Capromyidae,Geocapromys,brownii,1500,3.23,not measured,-999,-999,12,118,1.8,2
Rodentia,Capromyidae,Mysateles,melanurus,-999,6.63,not measured,6.63,-999,-999,0,1.75,
Rodentia,Capromyidae,Mysateles,prehensilis,-999,-999,not measured,-999,-999,-999,0,2,
Rodentia,Capromyidae,Plagiodontia,aedium,1267,4.5,105.85,-999,-999,-999,119,1.22,
Rodentia,Castoridae,Castor,fiber,19000,3.51,537.94,2.33,4200,31.22,420,3.16,
Rodentia,Castoridae,Castor,canadensis,19606.67,3.76,455.43,1.85,-999,21.6,0,3.56,1
Rodentia,Caviidae,Cavia,tschudii,637.5,2.11,not measured,-999,-999,2.03,0,1.9,
Rodentia,Caviidae,Cavia,aperea,341,2.07,59.66,0.56,171.05,2.44,0,2.48,
Rodentia,Caviidae,Cavia,porcellus,728,2.24,85.14,0.6,228,2.25,0,4.3,
Rodentia,Caviidae,Dolichotis,salinicola,1600,2.57,196,-999,-999,-999,0,1.25,
Rodentia,Caviidae,Dolichotis,patagonum,12500,2.81,561.94,2.13,-999,5,168,1.71,3.5
Rodentia,Caviidae,Galea,spixii,326,1.78,not measured,-999,-999,-999,55,2.4,
Rodentia,Caviidae,Galea,musteloides,337.85,1.78,37.99,1.27,136.75,2.18,22,2.63,
Rodentia,Caviidae,Kerodon,rupestris,950,2.53,80.33,-999,-999,3.12,132,1.57,
Rodentia,Caviidae,Microcavia,australis,350,1.8,30.4,1.28,-999,3.19,0,2.36,4
Rodentia,Chinchillidae,Chinchilla,brevicaudata,500,4.27,not measured,-999,-999,8,240,1.45,1.5
Rodentia,Chinchillidae,Chinchilla,lanigera,642.5,3.7,39.27,1.78,-999,6.45,0,1.62,2
Rodentia,Chinchillidae,Lagidium,viscacia,600,4.39,260,-999,-999,-999,0,1.5,
Rodentia,Chinchillidae,Lagidium,peruanum,1270,4.04,180,1.94,-999,7.18,234,1,2
Rodentia,Chinchillidae,Lagostomus,maximus,3250,5.14,196,1.78,652.25,7.4,113,2.05,1.75
Rodentia,Ctenodactylidae,Ctenodactylus,vali,174.75,2,18.3,-999,-999,9,0,2,
Rodentia,Ctenodactylidae,Ctenodactylus,gundi,288.8,2.44,29.9,-999,-999,10.5,0,1.85,1
Rodentia,Ctenodactylidae,Massoutiera,mzabi,194,-999,20.5,-999,-999,-999,0,2,
Rodentia,Ctenomyidae,Ctenomys,torquatus,275,3.53,not measured,-999,-999,-999,0,2.5,
Rodentia,Ctenomyidae,Ctenomys,haigi,164,-999,not measured,-999,-999,-999,0,2.6,
Rodentia,Ctenomyidae,Ctenomys,peruanus,490,4,34.7,-999,-999,-999,0,3,
Rodentia,Ctenomyidae,Ctenomys,talarum,100,3.87,8,1.2,-999,8.07,0,4.25,
Rodentia,Ctenomyidae,Ctenomys,opimus,400,-999,not measured,-999,-999,-999,0,2,1
Rodentia,Dasyproctidae,Dasyprocta,punctata,2675,2.8,22.7,-999,-999,16,0,1.64,
Rodentia,Dasyproctidae,Dasyprocta,cristata,2650,-999,not measured,-999,-999,-999,0,2,
Rodentia,Dasyproctidae,Dasyprocta,leporina,3265,3.47,not measured,-999,-999,6.36,213,2.1,
Rodentia,Dasyproctidae,Myoprocta,acouchy,775,3.3,76.8,1.75,350,8.22,0,1.75,
Rodentia,Dinomyidae,Dinomys,branickii,12500,8.42,730.54,0.5,-999,-999,156,1.85,
Rodentia,Dipodidae,Allactaga,tetradactyla,52,-999,not measured,-999,-999,-999,0,-999,
Rodentia,Dipodidae,Allactaga,euphratica,35.9,-999,not measured,-999,-999,-999,50,5,
Rodentia,Dipodidae,Allactaga,sibirica,117.5,-999,not measured,-999,-999,-999,0,-999,1
Rodentia,Dipodidae,Allactaga,elater,58.67,-999,not measured,1.09,-999,4.67,0,4.55,2
Rodentia,Dipodidae,Dipus,sagitta,87,0.92,not measured,-999,-999,2.75,0,3.38,2
Rodentia,Dipodidae,Eremodipus,lichtensteini,51,-999,not measured,-999,-999,-999,0,-999,1
Rodentia,Dipodidae,Jaculus,orientalis,134,1.15,not measured,-999,-999,-999,0,2.5,
Rodentia,Dipodidae,Jaculus,jaculus,55,1.28,2,1.67,20,10.74,75,4.33,1.5
Rodentia,Dipodidae,Jaculus,turcmenicus,-999,-999,not measured,-999,-999,-999,0,4.5,3
Rodentia,Dipodidae,Napaeozapus,insignis,21.33,0.77,0.96,1.19,8.9,8.4,48,4.42,1.33
Rodentia,Dipodidae,Pygeretmus,platyurus,-999,-999,not measured,-999,-999,-999,0,6,
Rodentia,Dipodidae,Pygeretmus,pumilio,52.33,0.92,not measured,-999,-999,5.18,0,3,2
Rodentia,Dipodidae,Salpingotus,crassicauda,-999,-999,not measured,-999,-999,-999,0,2.57,2
Rodentia,Dipodidae,Sicista,napaea,-999,0.69,not measured,-999,-999,-999,0,3.5,1
Rodentia,Dipodidae,Sicista,betulina,8,0.97,not measured,1.25,-999,11.61,40,4.86,1
