Campus,Academic_Yr,Category,Ethnicity,Perc FR,FilteredCountFR
Merced,2011,Admits,African American,6.31%,767
Merced,2011,Admits,All,100.00%,12160
Merced,2010,Admits,International,1.02%,207
Merced,2010,Admits,Unknown,4.95%,1004
Merced,2010,Admits,White,31.96%,6486
Merced,2010,Admits,Asian,30.46%,6182
Merced,2010,Admits,Chicano/Latino,25.46%,5168
Merced,2010,Admits,American Indian,0.93%,188
Merced,2010,Admits,African American,5.23%,1061
Merced,2010,Admits,All,100.00%,20296
Merced,2019,Enrollees,International,0.57%,12
Merced,2019,Enrollees,Unknown,1.71%,36
Merced,2019,Enrollees,White,6.89%,145
Merced,2019,Enrollees,Asian,21.14%,445
Merced,2019,Enrollees,Chicano/Latino,63.09%,1328
Merced,2019,Enrollees,American Indian,0.24%,5
Merced,2019,Enrollees,African American,6.37%,134
Merced,2019,Enrollees,All,100.00%,2105
Merced,2018,Enrollees,International,0.36%,8
Merced,2018,Enrollees,Unknown,1.81%,40
Merced,2018,Enrollees,White,7.63%,169
Merced,2018,Enrollees,Asian,20.78%,460
Merced,2018,Enrollees,Chicano/Latino,62.33%,1380
Merced,2018,Enrollees,American Indian,0.45%,10
Merced,2018,Enrollees,African American,6.64%,147
Merced,2018,Enrollees,All,100.00%,2214
Merced,2017,Enrollees,International,0.35%,8
Merced,2017,Enrollees,Unknown,1.70%,39
Merced,2017,Enrollees,White,8.42%,193
Merced,2017,Enrollees,Asian,19.11%,438
Merced,2017,Enrollees,Chicano/Latino,62.87%,1441
Merced,2017,Enrollees,American Indian,0.57%,13
Merced,2017,Enrollees,African American,6.98%,160
Merced,2017,Enrollees,All,100.00%,2292
Merced,2016,Enrollees,International,0.54%,11
Merced,2016,Enrollees,Unknown,1.71%,35
Merced,2016,Enrollees,White,9.18%,188
Merced,2016,Enrollees,Asian,20.36%,417
Merced,2016,Enrollees,Chicano/Latino,60.40%,1237
Merced,2016,Enrollees,American Indian,0.20%,4
Merced,2016,Enrollees,African American,7.62%,156
Merced,2016,Enrollees,All,100.00%,2048
Merced,2015,Enrollees,International,0.39%,7
Merced,2015,Enrollees,Unknown,1.51%,27
Merced,2015,Enrollees,White,10.51%,188
Merced,2015,Enrollees,Asian,23.32%,417
Merced,2015,Enrollees,Chicano/Latino,58.61%,1048
Merced,2015,Enrollees,American Indian,0.34%,6
Merced,2015,Enrollees,African American,5.31%,95
Merced,2015,Enrollees,All,100.00%,1788
Merced,2014,Enrollees,International,0.06%,1
Merced,2014,Enrollees,Unknown,1.68%,26
Merced,2014,Enrollees,White,11.28%,175
Merced,2014,Enrollees,Asian,27.72%,430
Merced,2014,Enrollees,Chicano/Latino,52.16%,809
Merced,2014,Enrollees,American Indian,0.64%,10
Merced,2014,Enrollees,African American,6.45%,100
Merced,2014,Enrollees,All,100.00%,1551
Merced,2013,Enrollees,International,0.12%,2
Merced,2013,Enrollees,Unknown,2.30%,38
Merced,2013,Enrollees,White,11.73%,194
Merced,2013,Enrollees,Asian,23.88%,395
Merced,2013,Enrollees,Chicano/Latino,55.20%,913
Merced,2013,Enrollees,American Indian,0.54%,9
Merced,2013,Enrollees,African American,6.23%,103
Merced,2013,Enrollees,All,100.00%,1654
Merced,2012,Enrollees,International,,
Merced,2012,Enrollees,Unknown,2.21%,33
Merced,2012,Enrollees,White,12.87%,192
Merced,2012,Enrollees,Asian,27.82%,415
Merced,2012,Enrollees,Chicano/Latino,47.72%,712
Merced,2012,Enrollees,American Indian,0.60%,9
Merced,2012,Enrollees,African American,8.78%,131
Merced,2012,Enrollees,All,100.00%,1492
Merced,2011,Enrollees,International,0.07%,1
Merced,2011,Enrollees,Unknown,1.46%,21
Merced,2011,Enrollees,White,14.08%,203
Merced,2011,Enrollees,Asian,30.86%,445
Merced,2011,Enrollees,Chicano/Latino,43.20%,623
Merced,2011,Enrollees,American Indian,0.55%,8
Merced,2011,Enrollees,African American,9.78%,141
Merced,2011,Enrollees,All,100.00%,1442
Merced,2010,Enrollees,International,0.67%,9
Merced,2010,Enrollees,Unknown,3.58%,48
Merced,2010,Enrollees,White,16.95%,227
Merced,2010,Enrollees,Asian,31.59%,423
Merced,2010,Enrollees,Chicano/Latino,38.83%,520
Merced,2010,Enrollees,American Indian,0.67%,9
Merced,2010,Enrollees,African American,7.69%,103
Merced,2010,Enrollees,All,100.00%,1339
Riverside,2019,Applicants,International,9.91%,4908
Riverside,2019,Applicants,Unknown,2.11%,1046
Riverside,2019,Applicants,White,9.99%,4946
Riverside,2019,Applicants,Asian,30.40%,15052
Riverside,2019,Applicants,Chicano/Latino,41.19%,20396
Riverside,2019,Applicants,American Indian,0.27%,136
Riverside,2019,Applicants,African American,6.12%,3032
Riverside,2019,Applicants,All,100.00%,49516
Riverside,2018,Applicants,International,7.71%,3782
Riverside,2018,Applicants,Unknown,2.47%,1214
Riverside,2018,Applicants,White,10.10%,4955
Riverside,2018,Applicants,Asian,30.27%,14855
Riverside,2018,Applicants,Chicano/Latino,42.53%,20874
Riverside,2018,Applicants,American Indian,0.31%,151
Riverside,2018,Applicants,African American,6.62%,3248
Riverside,2018,Applicants,All,100.00%,49079
Riverside,2017,Applicants,International,8.55%,3736
Riverside,2017,Applicants,Unknown,2.32%,1015
Riverside,2017,Applicants,White,10.74%,4692
Riverside,2017,Applicants,Asian,29.61%,12932
Riverside,2017,Applicants,Chicano/Latino,41.89%,18296
Riverside,2017,Applicants,American Indian,0.38%,166
Riverside,2017,Applicants,African American,6.49%,2835
Riverside,2017,Applicants,All,100.00%,43672
Riverside,2016,Applicants,International,10.03%,4275
Riverside,2016,Applicants,Unknown,2.26%,963
Riverside,2016,Applicants,White,12.01%,5120
Riverside,2016,Applicants,Asian,30.20%,12876
Riverside,2016,Applicants,Chicano/Latino,38.52%,16424
Riverside,2016,Applicants,American Indian,0.27%,116
Riverside,2016,Applicants,African American,6.71%,2859
Riverside,2016,Applicants,All,100.00%,42633
Riverside,2015,Applicants,International,8.82%,3395
Riverside,2015,Applicants,Unknown,2.50%,962
Riverside,2015,Applicants,White,11.59%,4462
Riverside,2015,Applicants,Asian,32.39%,12472
Riverside,2015,Applicants,Chicano/Latino,37.74%,14535
Riverside,2015,Applicants,American Indian,0.37%,144
Riverside,2015,Applicants,African American,6.60%,2541
Riverside,2015,Applicants,All,100.00%,38511
Riverside,2014,Applicants,International,9.40%,3394
Riverside,2014,Applicants,Unknown,2.11%,760
Riverside,2014,Applicants,White,12.16%,4388
Riverside,2014,Applicants,Asian,33.25%,12001
Riverside,2014,Applicants,Chicano/Latino,36.17%,13056
Riverside,2014,Applicants,American Indian,0.39%,142
Riverside,2014,Applicants,African American,6.53%,2356
Riverside,2014,Applicants,All,100.00%,36097
Riverside,2013,Applicants,International,7.57%,2635
Riverside,2013,Applicants,Unknown,2.19%,764
Riverside,2013,Applicants,White,12.83%,4467
Riverside,2013,Applicants,Asian,32.98%,11480
Riverside,2013,Applicants,Chicano/Latino,36.99%,12875
Riverside,2013,Applicants,American Indian,0.44%,154
Riverside,2013,Applicants,African American,7.00%,2435
Riverside,2013,Applicants,All,100.00%,34810
Riverside,2012,Applicants,International,4.99%,1516
Riverside,2012,Applicants,Unknown,1.91%,580
Riverside,2012,Applicants,White,13.58%,4126
Riverside,2012,Applicants,Asian,34.87%,10596
Riverside,2012,Applicants,Chicano/Latino,36.67%,11145
Riverside,2012,Applicants,American Indian,0.42%,129
Riverside,2012,Applicants,African American,7.56%,2299
Riverside,2012,Applicants,All,100.00%,30391
Riverside,2011,Applicants,International,2.95%,830
Riverside,2011,Applicants,Unknown,1.93%,543
Riverside,2011,Applicants,White,16.35%,4593
Riverside,2011,Applicants,Asian,35.70%,10031
Riverside,2011,Applicants,Chicano/Latino,34.81%,9780
Riverside,2011,Applicants,American Indian,0.43%,120
Riverside,2011,Applicants,African American,7.84%,2202
Riverside,2011,Applicants,All,100.00%,28099
Riverside,2010,Applicants,International,2.95%,781
Riverside,2010,Applicants,Unknown,4.20%,1111
Riverside,2010,Applicants,White,17.65%,4675
Riverside,2010,Applicants,Asian,37.44%,9913
Riverside,2010,Applicants,Chicano/Latino,30.23%,8005
Riverside,2010,Applicants,American Indian,0.54%,143
Riverside,2010,Applicants,African American,6.99%,1852
Riverside,2010,Applicants,All,100.00%,26480
Riverside,2019,Admits,International,9.93%,2779
Riverside,2019,Admits,Unknown,2.36%,661
Riverside,2019,Admits,White,12.32%,3449
Riverside,2019,Admits,Asian,39.79%,11136
Riverside,2019,Admits,Chicano/Latino,31.12%,8709
Riverside,2019,Admits,American Indian,0.27%,76
Riverside,2019,Admits,African American,4.20%,1174
Riverside,2019,Admits,All,100.00%,27984
Riverside,2018,Admits,International,7.82%,1941
Riverside,2018,Admits,Unknown,2.68%,664
Riverside,2018,Admits,White,12.72%,3157
Riverside,2018,Admits,Asian,40.70%,10101
Riverside,2018,Admits,Chicano/Latino,31.01%,7696
Riverside,2018,Admits,American Indian,0.33%,83
Riverside,2018,Admits,African American,4.75%,1178
Riverside,2018,Admits,All,100.00%,24820
Riverside,2017,Admits,International,8.26%,2038
Riverside,2017,Admits,Unknown,2.61%,645
Riverside,2017,Admits,White,13.48%,3327
Riverside,2017,Admits,Asian,38.15%,9414
Riverside,2017,Admits,Chicano/Latino,32.27%,7962
Riverside,2017,Admits,American Indian,0.38%,93
Riverside,2017,Admits,African American,4.84%,1195
Riverside,2017,Admits,All,100.00%,24674
Riverside,2016,Admits,International,8.71%,2438
Riverside,2016,Admits,Unknown,2.46%,689
Riverside,2016,Admits,White,14.26%,3992
Riverside,2016,Admits,Asian,36.12%,10114
Riverside,2016,Admits,Chicano/Latino,32.94%,9223
Riverside,2016,Admits,American Indian,0.28%,77
Riverside,2016,Admits,African American,5.24%,1466
Riverside,2016,Admits,All,100.00%,27999
Riverside,2015,Admits,International,7.55%,1616
Riverside,2015,Admits,Unknown,2.81%,602
Riverside,2015,Admits,White,13.99%,2996
Riverside,2015,Admits,Asian,41.32%,8847
Riverside,2015,Admits,Chicano/Latino,29.33%,6281
Riverside,2015,Admits,American Indian,0.42%,89
Riverside,2015,Admits,African American,4.58%,981
Riverside,2015,Admits,All,100.00%,21412
Riverside,2014,Admits,International,8.64%,1796
Riverside,2014,Admits,Unknown,2.28%,474
Riverside,2014,Admits,White,14.74%,3063
Riverside,2014,Admits,Asian,40.65%,8448
Riverside,2014,Admits,Chicano/Latino,28.65%,5954
Riverside,2014,Admits,American Indian,0.42%,88
Riverside,2014,Admits,African American,4.61%,959
Riverside,2014,Admits,All,100.00%,20782
Riverside,2013,Admits,International,6.55%,1355
Riverside,2013,Admits,Unknown,2.58%,533
Riverside,2013,Admits,White,15.51%,3209
Riverside,2013,Admits,Asian,40.28%,8336
Riverside,2013,Admits,Chicano/Latino,29.73%,6153
Riverside,2013,Admits,American Indian,0.43%,90
Riverside,2013,Admits,African American,4.92%,1019
Riverside,2013,Admits,All,100.00%,20695
Riverside,2012,Admits,International,5.07%,955
Riverside,2012,Admits,Unknown,2.04%,385
Riverside,2012,Admits,White,16.12%,3037
Riverside,2012,Admits,Asian,41.07%,7738
Riverside,2012,Admits,Chicano/Latino,29.97%,5648
Riverside,2012,Admits,American Indian,0.45%,84
Riverside,2012,Admits,African American,5.29%,996
Riverside,2012,Admits,All,100.00%,18843
Riverside,2011,Admits,International,3.50%,671
Riverside,2011,Admits,Unknown,2.02%,386
Riverside,2011,Admits,White,18.57%,3557
Riverside,2011,Admits,Asian,39.40%,7547
Riverside,2011,Admits,Chicano/Latino,30.54%,5849
Riverside,2011,Admits,American Indian,0.46%,88
Riverside,2011,Admits,African American,5.51%,1055
Riverside,2011,Admits,All,100.00%,19153
Riverside,2010,Admits,International,1.95%,392
Riverside,2010,Admits,Unknown,4.31%,867
Riverside,2010,Admits,White,19.69%,3957
Riverside,2010,Admits,Asian,40.17%,8072
Riverside,2010,Admits,Chicano/Latino,28.15%,5657
Riverside,2010,Admits,American Indian,0.57%,114
Riverside,2010,Admits,African American,5.15%,1035
Riverside,2010,Admits,All,100.00%,20094
Riverside,2019,Enrollees,International,3.29%,157
Riverside,2019,Enrollees,Unknown,1.70%,81
Riverside,2019,Enrollees,White,10.19%,487
Riverside,2019,Enrollees,Asian,44.57%,2129
Riverside,2019,Enrollees,Chicano/Latino,35.27%,1685
Riverside,2019,Enrollees,American Indian,0.19%,9
Riverside,2019,Enrollees,African American,4.79%,229
Riverside,2019,Enrollees,All,100.00%,4777
Riverside,2018,Enrollees,International,2.89%,131
Riverside,2018,Enrollees,Unknown,2.10%,95
Riverside,2018,Enrollees,White,10.00%,453
Riverside,2018,Enrollees,Asian,42.68%,1933
Riverside,2018,Enrollees,Chicano/Latino,37.09%,1680
Riverside,2018,Enrollees,American Indian,0.31%,14
Riverside,2018,Enrollees,African American,4.92%,223
Riverside,2018,Enrollees,All,100.00%,4529
Riverside,2017,Enrollees,International,2.94%,135
Riverside,2017,Enrollees,Unknown,2.20%,101
Riverside,2017,Enrollees,White,10.70%,492
Riverside,2017,Enrollees,Asian,39.51%,1817
Riverside,2017,Enrollees,Chicano/Latino,39.07%,1797
Riverside,2017,Enrollees,American Indian,0.28%,13
Riverside,2017,Enrollees,African American,5.31%,244
Riverside,2017,Enrollees,All,100.00%,4599
Riverside,2016,Enrollees,International,2.56%,137
Riverside,2016,Enrollees,Unknown,1.75%,94
Riverside,2016,Enrollees,White,10.12%,542
Riverside,2016,Enrollees,Asian,33.41%,1790
Riverside,2016,Enrollees,Chicano/Latino,45.82%,2455
Riverside,2016,Enrollees,American Indian,0.30%,16
Riverside,2016,Enrollees,African American,6.05%,324
Riverside,2016,Enrollees,All,100.00%,5358
Riverside,2015,Enrollees,International,2.41%,97
Riverside,2015,Enrollees,Unknown,2.08%,84
Riverside,2015,Enrollees,White,11.44%,461
Riverside,2015,Enrollees,Asian,42.62%,1717
Riverside,2015,Enrollees,Chicano/Latino,36.09%,1454
Riverside,2015,Enrollees,American Indian,0.35%,14
Riverside,2015,Enrollees,African American,5.01%,202
Riverside,2015,Enrollees,All,100.00%,4029
Riverside,2014,Enrollees,International,3.41%,146
Riverside,2014,Enrollees,Unknown,1.66%,71
Riverside,2014,Enrollees,White,12.48%,534
Riverside,2014,Enrollees,Asian,42.64%,1825
Riverside,2014,Enrollees,Chicano/Latino,33.93%,1452
Riverside,2014,Enrollees,American Indian,0.42%,18
Riverside,2014,Enrollees,African American,5.47%,234
Riverside,2014,Enrollees,All,100.00%,4280
Riverside,2013,Enrollees,International,2.12%,89
Riverside,2013,Enrollees,Unknown,2.14%,90
Riverside,2013,Enrollees,White,10.97%,461
Riverside,2013,Enrollees,Asian,43.18%,1814
Riverside,2013,Enrollees,Chicano/Latino,35.66%,1498
Riverside,2013,Enrollees,American Indian,0.36%,15
Riverside,2013,Enrollees,African American,5.57%,234
Riverside,2013,Enrollees,All,100.00%,4201
Riverside,2012,Enrollees,International,2.63%,106
Riverside,2012,Enrollees,Unknown,1.56%,63
Riverside,2012,Enrollees,White,12.44%,502
Riverside,2012,Enrollees,Asian,40.70%,1642
Riverside,2012,Enrollees,Chicano/Latino,35.65%,1438
Riverside,2012,Enrollees,American Indian,0.27%,11
Riverside,2012,Enrollees,African American,6.74%,272
Riverside,2012,Enrollees,All,100.00%,4034
Riverside,2011,Enrollees,International,1.53%,56
Riverside,2011,Enrollees,Unknown,1.50%,55
Riverside,2011,Enrollees,White,12.72%,466
Riverside,2011,Enrollees,Asian,38.37%,1406
Riverside,2011,Enrollees,Chicano/Latino,39.30%,1440
Riverside,2011,Enrollees,American Indian,0.27%,10
Riverside,2011,Enrollees,African American,6.30%,231
Riverside,2011,Enrollees,All,100.00%,3664
Riverside,2010,Enrollees,International,0.78%,35
Riverside,2010,Enrollees,Unknown,3.42%,153
Riverside,2010,Enrollees,White,13.05%,583
Riverside,2010,Enrollees,Asian,40.14%,1794
Riverside,2010,Enrollees,Chicano/Latino,35.44%,1584
Riverside,2010,Enrollees,American Indian,0.45%,20
Riverside,2010,Enrollees,African American,6.71%,300
Riverside,2010,Enrollees,All,100.00%,4469
San_Diego,2019,Applicants,International,20.03%,19858
San_Diego,2019,Applicants,Unknown,2.58%,2555
San_Diego,2019,Applicants,White,19.38%,19210
San_Diego,2019,Applicants,Asian,31.58%,31299
San_Diego,2019,Applicants,Chicano/Latino,21.49%,21299
San_Diego,2019,Applicants,American Indian,0.35%,349
San_Diego,2019,Applicants,African American,4.59%,4554
San_Diego,2019,Applicants,All,100.00%,99124
San_Diego,2018,Applicants,International,20.17%,19749
San_Diego,2018,Applicants,Unknown,2.92%,2859
San_Diego,2018,Applicants,White,19.51%,19098
San_Diego,2018,Applicants,Asian,31.30%,30638
San_Diego,2018,Applicants,Chicano/Latino,21.26%,20815
San_Diego,2018,Applicants,American Indian,0.42%,412
San_Diego,2018,Applicants,African American,4.42%,4327
San_Diego,2018,Applicants,All,100.00%,97898
San_Diego,2017,Applicants,International,20.25%,17912
San_Diego,2017,Applicants,Unknown,2.68%,2368
San_Diego,2017,Applicants,White,20.39%,18033
San_Diego,2017,Applicants,Asian,30.48%,26960
San_Diego,2017,Applicants,Chicano/Latino,21.26%,18804
San_Diego,2017,Applicants,American Indian,0.43%,382
San_Diego,2017,Applicants,African American,4.51%,3989
San_Diego,2017,Applicants,All,100.00%,88448
San_Diego,2016,Applicants,International,20.60%,17346
San_Diego,2016,Applicants,Unknown,2.85%,2399
San_Diego,2016,Applicants,White,20.90%,17599
San_Diego,2016,Applicants,Asian,30.53%,25710
San_Diego,2016,Applicants,Chicano/Latino,20.31%,17105
San_Diego,2016,Applicants,American Indian,0.45%,375
San_Diego,2016,Applicants,African American,4.36%,3672
San_Diego,2016,Applicants,All,100.00%,84206
San_Diego,2015,Applicants,International,18.83%,14697
San_Diego,2015,Applicants,Unknown,2.94%,2298
San_Diego,2015,Applicants,White,21.31%,16634
San_Diego,2015,Applicants,Asian,32.18%,25123
San_Diego,2015,Applicants,Chicano/Latino,19.93%,15561
San_Diego,2015,Applicants,American Indian,0.49%,385
San_Diego,2015,Applicants,African American,4.31%,3363
San_Diego,2015,Applicants,All,100.00%,78061
San_Diego,2014,Applicants,International,17.44%,12807
San_Diego,2014,Applicants,Unknown,2.51%,1841
San_Diego,2014,Applicants,White,22.26%,16348
San_Diego,2014,Applicants,Asian,33.32%,24474
San_Diego,2014,Applicants,Chicano/Latino,19.83%,14567
San_Diego,2014,Applicants,American Indian,0.58%,425
San_Diego,2014,Applicants,African American,4.07%,2986
San_Diego,2014,Applicants,All,100.00%,73448
San_Diego,2013,Applicants,International,14.62%,9855
San_Diego,2013,Applicants,Unknown,2.89%,1949
San_Diego,2013,Applicants,White,23.16%,15607
San_Diego,2013,Applicants,Asian,34.06%,22953
San_Diego,2013,Applicants,Chicano/Latino,20.34%,13706
San_Diego,2013,Applicants,American Indian,0.53%,357
San_Diego,2013,Applicants,African American,4.40%,2964
San_Diego,2013,Applicants,All,100.00%,67391
San_Diego,2012,Applicants,International,11.15%,6782
San_Diego,2012,Applicants,Unknown,2.54%,1547
San_Diego,2012,Applicants,White,23.72%,14429
San_Diego,2012,Applicants,Asian,37.25%,22659
San_Diego,2012,Applicants,Chicano/Latino,20.18%,12273
San_Diego,2012,Applicants,American Indian,0.61%,374
San_Diego,2012,Applicants,African American,4.55%,2768
San_Diego,2012,Applicants,All,100.00%,60832
San_Diego,2011,Applicants,International,7.09%,3788
San_Diego,2011,Applicants,Unknown,2.30%,1231
San_Diego,2011,Applicants,White,26.75%,14297
San_Diego,2011,Applicants,Asian,39.23%,20970
San_Diego,2011,Applicants,Chicano/Latino,19.99%,10683
San_Diego,2011,Applicants,American Indian,0.60%,322
San_Diego,2011,Applicants,African American,4.04%,2158
San_Diego,2011,Applicants,All,100.00%,53449
San_Diego,2010,Applicants,International,5.53%,2660
San_Diego,2010,Applicants,Unknown,5.15%,2478
San_Diego,2010,Applicants,White,27.57%,13262
San_Diego,2010,Applicants,Asian,39.99%,19235
San_Diego,2010,Applicants,Chicano/Latino,17.06%,8205
San_Diego,2010,Applicants,American Indian,0.67%,321
San_Diego,2010,Applicants,African American,4.03%,1937
San_Diego,2010,Applicants,All,100.00%,48098
San_Diego,2019,Admits,International,18.14%,5659
San_Diego,2019,Admits,Unknown,3.31%,1033
San_Diego,2019,Admits,White,21.40%,6677
San_Diego,2019,Admits,Asian,35.80%,11169
San_Diego,2019,Admits,Chicano/Latino,17.81%,5556
San_Diego,2019,Admits,American Indian,0.36%,112
San_Diego,2019,Admits,African American,3.19%,994
San_Diego,2019,Admits,All,100.00%,31200
San_Diego,2018,Admits,International,19.33%,5687
San_Diego,2018,Admits,Unknown,3.47%,1021
San_Diego,2018,Admits,White,21.56%,6345
San_Diego,2018,Admits,Asian,34.98%,10294
San_Diego,2018,Admits,Chicano/Latino,17.63%,5189
San_Diego,2018,Admits,American Indian,0.37%,108
San_Diego,2018,Admits,African American,2.66%,784
San_Diego,2018,Admits,All,100.00%,29428
San_Diego,2017,Admits,International,19.16%,5759
San_Diego,2017,Admits,Unknown,3.43%,1030
San_Diego,2017,Admits,White,22.12%,6650
San_Diego,2017,Admits,Asian,35.79%,10758
San_Diego,2017,Admits,Chicano/Latino,16.48%,4955
San_Diego,2017,Admits,American Indian,0.42%,127
San_Diego,2017,Admits,African American,2.60%,782
San_Diego,2017,Admits,All,100.00%,30061
San_Diego,2016,Admits,International,18.73%,5623
San_Diego,2016,Admits,Unknown,3.60%,1081
San_Diego,2016,Admits,White,22.44%,6737
San_Diego,2016,Admits,Asian,35.85%,10766
San_Diego,2016,Admits,Chicano/Latino,16.46%,4943
San_Diego,2016,Admits,American Indian,0.40%,120
San_Diego,2016,Admits,African American,2.52%,758
San_Diego,2016,Admits,All,100.00%,30028
San_Diego,2015,Admits,International,21.63%,5697
San_Diego,2015,Admits,Unknown,3.71%,978
San_Diego,2015,Admits,White,22.92%,6036
San_Diego,2015,Admits,Asian,36.75%,9678
San_Diego,2015,Admits,Chicano/Latino,12.51%,3295
San_Diego,2015,Admits,American Indian,0.41%,108
San_Diego,2015,Admits,African American,2.06%,543
San_Diego,2015,Admits,All,100.00%,26335
San_Diego,2014,Admits,International,20.50%,5012
San_Diego,2014,Admits,Unknown,3.17%,774
San_Diego,2014,Admits,White,22.41%,5480
San_Diego,2014,Admits,Asian,37.30%,9119
San_Diego,2014,Admits,Chicano/Latino,14.31%,3499
San_Diego,2014,Admits,American Indian,0.42%,102
San_Diego,2014,Admits,African American,1.89%,463
San_Diego,2014,Admits,All,100.00%,24449
San_Diego,2013,Admits,International,16.72%,4123
San_Diego,2013,Admits,Unknown,3.48%,859
San_Diego,2013,Admits,White,25.94%,6397
San_Diego,2013,Admits,Asian,37.93%,9354
San_Diego,2013,Admits,Chicano/Latino,13.21%,3257
San_Diego,2013,Admits,American Indian,0.49%,121
San_Diego,2013,Admits,African American,2.23%,551
San_Diego,2013,Admits,All,100.00%,24662
San_Diego,2012,Admits,International,15.50%,3536
San_Diego,2012,Admits,Unknown,3.06%,698
San_Diego,2012,Admits,White,25.40%,5794
San_Diego,2012,Admits,Asian,40.94%,9339
San_Diego,2012,Admits,Chicano/Latino,12.42%,2833
San_Diego,2012,Admits,American Indian,0.52%,119
San_Diego,2012,Admits,African American,2.16%,493
San_Diego,2012,Admits,All,100.00%,22812
San_Diego,2011,Admits,International,11.08%,2094
San_Diego,2011,Admits,Unknown,2.41%,456
San_Diego,2011,Admits,White,26.48%,5004
San_Diego,2011,Admits,Asian,41.30%,7804
San_Diego,2011,Admits,Chicano/Latino,16.22%,3064
San_Diego,2011,Admits,American Indian,0.42%,80
San_Diego,2011,Admits,African American,2.07%,392
San_Diego,2011,Admits,All,100.00%,18894
San_Diego,2010,Admits,International,6.78%,1235
San_Diego,2010,Admits,Unknown,5.59%,1019
San_Diego,2010,Admits,White,26.12%,4759
San_Diego,2010,Admits,Asian,45.16%,8228
San_Diego,2010,Admits,Chicano/Latino,13.72%,2500
San_Diego,2010,Admits,American Indian,0.58%,106
San_Diego,2010,Admits,African American,2.05%,374
San_Diego,2010,Admits,All,100.00%,18221
San_Diego,2019,Enrollees,International,16.34%,983
San_Diego,2019,Enrollees,Unknown,2.16%,130
San_Diego,2019,Enrollees,White,17.44%,1049
San_Diego,2019,Enrollees,Asian,36.89%,2219
San_Diego,2019,Enrollees,Chicano/Latino,23.76%,1429
San_Diego,2019,Enrollees,American Indian,0.43%,26
San_Diego,2019,Enrollees,African American,2.98%,179
San_Diego,2019,Enrollees,All,100.00%,6015
San_Diego,2018,Enrollees,International,16.51%,1107
San_Diego,2018,Enrollees,Unknown,2.65%,178
San_Diego,2018,Enrollees,White,17.58%,1179
San_Diego,2018,Enrollees,Asian,38.11%,2556
San_Diego,2018,Enrollees,Chicano/Latino,22.41%,1503
San_Diego,2018,Enrollees,American Indian,0.30%,20
San_Diego,2018,Enrollees,African American,2.45%,164
San_Diego,2018,Enrollees,All,100.00%,6707
San_Diego,2017,Enrollees,International,17.41%,992
San_Diego,2017,Enrollees,Unknown,2.21%,126
San_Diego,2017,Enrollees,White,17.97%,1024
San_Diego,2017,Enrollees,Asian,37.01%,2109
San_Diego,2017,Enrollees,Chicano/Latino,22.83%,1301
San_Diego,2017,Enrollees,American Indian,0.30%,17
San_Diego,2017,Enrollees,African American,2.28%,130
San_Diego,2017,Enrollees,All,100.00%,5699
San_Diego,2016,Enrollees,International,20.54%,1180
San_Diego,2016,Enrollees,Unknown,2.52%,145
San_Diego,2016,Enrollees,White,15.51%,891
San_Diego,2016,Enrollees,Asian,37.61%,2161
San_Diego,2016,Enrollees,Chicano/Latino,20.87%,1199
San_Diego,2016,Enrollees,American Indian,0.40%,23
San_Diego,2016,Enrollees,African American,2.56%,147
San_Diego,2016,Enrollees,All,100.00%,5746
San_Diego,2015,Enrollees,International,23.85%,1262
San_Diego,2015,Enrollees,Unknown,3.12%,165
San_Diego,2015,Enrollees,White,17.12%,906
San_Diego,2015,Enrollees,Asian,40.29%,2132
San_Diego,2015,Enrollees,Chicano/Latino,13.70%,725
San_Diego,2015,Enrollees,American Indian,0.42%,22
San_Diego,2015,Enrollees,African American,1.51%,80
San_Diego,2015,Enrollees,All,100.00%,5292
San_Diego,2014,Enrollees,International,19.67%,968
San_Diego,2014,Enrollees,Unknown,2.44%,120
San_Diego,2014,Enrollees,White,16.64%,819
San_Diego,2014,Enrollees,Asian,41.71%,2053
San_Diego,2014,Enrollees,Chicano/Latino,17.45%,859
San_Diego,2014,Enrollees,American Indian,0.30%,15
San_Diego,2014,Enrollees,African American,1.79%,88
San_Diego,2014,Enrollees,All,100.00%,4922
San_Diego,2013,Enrollees,International,15.44%,807
San_Diego,2013,Enrollees,Unknown,2.64%,138
San_Diego,2013,Enrollees,White,19.85%,1038
San_Diego,2013,Enrollees,Asian,43.80%,2290
San_Diego,2013,Enrollees,Chicano/Latino,15.68%,820
San_Diego,2013,Enrollees,American Indian,0.36%,19
San_Diego,2013,Enrollees,African American,2.22%,116
San_Diego,2013,Enrollees,All,100.00%,5228
San_Diego,2012,Enrollees,International,14.45%,661
San_Diego,2012,Enrollees,Unknown,2.27%,104
San_Diego,2012,Enrollees,White,20.73%,948
San_Diego,2012,Enrollees,Asian,46.82%,2141
San_Diego,2012,Enrollees,Chicano/Latino,13.47%,616
San_Diego,2012,Enrollees,American Indian,0.31%,14
San_Diego,2012,Enrollees,African American,1.95%,89
San_Diego,2012,Enrollees,All,100.00%,4573
San_Diego,2011,Enrollees,International,10.08%,347
San_Diego,2011,Enrollees,Unknown,1.34%,46
San_Diego,2011,Enrollees,White,19.89%,685
San_Diego,2011,Enrollees,Asian,45.88%,1580
San_Diego,2011,Enrollees,Chicano/Latino,20.79%,716
San_Diego,2011,Enrollees,American Indian,0.23%,8
