Table S3. Ecological and life history traits for the 551 species include in the CBC trend analyses.,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Order,Family,Common Name,Scientific Name,Diet,Life Expectancy,Habitat,Urban Affiliate,Migratory Strategy,log10(mass),Mean Eggs per Clutch,Mean Age at Sexual Maturity,Population Size,Winter Range Area,Range in CBC,Strata,Circles,Feeder Bird,Median Trend,Lower 95% CI,Upper 95% CI
Passeriformes,Corvidae,Mexican Jay,Aphelocoma ultramarina,Omnivore,Middle,Woodland,No,Resident,2.12,5,3,140000,573973,17.2,5,35,Occassionally,1.000,0.979,1.031
Passeriformes,Corvidae,Northwestern Crow,Corvus caurinus,Omnivore,Middle,Wetland,Yes,Resident,2.59,4.5,2,800000,6966508,97.4,4,113,No,0.982,0.967,0.993
Passeriformes,Corvidae,Pinyon Jay,Gymnorhinus cyanocephalus,Omnivore,Middle,Woodland,No,Resident,2.02,4.5,2,760000,1338832,99.3,21,186,Yes,0.958,0.915,0.992
Passeriformes,Corvidae,Steller's Jay,Cyanocitta stelleri,Omnivore,Middle,Woodland,Yes,Resident,2.11,4,1,2200000,3108587,78.6,35,662,Yes,1.022,1.014,1.029
Passeriformes,Corvidae,Western Scrub-Jay,Aphelocoma californica,Omnivore,Middle,Shrubland,Yes,Resident,1.94,4.5,1,1500000,2288764,74.8,31,509,Yes,1.018,1.011,1.026
Passeriformes,Corvidae,Yellow-billed Magpie,Pica nuttalli,Omnivore,Short,Woodland,No,Resident,2.19,6.5,2,NA,83615,99.6,1,66,Occassionally,0.987,0.977,0.997
Passeriformes,Emberizidae,Abert's Towhee,Melozone aberti,Invertebrates,Short,Shrubland,Yes,Resident,1.68,3,2,800000,170665,97.8,5,51,Occassionally,1.012,0.997,1.025
Passeriformes,Emberizidae,American Tree Sparrow,Spizella arborea,Omnivore,Middle,Shrubland,No,Moderate,1.26,5,1,20000000,6344073,99.6,106,1931,Yes,0.995,0.984,1.004
Passeriformes,Emberizidae,Bachman's Sparrow,Peucaea aestivalis,Omnivore,Short,Woodland,No,Withdrawal,1.29,3.5,1,200000,1743398,99.6,5,68,No,0.988,0.966,1.018
Passeriformes,Emberizidae,Baird's Sparrow,Ammodramus bairdii,Seed,Short,Grassland,No,Moderate,1.26,4.5,1,2000000,378199,19.4,1,11,No,1.002,0.965,1.041
Passeriformes,Emberizidae,Black-chinned Sparrow,Spizella atrogularis,Omnivore,Short,Shrubland,No,Short,1.10,3.5,1,170000,983801,13.3,5,60,No,1.000,0.980,1.020
Passeriformes,Emberizidae,Black-throated Sparrow,Amphispiza bilineata,Omnivore,Short,Shrubland,No,Withdrawal,1.11,3.5,1,29000000,1608640,34.6,12,150,Occassionally,1.008,0.995,1.021
Passeriformes,Emberizidae,Brewer's Sparrow,Spizella breweri,Omnivore,Short,Shrubland,No,Moderate,1.02,3.5,1,13000000,1473870,39.8,10,120,No,1.022,0.991,1.058
Passeriformes,Emberizidae,California and Canyon/Brown Towhee #,Melozone crissalis and M. fuscus,Seed,Middle,Shrubland,Yes,Resident,1.69,3.5,1,5200000,1978442,44.3,19,332,Occassionally,1.001,0.993,1.008
Passeriformes,Emberizidae,Cassin's Sparrow,Peucaea cassinii,Omnivore,Middle,Grassland,No,Short,1.26,4,1,7600000,1623658,45.2,6,81,No,0.980,0.960,1.003
Passeriformes,Emberizidae,Chestnut-collared Longspur,Calcarius ornatus,Omnivore,Short,Grassland,No,Moderate,1.30,4,1,3000000,1441050,65.2,10,79,No,0.964,0.914,1.018
Passeriformes,Emberizidae,Chipping Sparrow,Spizella passerina,Seed,Short,Woodland,Yes,Short,1.09,4.5,1,210000000,1600039,33.9,71,1252,Occassionally,1.044,1.035,1.054
Passeriformes,Emberizidae,Clay-colored Sparrow,Spizella pallida,Seed,Short,Shrubland,No,Moderate,1.05,4,1,56000000,1207378,8.3,4,66,Occassionally,0.980,0.944,1.012
Passeriformes,Emberizidae,Dark-eyed Junco,Junco hyemalis,Seed,Middle,Woodland,Yes,Short,1.29,4.5,1,200000000,9770523,91.3,157,3098,Yes,1.005,0.996,1.013
Passeriformes,Emberizidae,Eastern and Spotted Towhee _,Pipilo erythrophthalmus  and P. maculatus,Omnivore,Middle,Shrubland,No,Short,1.61,4,2,58000000,1826327,99.4,110,2107,Occassionally,1.002,0.999,1.004
Passeriformes,Emberizidae,Field Sparrow,Spizella pusilla,Seed,Short,Shrubland,No,Short,1.10,3.5,1,7600000,3193199,94.6,81,1479,Occassionally,0.979,0.975,0.982
Passeriformes,Emberizidae,Five-striped Sparrow,Amphispiza quinquestriata,Invertebrates,Short,Shrubland,No,Resident,1.28,3.5,1,NA,152221,4.5,1,2,No,0.977,0.883,1.109
Passeriformes,Emberizidae,Fox Sparrow,Passerella iliaca,Omnivore,Short,Shrubland,No,Short,1.54,4,1,20000000,3440488,94.1,96,1644,Yes,1.010,1.005,1.014
Passeriformes,Emberizidae,Golden-crowned Sparrow,Zonotrichia atricapilla,Omnivore,Short,Shrubland,No,Moderate,1.50,4,1,4000000,661727,93.3,17,387,Yes,1.015,1.006,1.022
Passeriformes,Emberizidae,Grasshopper Sparrow,Ammodramus savannarum,Invertebrates,Short,Various,No,Short,1.25,4,1,30000000,3411741,37,13,221,No,1.016,1.003,1.029
Passeriformes,Emberizidae,Green-tailed Towhee,Pipilo chlorurus,Omnivore,Short,Shrubland,No,Short,1.46,3,1,4100000,2361146,39.4,9,124,Occassionally,1.007,0.990,1.027
Passeriformes,Emberizidae,Harris's Sparrow,Zonotrichia querula,Seed,Middle,Shrubland,No,Moderate,1.55,4,2,2000000,1173722,99.7,38,518,Yes,0.985,0.976,0.993
Passeriformes,Emberizidae,Henslow's Sparrow,Ammodramus henslowii,Invertebrates,Short,Grassland,No,Moderate,1.11,4,1,400000,659976,99.3,4,26,No,1.093,1.041,1.153
Passeriformes,Emberizidae,Lapland Longspur,Calcarius lapponicus,Seed,Short,Grassland,No,Moderate,1.45,5,1,60000000,7952267,97.8,58,856,No,1.046,0.991,1.082
Passeriformes,Emberizidae,Lark Bunting,Calamospiza melanocorys,Seed,Short,Grassland,No,Short,1.58,5,2,9100000,1738168,43.9,9,138,No,0.953,0.887,1.023
Passeriformes,Emberizidae,Lark Sparrow,Chondestes grammacus,Omnivore,Short,Various,No,Short,1.46,4.5,1,6900000,2357653,35.4,17,373,Occassionally,0.986,0.969,0.999
Passeriformes,Emberizidae,Le Conte's Sparrow,Ammodramus leconteii,Omnivore,Middle,Wetland,No,Moderate,1.11,4,1,8000000,1460606,99.6,18,245,No,1.011,0.998,1.024
Passeriformes,Emberizidae,Lincoln's Sparrow,Melospiza lincolnii,Omnivore,Short,Shrubland,No,Moderate,1.26,4.5,1,70000000,3546247,48.5,45,789,Occassionally,1.009,1.003,1.015
Passeriformes,Emberizidae,McKay's Bunting,Plectrophenax hyperboreus,Omnivore,Short,Grassland,No,Moderate,1.63,4,1,NA,72143,0,4,18,No,0.979,0.761,1.149
Passeriformes,Emberizidae,Olive Sparrow,Arremonops rufivirgatus,Omnivore,Short,Shrubland,No,Resident,1.34,4,1,NA,485945,6.3,2,34,Occassionally,1.011,1.001,1.022
Passeriformes,Emberizidae,Rufous-crowned Sparrow,Aimophila ruficeps,Omnivore,Short,Shrubland,No,Resident,1.28,3.5,1,NA,1188741,54.1,17,268,Occassionally,0.996,0.982,1.006
Passeriformes,Emberizidae,Rufous-winged Sparrow,Peucaea carpalis,Omnivore,Short,Shrubland,No,Resident,1.18,3.5,1,NA,176617,13.8,2,17,No,1.045,1.013,1.076
Passeriformes,Emberizidae,Bell's and Sagebrush Sparrow ††,Amphispiza belli and A. nevadensis,Seed,Short,Shrubland,No,Short,1.23,3.5,1,4000000,1025406,74.9,13,196,No,0.995,0.968,1.017
Passeriformes,Emberizidae,Savannah Sparrow,Passerculus sandwichensis,Omnivore,Short,Grassland,No,Short,1.33,4,1,170000000,4729295,58.7,85,1512,Occassionally,1.016,1.007,1.021
Passeriformes,Emberizidae,Seaside Sparrow,Ammodramus maritimus,Invertebrates,Short,Wetland,No,Withdrawal,1.35,4.5,1,160000,114047,95.1,16,164,No,0.993,0.972,1.019
Passeriformes,Emberizidae,Nelson's and Saltmarsh Sparrow ‡‡,Ammodramus nelsoni and A. caudacutus,Omnivore,Short,Wetland,No,Short,1.23,5,1,NA,257377,96.1,17,182,No,0.967,0.946,0.985
Passeriformes,Emberizidae,Smith's Longspur,Calcarius pictus,Omnivore,Short,Grassland,No,Moderate,1.45,4.5,1,NA,901812,100,6,32,No,1.031,0.936,1.099
Passeriformes,Emberizidae,Snow Bunting,Plectrophenax nivalis,Seed,Short,Grassland,No,Moderate,1.63,5,1,14000000,7453512,71.4,67,1359,Occassionally,0.988,0.939,1.018
Passeriformes,Emberizidae,Song Sparrow,Melospiza melodia,Omnivore,Middle,Various,Yes,Short,1.38,4,1,130000000,7791648,91.7,146,2834,Yes,1.010,1.008,1.012
Passeriformes,Emberizidae,Swamp Sparrow,Melospiza georgiana,Omnivore,Short,Wetland,No,Short,1.24,4.5,1,30000000,4079215,77.1,99,1790,Occassionally,0.998,0.994,1.003
Passeriformes,Emberizidae,Vesper Sparrow,Pooecetes gramineus,Seed,Short,Grassland,No,Moderate,1.41,4,2,28000000,3644867,57.9,47,745,No,1.005,0.988,1.030
Passeriformes,Emberizidae,White-crowned Sparrow,Zonotrichia leucophrys,Seed,Middle,Various,Yes,Moderate,1.45,3.5,1,60000000,7072892,81.7,116,2130,Yes,1.011,1.004,1.019
Passeriformes,Emberizidae,White-throated Sparrow,Zonotrichia albicollis,Seed,Short,Woodland,No,Short,1.39,4.5,1,140000000,4052858,95.3,117,2259,Yes,1.001,0.997,1.004
Passeriformes,Emberizidae,Yellow-eyed Junco,Junco phaeonotus,Omnivore,Short,Woodland,No,Resident,1.30,3.5,1,NA,479735,5.4,1,11,No,0.978,0.953,1.008
Passeriformes,Fringillidae,American Goldfinch,Spinus tristis,Seed,Middle,Various,Yes,Short,1.19,5,0.9,42000000,7645879,93.7,151,2973,Yes,1.015,1.006,1.023
Passeriformes,Fringillidae,"Black, Brown-capped, and Gray-crowned Rosy-Finch §§","Leucosticte atrata, L. australis, and L. tephrocotis",Omnivore,Short,Various,No,Short,1.40,4.5,1,NA,2194408,95.7,15,161,Yes,0.972,0.839,1.038
Passeriformes,Fringillidae,Cassin's Finch,Carpodacus cassinii,Seed,Short,Woodland,No,Short,1.42,4.5,1,2900000,2646009,77.9,27,318,Yes,0.983,0.937,1.003
Passeriformes,Fringillidae,Common Redpoll,Acanthis flammea,Seed,Short,Shrubland,No,Irruptive,1.15,4.5,1,50000000,10848592,51.3,31,393,Yes,1.031,0.976,1.056
Passeriformes,Fringillidae,Evening Grosbeak,Coccothraustes vespertinus,Omnivore,Middle,Woodland,No,Irruptive,1.79,3.5,1,3900000,9655747,88.3,58,924,Yes,0.980,0.953,1.003
Passeriformes,Fringillidae,Hoary Redpoll,Acanthis hornemanni,Seed,Short,Shrubland,No,Irruptive,1.18,4.5,1,13000000,10710974,43.8,11,179,Yes,1.027,0.977,1.069
Passeriformes,Fringillidae,House Finch,Carpodacus mexicanus,Seed,Middle,Various,Yes,Resident,1.33,4.5,1,35000000,7569978,78.8,144,2485,Yes,1.024,1.018,1.028
Passeriformes,Fringillidae,Lawrence's Goldfinch,Spinus lawrencei,Seed,Short,Various,No,Irruptive,1.04,4.5,2,300000,336615,58.2,1,80,Occassionally,0.956,0.921,0.993
Passeriformes,Fringillidae,Lesser Goldfinch,Spinus psaltria,Seed,Short,Various,Yes,Short,0.95,4.5,1,3900000,2910632,30.5,28,448,Yes,1.034,1.022,1.056
Passeriformes,Fringillidae,Pine Grosbeak,Pinicola enucleator,Seed,Short,Woodland,No,Irruptive,1.75,4,1,3000000,10433369,45.3,50,980,Yes,1.028,0.999,1.048
Passeriformes,Fringillidae,Pine Siskin,Spinus pinus,Seed,Middle,Woodland,Yes,Irruptive,1.10,3.5,1,40000000,11977351,78.7,107,1679,Yes,1.007,0.968,1.027
Passeriformes,Fringillidae,Purple Finch,Carpodacus purpureus,Seed,Middle,Woodland,Yes,Short,1.37,4.5,1,6300000,4598602,98.8,105,2102,Yes,0.964,0.955,0.971
Passeriformes,Fringillidae,Red Crossbill,Loxia curvirostra,Seed,Short,Woodland,No,Resident,1.58,4,1,8000000,12021838,74.9,44,658,Occassionally,0.993,0.946,1.028
Passeriformes,Fringillidae,White-winged Crossbill,Loxia leucoptera,Seed,Short,Woodland,No,Withdrawal,1.46,3.5,0.4,20000000,12058892,50.7,28,532,Occassionally,1.030,0.946,1.080
Passeriformes,Hirundinidae,Barn Swallow,Hirundo rustica,Invertebrates,Short,Various,Yes,Moderate,1.25,5,1,33000000,18835675,0,3,91,No,1.072,1.027,1.116
Passeriformes,Hirundinidae,Cave Swallow,Petrochelidon fulva,Invertebrates,Short,Various,Yes,Short,1.28,4,1,1000000,464039,0,3,40,No,1.396,1.308,1.499
Passeriformes,Hirundinidae,Northern Rough-winged Swallow,Stelgidopteryx serripennis,Invertebrates,Short,Various,Yes,Moderate,1.16,6,1,14000000,1494513,14.3,4,62,No,1.064,1.026,1.106
Passeriformes,Hirundinidae,Tree Swallow,Tachycineta bicolor,Invertebrates,Middle,Various,No,Moderate,1.29,5,1,17000000,2104870,14.6,24,454,No,0.998,0.972,1.018
Passeriformes,Hirundinidae,Violet-green Swallow,Tachycineta thalassina,Invertebrates,Short,Woodland,No,Moderate,1.15,4.5,1,5800000,1141973,0.1,1,85,No,0.985,0.956,1.013
Passeriformes,Icteridae,Altamira Oriole,Icterus gularis,Invertebrates,Short,Woodland,No,Resident,1.74,4,1,NA,562622,3.2,1,8,Occassionally,1.018,1.004,1.033
Passeriformes,Icteridae,Audubon's Oriole,Icterus graduacauda,Omnivore,Short,Woodland,No,Resident,1.62,4,1,NA,266829,2.5,1,13,Occassionally,1.003,0.977,1.026
Passeriformes,Icteridae,Baltimore Oriole,Icterus galbula,Omnivore,Middle,Woodland,Yes,Moderate,1.54,4,1,12000000,2603940,5.3,17,299,Occassionally,0.985,0.970,0.998
Passeriformes,Icteridae,Boat-tailed and Great-tailed Grackle ¶¶,Quiscalus major and Q. mexicanus,Omnivore,Middle,Wetland,Yes,Resident,2.18,3,1.3,7000000,5208194,54.3,43,608,Yes,1.094,1.062,1.131
Passeriformes,Icteridae,Brewer's Blackbird,Euphagus cyanocephalus,Invertebrates,Middle,Various,Yes,Short,1.80,5.5,1,20000000,6144684,75,63,1063,Yes,0.988,0.981,0.996
Passeriformes,Icteridae,Bronzed Cowbird,Molothrus aeneus,Omnivore,Short,Various,Yes,Withdrawal,1.80,1,2,1000000,1845398,1.7,4,54,No,1.022,0.991,1.052
Passeriformes,Icteridae,Brown-headed Cowbird,Molothrus ater,Omnivore,Middle,Various,Yes,Short,1.61,4,1,110000000,5331486,68.4,116,2171,Yes,0.980,0.970,0.989
Passeriformes,Icteridae,Bullock's Oriole,Icterus bullockii,Omnivore,Short,Woodland,Yes,Moderate,1.56,4.5,2,6200000,771106,1,2,59,Occassionally,1.024,1.009,1.039
Passeriformes,Icteridae,Common Grackle,Quiscalus quiscula,Omnivore,Middle,Various,Yes,Short,2.02,5,1,61000000,3699260,99.5,115,2058,Yes,0.976,0.964,0.987
Passeriformes,Icteridae,Eastern Meadowlark,Sturnella magna,Invertebrates,Short,Grassland,No,Withdrawal,1.96,5,1,22000000,6118248,58,80,1427,Occassionally,0.973,0.969,0.977
Passeriformes,Icteridae,Hooded Oriole,Icterus cucullatus,Invertebrates,Short,Woodland,Yes,Withdrawal,1.39,4,1,300000,514746,0,1,6,Occassionally,1.050,1.018,1.083
Passeriformes,Icteridae,Orchard Oriole,Icterus spurius,Omnivore,Short,Woodland,No,Moderate,1.28,4,1,9200000,1429703,0,1,18,Occassionally,1.026,0.996,1.056
Passeriformes,Icteridae,Red-winged Blackbird,Agelaius phoeniceus,Omnivore,Middle,Various,Yes,Short,1.71,5,2,120000000,8721974,82.4,137,2636,Yes,0.996,0.986,1.004
Passeriformes,Icteridae,Rusty Blackbird,Euphagus carolinus,Omnivore,Short,Wetland,No,Moderate,1.78,4.5,1,5000000,2650532,99.6,83,1345,No,0.969,0.944,0.989
Passeriformes,Icteridae,Scott's Oriole,Icterus parisorum,Invertebrates,Short,Shrubland,No,Short,1.56,3.5,1,1800000,662341,0,2,15,Occassionally,1.023,0.999,1.050
Passeriformes,Icteridae,Shiny Cowbird,Molothrus bonariensis,Omnivore,Short,Various,Yes,Short,1.60,3.5,1,NA,13484421,0.1,2,14,No,1.080,0.927,1.278
Passeriformes,Icteridae,Spot-breasted Oriole,Icterus pectoralis,Omnivore,Short,,Yes,Resident,1.69,3,1,NA,214377,8.1,1,6,Occassionally,0.939,0.923,0.954
Passeriformes,Icteridae,Tricolored Blackbird,Agelaius tricolor,Invertebrates,Middle,Wetland,No,Short,1.76,3,1,NA,108584,99.2,5,138,No,1.014,0.982,1.040
Passeriformes,Icteridae,Western Meadowlark,Sturnella neglecta,Invertebrates,Short,Grassland,No,Short,2.00,5,1,79000000,5543921,75.3,54,919,Occassionally,0.987,0.981,0.993
Passeriformes,Icteridae,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Omnivore,Middle,Wetland,No,Short,1.87,4,1,11000000,1697037,25,14,169,No,1.005,0.945,1.047
Passeriformes,Laniidae,Loggerhead Shrike,Lanius ludovicianus,Invertebrates,Middle,Shrubland,No,Withdrawal,1.71,5.5,1,4900000,5697055,70.2,75,1334,Occassionally,0.979,0.977,0.982
Passeriformes,Laniidae,Northern Shrike,Lanius excubitor,Vertebrates,Middle,Shrubland,No,Short,1.80,5.5,1,NA,7482153,83.4,80,1536,Occassionally,1.003,1.000,1.006
Passeriformes,Mimidae,Bendire's Thrasher,Toxostoma bendirei,Invertebrates,Short,Shrubland,No,Withdrawal,1.79,3.5,0.8,60000,284783,49.4,2,35,Occassionally,0.967,0.946,0.986
Passeriformes,Mimidae,Brown Thrasher,Toxostoma rufum,Omnivore,Middle,Shrubland,No,Short,1.84,4,0.8,4900000,1534024,99,63,1074,Occassionally,0.981,0.978,0.985
Passeriformes,Mimidae,California Thrasher,Toxostoma redivivum,Invertebrates,Short,Shrubland,Yes,Resident,1.93,3,0.6,200000,167680,85.1,4,134,Occassionally,1.001,0.987,1.013
Passeriformes,Mimidae,Crissal Thrasher,Toxostoma crissale,Invertebrates,Short,Shrubland,No,Resident,1.80,3,0.8,90000,1014077,39.9,10,108,Occassionally,1.004,0.994,1.015
Passeriformes,Mimidae,Curve-billed Thrasher,Toxostoma curvirostre,Invertebrates,Middle,Shrubland,Yes,Resident,1.91,3,1,1100000,2019882,36.2,13,182,Occassionally,1.014,1.005,1.025
Passeriformes,Mimidae,Gray Catbird,Dumetella carolinensis,Omnivore,Middle,Shrubland,Yes,Short,1.55,3.5,1,27000000,1662422,38.1,38,694,Occassionally,1.011,1.005,1.016
Passeriformes,Mimidae,Le Conte's Thrasher,Toxostoma lecontei,Invertebrates,Short,Shrubland,No,Resident,1.79,3.5,0.8,60000,251917,79.7,4,30,Occassionally,0.995,0.976,1.018
Passeriformes,Mimidae,Long-billed Thrasher,Toxostoma longirostre,Invertebrates,Short,Shrubland,No,Resident,1.83,3.5,0.8,120000,299693,32.4,3,45,Occassionally,1.008,0.996,1.020
Passeriformes,Mimidae,Northern Mockingbird,Mimus polyglottos,Omnivore,Short,Shrubland,Yes,Withdrawal,1.69,4,1,27000000,10332117,81,100,1964,Occassionally,1.003,1.001,1.005
Passeriformes,Mimidae,Sage Thrasher,Oreoscoptes montanus,Invertebrates,Short,Shrubland,No,Short,1.65,5.5,2,5900000,1632036,52.2,6,86,Occassionally,1.022,0.994,1.055
Passeriformes,Motacillidae,American Pipit,Anthus rubescens,Omnivore,Short,Grassland,No,Moderate,1.35,4.5,1,18000000,4976099,57.2,79,1214,No,0.990,0.976,1.016
Passeriformes,Motacillidae,Sprague's Pipit,Anthus spragueii,Omnivore,Short,Grassland,No,Moderate,1.38,5.5,1,900000,1693913,43.3,7,110,No,0.995,0.978,1.009
Passeriformes,Paridae,Black-capped Chickadee,Poecile atricapillus,Invertebrates,Middle,Woodland,Yes,Resident,1.03,7,0.5,41000000,8811370,66.2,106,2145,Yes,1.016,0.979,1.020
Passeriformes,Paridae,Boreal Chickadee,Poecile hudsonicus,Omnivore,Short,Woodland,No,Resident,0.98,6.5,1,12000000,7084888,18.3,28,401,Yes,1.000,0.988,1.011
Passeriformes,Paridae,Bridled Titmouse,Baeolophus wollweberi,Invertebrates,Short,Woodland,No,Resident,1.00,6,1,90000,534444,13.4,4,43,Occassionally,1.001,0.985,1.016
Passeriformes,Paridae,Carolina Chickadee,Poecile carolinensis,Invertebrates,Middle,Woodland,Yes,Resident,1.00,6.5,1,12000000,2317990,99.7,63,997,Yes,1.010,1.008,1.012
Passeriformes,Paridae,Chestnut-backed Chickadee,Poecile rufescens,Omnivore,Short,Woodland,Yes,Resident,1.00,6,1,9700000,957284,93.3,13,320,Yes,1.026,1.019,1.034
Passeriformes,Paridae,Mexican Chickadee,Parus sclateri,Invertebrates,Middle,Woodland,No,Resident,1.02,6.5,1,NA,202673,0.6,1,3,Occassionally,0.974,0.944,1.018
Passeriformes,Paridae,Mountain Chickadee,Poecile gambeli,Invertebrates,Middle,Woodland,Yes,Resident,1.05,9,1,7500000,2696632,95.8,38,595,Yes,1.002,0.989,1.009
Passeriformes,Paridae,Juniper and Oak Titmouse ##,Baeolophus ridgwayi and B. inornatus,Omnivore,Short,Woodland,No,Resident,1.20,7,1,680000,1237055,97.8,20,295,Yes,1.012,1.003,1.018
Passeriformes,Paridae,Black-crested and Tufted Titmouse __ ,Baeolophus atricristatus and B. bicolor,Invertebrates,Short,Woodland,No,Resident,1.33,6,1,8500000,2975357,99.6,95,1760,Yes,1.016,1.014,1.018
Passeriformes,Paridae,Verdin,Auriparus flaviceps,Invertebrates,Short,Shrubland,Yes,Resident,0.83,4.5,1,3500000,1760288,42.3,16,195,Occassionally,1.006,0.996,1.016
Passeriformes,Parulidae,American Redstart,Setophaga ruticilla,Invertebrates,Short,Woodland,No,Moderate,0.92,3.5,1,39000000,3720370,0.9,2,61,No,1.001,0.978,1.016
Passeriformes,Parulidae,Black-and-white Warbler,Mniotilta varia,Invertebrates,Middle,Woodland,No,Moderate,1.04,5,1,20000000,3254073,9.3,14,308,Occassionally,1.008,1.003,1.014
Passeriformes,Parulidae,Black-throated Blue Warbler,Dendroica caerulescens,Invertebrates,Short,Woodland,No,Long,1.01,4,1,2100000,363800,1.8,1,43,No,1.003,0.988,1.018
Passeriformes,Parulidae,Black-throated Gray Warbler,Dendroica nigrescens,Invertebrates,Short,Various,No,Moderate,0.90,4,1,2400000,639974,0,4,127,No,1.023,1.008,1.041
Passeriformes,Parulidae,Black-throated Green Warbler,Dendroica virens,Invertebrates,Short,Woodland,No,Moderate,0.94,4.5,1,10000000,1485514,0.9,2,60,No,1.033,1.014,1.052
Passeriformes,Parulidae,Cape May Warbler,Dendroica tigrina,Invertebrates,Short,Woodland,No,Long,1.00,6.5,1,7000000,614301,0,1,28,No,0.982,0.958,1.006
Passeriformes,Parulidae,Chestnut-sided Warbler,Dendroica pensylvanica,Invertebrates,Short,Shrubland,No,Long,0.97,4,1,19000000,1270578,0,1,2,No,0.997,0.915,1.069
Passeriformes,Parulidae,Common Yellowthroat,Geothlypis trichas,Invertebrates,Short,Shrubland,No,Short,0.98,3.5,1,83000000,3549972,24.9,44,805,No,0.996,0.990,1.000
Passeriformes,Parulidae,Hermit Warbler,Dendroica occidentalis,Invertebrates,Short,Woodland,No,Moderate,1.00,4,1,2500000,564932,0,1,48,No,1.047,1.028,1.069
Passeriformes,Parulidae,Louisiana Waterthrush,Parkesia motacilla,Invertebrates,Middle,Woodland,No,Moderate,1.30,5,1,360000,1736752,0,11,27,No,1.003,0.862,1.035
Passeriformes,Parulidae,MacGillivray's Warbler,Oporornis tolmiei,Invertebrates,Short,Shrubland,No,Moderate,1.00,4.5,1,12000000,920379,0,5,38,No,0.989,0.963,1.019
Passeriformes,Parulidae,Magnolia Warbler,Dendroica magnolia,Invertebrates,Short,Woodland,No,Long,0.91,4,1,40000000,1117672,0,2,48,No,0.978,0.917,1.006
Passeriformes,Parulidae,Nashville Warbler,Oreothlypis ruficapilla,Invertebrates,Middle,Woodland,No,Moderate,0.91,4.5,1,32000000,924446,8.3,4,104,No,1.013,0.996,1.028
Passeriformes,Parulidae,Northern Parula,Parula americana,Invertebrates,Short,Woodland,No,Moderate,0.90,4,1,13000000,607470,0.9,1,70,No,1.010,1.000,1.019
Passeriformes,Parulidae,Northern Waterthrush,Parkesia noveboracensis,Invertebrates,Short,Woodland,No,Moderate,1.24,4,1,19000000,3423967,0.2,3,74,No,0.999,0.985,1.013
Passeriformes,Parulidae,Orange-crowned Warbler,Oreothlypis celata,Invertebrates,Short,Various,No,Moderate,0.96,5,2,80000000,2973905,51.1,46,813,Occassionally,1.024,1.018,1.030
Passeriformes,Parulidae,Ovenbird,Seiurus aurocapillus,Invertebrates,Middle,Woodland,No,Moderate,1.27,4,1,22000000,1674789,5.3,3,81,No,0.992,0.983,1.001
Passeriformes,Parulidae,Painted Redstart,Myioborus pictus,Invertebrates,Short,Woodland,No,Withdrawal,1.00,4,1,NA,585084,0,1,11,No,1.038,1.023,1.054
Passeriformes,Parulidae,Palm Warbler,Dendroica palmarum,Invertebrates,Short,Various,No,Short,1.01,4.5,1,13000000,812959,47.9,32,515,No,1.021,1.012,1.028
Passeriformes,Parulidae,Pine Warbler,Dendroica pinus,Invertebrates,Short,Woodland,No,Short,1.07,4,1,12000000,1142777,92.1,42,693,Occassionally,1.031,1.025,1.036
Passeriformes,Parulidae,Prairie Warbler,Dendroica discolor,Invertebrates,Short,Shrubland,No,Short,0.88,4,1,3500000,338649,25.5,4,109,No,0.987,0.981,0.993
Passeriformes,Parulidae,Prothonotary Warbler,Protonotaria citrea,Invertebrates,Short,Wetland,No,Moderate,1.16,4.5,1,1600000,1405081,7,9,37,No,0.968,0.735,1.027
Passeriformes,Parulidae,Tennessee Warbler,Oreothlypis peregrina,Invertebrates,Short,Woodland,No,Long,0.95,5.5,1,70000000,1566944,0,2,31,No,1.004,0.975,1.036
Passeriformes,Parulidae,Townsend's Warbler,Dendroica townsendi,Invertebrates,Short,Woodland,No,Moderate,0.95,4,2,17000000,924764,16.2,5,187,Occassionally,1.067,1.057,1.077
Passeriformes,Parulidae,Tropical Parula,Parula pitiayumi,Invertebrates,Short,Woodland,No,Withdrawal,0.85,3.5,1,NA,8283217,0,1,5,No,0.986,0.954,1.026
Passeriformes,Parulidae,Wilson's Warbler,Wilsonia pusilla,Invertebrates,Short,Shrubland,No,Moderate,0.88,3.5,1,60000000,1372897,5.2,5,141,No,1.019,1.001,1.033
Passeriformes,Parulidae,Worm-eating Warbler,Helmitheros vermivorus,Invertebrates,Short,Woodland,No,Moderate,1.15,5.5,1,830000,906385,0,9,40,No,1.002,0.932,1.480
Passeriformes,Parulidae,Yellow Warbler,Dendroica petechia,Invertebrates,Short,Shrubland,No,Moderate,1.01,4.5,1,90000000,3464873,0.8,3,74,No,1.040,1.022,1.058
Passeriformes,Parulidae,Yellow-breasted Chat,Icteria virens,Omnivore,Short,Shrubland,No,Moderate,1.41,4,1,11000000,951871,0,5,57,No,1.025,1.010,1.039
Passeriformes,Parulidae,Yellow-rumped Warbler,Dendroica coronata,Invertebrates,Short,Woodland,No,Short,1.08,4.5,1,130000000,6285052,58.7,113,2049,Occassionally,1.000,0.995,1.004
Passeriformes,Parulidae,Yellow-throated Warbler,Dendroica dominica,Invertebrates,Short,Woodland,No,Short,0.99,4.5,1,1800000,807544,27.5,9,168,Occassionally,0.998,0.993,1.004
