geo,name,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
swz,Eswatini,86000,85550,85102,84657,84214,83774,83335,82899,82466,82034,81607,81180,80756,80333,79913,79495,79079,78665,78254,77844,77437,77032,76629,76228,75829,75432,75038,74645,74255,73866,73480,73095,72713,72333,71954,71578,71203,70831,70460,70092,69725,69360,68997,68636,68277,67920,67565,67211,66859,66713,66771,67028,67493,68166,68846,69533,70227,70927,71635,72349,73071,73800,74536,75279,76030,76788,77554,78328,79109,79898,80695,81500,82313,83134,83963,84801,85647,86501,87364,88235,89115,90004,90902,91809,92724,93649,94583,95527,96479,97442,98414,99395,100387,101388,102399,103421,104452,105494,106546,107747,109100,110608,112277,114109,115971,117863,119787,121741,123728,125723,127726,129737,131755,133781,135838,137927,140047,142201,144405,146808,149416,152236,155273,158537,161869,165271,168744,172291,175912,179578,183291,187049,190855,194707,198637,202647,206737,210910,215167,219466,223805,228187,232609,237073,241623,246260,250985,255802,260711,265991,271655,278604,285630,292738,299930,307217,314613,322123,329760,337509,345337,353264,361365,369759,378656,388336,398766,409031,419147,429875,441216,453183,465788,479038,492988,507673,523330,540348,558446,577199,596644,616808,637652,658957,680783,706196,734732,763811,799798,837800,872428,908189,943416,971318,971212,970433,989841,1006635,1019653,1030782,1041414,1051064,1059441,1066700,1073159,1079022,1084436,1090705,1098091,1105153,1111650,1117833,1123863,1129990,1136299,1142813,1149507,1158195,1168929,1179874,1192729,1206593,1218917,1230506,1242822,1256174,1269859,1283222,1295967,1308350,1320918,1333170,1344897,1356744,1368359,1379418,1390155,1400445,1410501,1420451,1429781,1439043,1448110,1456449,1464370,1472137,1479611,1486494,1493023,1499435,1505331,1510782,1515942,1520481,1524362,1527665,1530611,1533361,1536017,1538248,1539564,1540354,1540953,1541076,1540780,1540153,1539333,1538053,1536165,1533890,1531453,1528713,1525547,1522095,1518055,1513671,1509060,1504249,1499640,1494933,1489791,1484437,1478619,1472249,1465479,1458343,1451217,1444221,1437188,1429871,1422364,1414661,1406866,1399107,1391140,1383009,1374859,1366736,1358520,1349837,1340879
syc,Seychelles,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12522,12531,12548,12575,12610,12654,12699,12743,12788,12833,12878,12923,12968,13014,13060,13105,13151,13197,13244,13290,13337,13384,13431,13478,13525,13572,13620,13668,13716,13764,13812,13860,13909,13989,14069,14150,14231,14312,14394,14476,14558,14641,14725,14809,14893,14977,15062,15148,15234,15320,15406,15493,15581,15669,15757,15846,15935,16025,16115,16205,16296,16388,16479,16572,16664,16758,16851,16945,17040,17135,17230,17374,17568,17813,18110,18461,18820,19184,19556,19936,20322,20724,21142,21577,22029,22498,22978,23468,23968,24478,25000,25475,25903,26282,26610,26885,27163,27444,27728,28014,28248,28481,28712,28941,29169,29394,29621,29850,30081,30313,30547,30842,31198,31617,32101,32651,33210,33779,34358,34947,35546,36049,36456,36763,36969,37072,37175,37279,37383,37487,37591,37856,38284,38683,38989,39313,39681,40102,40600,41178,41799,42464,43230,44108,45063,46075,47140,48270,49456,50667,51885,53081,54252,55511,56889,58300,59739,61218,62743,64104,64987,65603,66260,66950,67650,68360,69083,69823,70564,71338,72210,73118,73983,74817,75617,76409,77261,78126,78882,79650,80722,82021,83318,84606,85857,87034,88156,89266,90373,91468,92547,93628,94971,97024,99543,102093,104654,107230,109821,112427,115040,117650,120291,122987,125522,127951,130418,132779,134959,136898,138520,139722,140399,140778,141119,141409,141664,141891,142082,142238,142360,142454,142544,142601,142620,142618,142582,142524,142436,142306,142150,141960,141746,141518,141270,141012,140720,140387,140036,139653,139246,138821,138369,137887,137381,136841,136275,135691,135090,134488,133879,133264,132634,131984,131334,130675,130012,129344,128677,128008,127334,126668,126013,125373,124748,124136,123548,122972,122413,121872,121356,120858,120376,119912,119450,119001,118555,118106,117666,117239,116811,116384,115963
syr,Syria,1250000,1254212,1258439,1262680,1266935,1271204,1275488,1279786,1284099,1288426,1292783,1297140,1301511,1305897,1310297,1314713,1319144,1323589,1328049,1332525,1337016,1341522,1346044,1350582,1355134,1359702,1364286,1368885,1373499,1378129,1382774,1387436,1392113,1396805,1401514,1406238,1410978,1415735,1420507,1425295,1430100,1434921,1439758,1444611,1449480,1454366,1459269,1464188,1469124,1474076,1479045,1484600,1490175,1495771,1501387,1507025,1512684,1518363,1524064,1529786,1535529,1541293,1547079,1552887,1558716,1564566,1570439,1576333,1582249,1588187,1594146,1600127,1606130,1612155,1618203,1624273,1630365,1636480,1642618,1648778,1654961,1661168,1667397,1673650,1679925,1686224,1692547,1698892,1705262,1711655,1718071,1724512,1730976,1737465,1743977,1750514,1757075,1763660,1770269,1780387,1794073,1811391,1832405,1857177,1882284,1907730,1933520,1959658,1986149,2013402,2041433,2070259,2099896,2130363,2161270,2192626,2224437,2256708,2288593,2320927,2353719,2386974,2420699,2454900,2489584,2524759,2560430,2596605,2633292,2670497,2708227,2746491,2785295,2824648,2864556,2905028,2946072,2987696,3029909,3072717,3116130,3160157,3204806,3250085,3296005,3342573,3389799,3437692,3486262,3544270,3612081,3684865,3765243,3852829,3947870,4050589,4160632,4277740,4401993,4533770,4673500,4815466,4959340,5110467,5269087,5435267,5609047,5790198,5978742,6175166,6380609,6598094,6826024,7060321,7302160,7554364,7817320,8090501,8372759,8661909,8957663,9260189,9572511,9904809,10258398,10625672,11002844,11388923,11782264,12179060,12579208,12980821,13385571,13795686,14208583,14616801,15018104,15417542,15820413,16228061,16637888,17051338,17468332,17889296,18336875,18814091,19637022,20884125,21636564,21976969,22482421,22878098,22759763,21666917,20273659,19424618,19193834,19224668,19577845,20353534,21049429,21628839,22462173,23594623,24672760,25620427,26472497,27261538,28006551,28719304,29395540,30029817,30633651,31212470,31768131,32294793,32788145,33258403,33710715,34131233,34533185,34916933,35279861,35623329,35944390,36265286,36583262,36878637,37171022,37477690,37793372,38104385,38405282,38721838,39054293,39368397,39670581,39961168,40238147,40530398,40823977,41088486,41335313,41578973,41823207,42068747,42294461,42492721,42677395,42839336,42982251,43123472,43261217,43381016,43481645,43575382,43662464,43725969,43766728,43813248,43889937,43971329,44033887,44077522,44108507,44142310,44149497,44136238,44135056,44138103,44123099,44101402,44080745,44052054,44013438,43975476,43935136,43877577,43817373,43753607,43686647
tcd,Chad,1432000,1438365,1444759,1451181,1457631,1464111,1470618,1477155,1483721,1490317,1496970,1503625,1510308,1517022,1523765,1530538,1537341,1544175,1551038,1557933,1564858,1571814,1578800,1585818,1592867,1599948,1607059,1614203,1621378,1628585,1635824,1643095,1650399,1657735,1665104,1672505,1679939,1687407,1694907,1702441,1710008,1717609,1725244,1732913,1740616,1748353,1756124,1763930,1771771,1778415,1783856,1789068,1793068,1795846,1798627,1801413,1804202,1806995,1809791,1812592,1815396,1818204,1821016,1823831,1826651,1829474,1832301,1835132,1837967,1841174,1844755,1848712,1853046,1857760,1862485,1867222,1871970,1876729,1881500,1886283,1891077,1895883,1900701,1905530,1910371,1915224,1920089,1924965,1929853,1930876,1928051,1921394,1910922,1896653,1882489,1868431,1854477,1840627,1826879,1814673,1803992,1794821,1787143,1780945,1774768,1768612,1762476,1756362,1750268,1744195,1738142,1732110,1726098,1720107,1714136,1708185,1702255,1696344,1689559,1688499,1693217,1703763,1720190,1742553,1765206,1788154,1811400,1834948,1858802,1882585,1906292,1929915,1953451,1976892,2000615,2024622,2048918,2073504,2098386,2125286,2154255,2185346,2218613,2254111,2290176,2326819,2364049,2401873,2440303,2481468,2525454,2570407,2616313,2663771,2713005,2764249,2817656,2873083,2930367,2989322,3049838,3111947,3175598,3240905,3307479,3374220,3440903,3508512,3578231,3651113,3727828,3807316,3893252,3985909,4078356,4167234,4251297,4331667,4411366,4505384,4515453,4520959,4738483,4979130,5045145,5096269,5251069,5438309,5625602,5819586,5982833,6205676,6474656,6629146,6783450,7089064,7410108,7670366,7938840,8222705,8512093,8804124,9116192,9487833,9920036,10328092,10706424,11081660,11476296,11893754,12312575,12754997,13210998,13691079,14188678,14647621,15114655,15622759,16156531,16685223,17224679,17828273,18455316,19319064,20299123,21003705,21560380,22175375,22847750,23526039,24207479,24897239,25596232,26297840,26997408,27697279,28410504,29132971,29856456,30584707,31307342,32035125,32777673,33525245,34272321,35026393,35788067,36546920,37317470,38088925,38857686,39636033,40417241,41198789,41975488,42754651,43535493,44307098,45076265,45852726,46632974,47394753,48138588,48877552,49618990,50353311,51077560,51782710,52470753,53159584,53842126,54524658,55209884,55884821,56539258,57185785,57827024,58458806,59090653,59717802,60327438,60926274,61499867,62056322,62614533,63162285,63691683,64204341,64696819,65177199,65661962,66127376,66573216,67005884,67409184,67793405,68175869,68557149,68907302,69227470,69546607
tgo,Togo,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,445985,446365,447125,448269,449797,451711,453633,455564,457502,459449,461404,463368,465340,467320,469309,471306,473311,475326,477348,479380,481420,483468,485526,487592,489667,491751,493843,495945,498055,500175,502303,504617,507119,510218,513512,517005,520521,524060,527624,531211,534823,538458,542118,545803,549512,553246,557005,560789,564599,568434,572295,576529,581144,586144,591537,597329,603177,609083,615045,621066,627145,633028,638710,644187,649455,654511,659605,664738,669911,675124,680376,685670,691004,696379,701796,707254,712754,718297,723882,729510,735182,740897,746656,752460,758308,764202,770140,776125,782155,788232,794355,800687,807230,813988,820964,828161,835421,842743,850130,857581,864441,872586,882045,892845,905018,918594,932372,946358,960553,974962,989586,1004226,1018879,1033542,1048212,1062887,1077768,1092857,1108157,1123671,1139402,1156291,1174370,1193673,1214235,1236091,1258341,1280991,1304049,1327522,1351417,1375444,1399600,1424397,1449924,1476071,1502761,1529946,1557636,1585878,1614635,1643757,1673110,1702717,1732959,1765072,1803440,1853771,1918513,1995890,2080226,2164814,2244773,2317976,2384994,2448749,2511760,2574622,2637796,2701894,2768148,2839854,2920894,3013043,3115042,3222899,3332837,3441091,3547952,3657508,3769742,3883411,3998761,4115560,4233617,4207453,4222940,4410832,4577860,4725030,4860913,5000269,5140037,5277382,5413274,5552167,5696508,5844631,6010668,6188344,6368812,6551865,6732590,6916474,7100736,7285442,7472450,7663195,7858289,8057140,8258778,8463068,8669720,8878379,9089738,9304337,9515236,9721608,9930918,10142996,10356496,10572460,10792997,11018536,11246761,11475982,11705826,11937684,12170508,12404347,12641137,12881276,13121352,13361760,13604977,13851202,14099649,14347512,14595249,14841670,15088054,15337442,15584778,15831367,16078297,16321187,16562847,16808373,17053773,17294590,17533071,17768602,18005440,18244747,18484309,18726404,18967623,19205743,19445325,19684298,19923664,20162518,20395142,20624540,20853146,21082716,21313198,21543950,21771403,21989994,22202395,22419579,22642369,22862553,23077378,23286746,23490958,23691335,23891769,24082475,24266780,24452438,24632971,24811521,24986356,25154167,25325646,25496674,25661542,25825693,25986594,26145662,26300754
tha,Thailand,3000000,3066958,3135410,3205390,3276931,3350070,3424841,3501280,3579426,3659316,3742812,3826349,3911750,3999057,4088313,4179561,4272845,4368212,4465707,4548116,4615037,4666059,4700759,4718706,4736723,4754808,4772962,4791185,4809478,4827841,4846274,4864777,4883351,4901996,4920712,4939500,4958359,4977290,4996294,5015370,5034519,5053741,5073036,5092406,5111849,5131366,5150958,5170624,5190366,5211387,5233697,5258466,5284558,5311984,5339552,5367263,5395118,5423117,5451261,5479551,5507987,5536571,5565302,5594183,5623213,5652394,5681725,5711209,5740845,5773258,5808481,5846551,5887501,5931368,5975562,6020084,6064938,6110126,6155650,6201513,6247717,6294265,6341160,6388404,6436000,6483950,6532257,6580923,6629952,6682187,6737682,6796487,6858657,6924244,6990457,7057304,7124790,7192921,7261702,7336117,7416284,7502325,7594362,7692521,7791948,7892661,7994674,8098006,8202673,8315433,8436507,8566119,8704499,8851882,9001761,9154176,9309172,9466792,9624991,9799784,9991780,10201603,10429900,10677334,10930637,11189950,11455415,11727177,12005387,12287665,12574051,12864583,13159300,13458238,13763968,14076643,14396421,14723463,15057935,15410165,15780821,16170592,16580190,17010349,17451668,17904437,18368953,18845520,19334451,19861476,20428402,20965182,21527582,22109323,22713338,23343181,23997265,24674830,25367005,26088013,26851747,27650334,28481040,29342322,30232141,31149337,32086071,33037801,34002560,34973782,35954408,36937387,37933929,38947787,39952891,40940005,41896504,42843974,43788976,44718434,45650022,46575855,47494577,48423309,49351708,50270753,51177834,52074105,52969595,53848956,54738329,55637434,56528834,57408198,58260854,59098232,59920064,60724584,61522630,62299043,63007815,63651141,64266437,64868166,65452047,66017420,66567687,67102394,67619830,68121080,68579447,69007208,69436098,69845114,70216367,70540795,70859841,71160187,71376079,71522271,71641484,71727332,71735329,71702435,71668011,71619863,71559614,71488156,71406994,71316193,71215022,71104021,70982289,70847953,70701654,70540885,70366494,70180037,69979037,69763933,69535002,69288471,69025351,68748083,68456530,68150152,67827311,67489358,67136738,66767317,66382735,65985159,65572758,65149673,64717022,64274511,63824141,63366876,62905908,62442759,61977019,61511688,61047651,60584869,60125173,59666022,59210715,58759723,58309039,57861113,57416221,56975327,56539084,56105241,55673954,55247482,54825825,54406787,53990321,53575266,53163038,52755702,52350173,51945563,51542596,51142865,50747819,50356162,49968249,49580990,49194783,48813232,48434179,48058200,47686740,47319148,46955949,46598082,46245564,45898054,45555065
tjk,Tajikistan,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,466629,467485,469206,471799,475272,479633,484035,488477,492959,497483,502048,506655,511305,515997,520732,525510,530333,535199,540111,545067,550069,555117,560211,565352,570540,575775,581059,586391,591772,597203,602683,608214,613795,619294,624843,630441,636089,641788,647538,653339,659192,665098,671056,677068,683134,689254,695429,701659,707945,714287,720686,727143,733657,740229,746860,753551,760301,767112,773984,780918,787913,794971,802093,809278,816527,823842,831221,838667,846180,853760,861407,869123,876909,884763,892689,900685,908752,916892,925105,933392,941752,950187,958698,967285,975949,984691,993510,1002409,1011387,1020446,1029586,1038808,1048112,1057499,1066971,1076527,1086169,1095897,1105712,1115615,1125852,1136184,1146610,1157132,1167751,1178467,1189281,1200195,1211208,1222323,1233540,1244860,1256283,1267812,1279446,1291187,1303036,1314993,1327060,1339238,1351528,1363930,1376446,1389078,1401825,1414689,1427671,1440772,1453993,1467336,1480801,1501035,1528308,1588338,1645583,1701043,1755688,1810238,1865439,1922123,1981662,2045284,2112131,2181805,2255026,2331736,2411260,2492998,2577184,2664130,2753848,2845273,2936779,3028837,3123691,3222290,3324499,3430425,3540076,3653265,3768508,3882691,3995256,4109022,4227171,4350874,4480026,4619003,4772139,4939059,5114989,5267249,5398768,5541205,5649400,5724993,5825368,5948584,6066523,6139829,6176397,6208370,6284735,6407377,6531669,6658575,6790547,6924720,7057566,7194477,7338403,7490230,7652141,7824785,8014084,8216724,8425552,8643840,8865631,9085946,9307333,9529966,9749310,9966908,10182222,10389799,10590927,10786734,10978599,11168389,11356922,11545286,11733068,11920473,12110151,12302285,12496889,12695585,12899094,13104343,13308240,13511368,13713947,13915196,14115137,14311605,14504869,14694862,14879388,15059869,15236597,15408033,15574642,15737680,15898648,16056035,16210283,16363916,16516292,16668770,16820734,16971008,17119625,17263952,17405085,17546495,17685484,17819518,17951191,18080273,18204283,18325202,18442505,18554429,18660810,18761452,18857736,18950392,19040335,19125483,19204761,19280113,19352971,19422377,19488495,19554747,19619587,19680180,19736314,19790756,19843142,19891820,19937783,19981934,20024179,20060351,20091915,20121090,20146357,20167305,20183244,20194582,20201583
tkm,Turkmenistan,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367215,367889,369243,371284,374017,377449,380913,384408,387936,391496,395088,398714,402373,406065,409791,413552,417347,421177,425042,428942,432878,436851,440860,444905,448988,453108,457266,461462,465697,469970,474283,478635,483028,487767,492553,497385,502264,507192,512167,517191,522264,527387,532559,537782,543057,548382,553760,559190,564673,570210,575801,581447,587147,592903,598716,604585,610511,616496,622539,628640,634802,641023,647305,653649,660054,666522,673053,679648,686307,693031,699821,706677,713600,720590,727649,734776,741973,749241,756579,763989,771471,779026,786654,794358,802136,809990,817921,825929,834015,842180,850425,858750,867156,875644,884215,892869,901608,910432,919342,928339,936858,945456,954132,962887,971723,980641,989640,998721,1007886,1017135,1026469,1035888,1045394,1054987,1064669,1074439,1084298,1094249,1104290,1114424,1124650,1134971,1145386,1155897,1166504,1177209,1188011,1198913,1209915,1221018,1232223,1248219,1269180,1294075,1320535,1349677,1382360,1418164,1457206,1499558,1545188,1593420,1643457,1695400,1749214,1804272,1859997,1915916,1971737,2027403,2083069,2139024,2195616,2253119,2311430,2370919,2432028,2494570,2558521,2623948,2691088,2760358,2832203,2907187,2985557,3067534,3154079,3247534,3347809,3452731,3559363,3662459,3760562,3855894,3944689,4032407,4116662,4191203,4263819,4336730,4410507,4492170,4582677,4675409,4769465,4863865,4958093,5052257,5147105,5244046,5345029,5451592,5564356,5683417,5808546,5939341,6075283,6215770,6360041,6507061,6655524,6803944,6949912,7092043,7230193,7364438,7494498,7618847,7736632,7847554,7951288,8047434,8135729,8218959,8300253,8380351,8459728,8538668,8617559,8696447,8775200,8853839,8932231,9010272,9087662,9164051,9239269,9312822,9384182,9452887,9518553,9580901,9639708,9694833,9746246,9794117,9838238,9878843,9916329,9950796,9982565,10011548,10037969,10062525,10085485,10106867,10126785,10145291,10162691,10179180,10194578,10208925,10222330,10234767,10246068,10255851,10263951,10270689,10275949,10279438,10281303,10281442,10279686,10276280,10271330,10265028,10257384,10248154,10237405,10225117,10211394,10196500,10180243,10162743,10144065,10123943,10102533,10079713,10055627,10030335,10003646,9975698,9946598
tls,Timor-Leste,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137262,137625,138356,139460,140942,142807,144696,146610,148549,150515,152506,154523,156567,158639,160737,162864,165018,167201,169413,171654,173925,176226,178557,180919,183313,185738,188195,190685,193207,195763,198353,200977,203636,206109,208612,211146,213709,216304,218930,221588,224278,227000,229754,232542,235364,238219,241109,244034,246994,249989,253021,256088,259193,262335,265515,268733,271990,275286,278622,281997,285413,288454,291114,293387,295265,296744,298229,299721,301221,302728,304242,305885,307659,309566,311606,313781,315972,318176,320396,322632,324882,327125,329361,331589,333809,336022,338249,340490,342746,345016,347300,349454,351476,353363,355116,356733,358356,359986,361623,363267,365339,368272,372085,376800,382436,389013,395704,402510,409432,416474,423637,429018,432595,434345,434246,432274,430311,428357,426412,424476,422548,420841,419353,418082,417028,416188,415350,414513,413679,412846,412014,412646,414762,418260,422422,426988,431907,437150,442699,448561,454748,461269,468118,475291,482774,490564,498659,507034,515696,524648,533875,543356,553069,562966,572962,582855,590827,598158,607620,618315,628775,638719,649871,660493,669149,677707,686777,696665,707185,718476,730745,744856,760345,778278,799318,821437,844493,868146,892282,917184,942530,834697,745088,812249,879159,916878,929074,948311,976597,1004889,1032429,1058782,1084679,1110207,1134885,1158695,1181903,1205131,1228312,1251703,1275959,1300945,1326053,1350139,1369295,1384286,1400638,1418517,1436923,1456334,1476843,1498109,1519804,1540656,1559707,1578117,1597444,1618798,1639719,1659330,1678953,1698887,1718249,1736472,1755842,1776065,1793755,1809633,1825545,1841554,1858307,1873844,1889249,1902810,1914566,1929098,1941285,1951793,1965166,1978200,1989852,2000693,2009637,2016254,2022620,2030463,2038603,2045914,2053550,2061001,2067559,2073625,2077649,2082758,2088470,2090504,2091541,2092209,2092349,2092184,2090440,2089593,2088569,2085224,2082061,2078169,2072688,2067099,2062916,2057646,2050838,2043953,2036930,2030368,2024162,2018793,2012785,2005310,1997300,1990091,1983506,1977727,1972924
ton,Tonga,18658,18654,18650,18646,18642,18638,18634,18630,18626,18622,18618,18614,18610,18607,18603,18599,18595,18591,18587,18583,18579,18575,18571,18567,18563,18559,18555,18551,18547,18543,18539,18535,18531,18528,18524,18520,18516,18512,18508,18505,18502,18501,18500,18500,18500,18500,18500,18500,18500,18506,18517,18557,18603,18655,18707,18759,18812,18864,18916,18969,19022,19074,19127,19180,19233,19287,19340,19394,19447,19501,19555,19609,19663,19717,19772,19826,19881,19935,19990,20045,20100,20155,20211,20266,20322,20377,20433,20489,20545,20602,20658,20714,20771,20828,20884,20941,20998,21056,21113,21224,21388,21608,21885,22218,22557,22901,23250,23604,23964,24301,24614,24904,25169,25409,25651,25895,26142,26390,26611,26870,27166,27502,27878,28295,28718,29148,29584,30026,30475,30937,31414,31904,32409,32928,33456,33993,34538,35092,35654,36330,37122,38038,39082,40258,41471,42720,44006,45331,46697,48138,49660,50951,52358,53881,55516,57257,59099,60880,62586,64350,66170,68037,69940,71885,73879,75924,78002,79814,81353,82885,84401,85896,87356,88805,90683,93017,95325,96725,97204,97544,97769,97909,97980,97998,97990,97984,98010,98376,98969,99403,99700,99895,100022,100103,100166,100225,100275,100674,101388,102046,102677,103288,103874,104464,105071,105671,106253,106726,107020,107203,107400,107570,107460,107078,106609,106095,105524,105356,105567,105669,105704,105490,105042,104597,104175,103742,103291,102896,102565,102281,102072,101924,101838,101807,101802,101829,101893,101997,102174,102371,102565,102797,103041,103303,103611,103930,104234,104502,104743,104972,105195,105416,105620,105826,106041,106258,106474,106704,106953,107217,107495,107792,108111,108445,108798,109141,109496,109879,110261,110638,111016,111417,111831,112233,112621,113005,113398,113782,114145,114502,114843,115152,115445,115739,116007,116237,116441,116638,116841,117019,117171,117300,117412,117509,117597,117683,117737,117772,117819,117862,117871
tto,Trinidad and Tobago,20000,21129,22322,23583,24915,26321,27808,29378,31037,32789,34746,36708,38780,40970,43284,45728,48310,51038,53920,56403,58458,60057,61167,61757,62352,62953,63559,64172,64790,65414,66045,66681,67323,67972,68627,69288,69956,70630,71311,71998,72692,73392,74099,74813,75534,76262,76997,77738,78488,79434,80585,81976,83585,85418,87291,89205,91161,93159,95202,97314,99497,101754,104087,106498,108964,111488,114070,116711,119414,122427,125765,129443,133480,137891,142449,147157,152020,157045,162235,167317,172281,177116,181809,186348,191000,195769,200656,205666,210800,215899,220956,225968,230930,235837,240848,245965,251191,256528,261978,267570,273307,279193,285232,291427,297757,304224,310832,317583,324480,331185,337687,343976,350041,355871,361798,367824,373951,380179,386367,391680,396098,399604,402179,403803,405434,407072,408716,410367,412024,414705,418431,423223,429102,436089,443191,450408,457742,465196,472772,481688,492001,503771,517058,531925,547220,562954,579140,595792,612923,630578,648774,665730,683432,701860,721155,741234,761687,782501,803839,825018,844943,863144,880194,896804,912963,928425,942937,956418,969006,980706,991471,1002585,1014921,1027851,1040761,1053469,1066311,1079554,1093380,1107639,1121744,1135132,1147927,1160534,1172984,1187366,1203124,1217364,1230069,1241600,1252208,1262171,1271674,1280466,1288341,1295169,1300928,1305836,1310225,1314708,1319774,1325567,1332011,1338709,1345380,1352034,1358698,1365377,1372084,1379056,1386654,1394983,1403809,1412653,1421131,1429188,1437026,1445261,1470518,1484894,1481024,1487717,1495921,1502932,1507782,1511155,1513268,1514286,1514375,1513673,1512322,1510434,1507993,1505061,1501682,1497855,1493625,1489003,1484019,1478664,1472944,1466887,1460507,1453814,1446832,1439585,1432095,1424364,1416391,1408197,1399800,1391195,1382372,1373368,1364139,1354692,1345082,1335277,1325290,1315118,1304745,1294189,1283447,1272528,1261419,1250136,1238745,1227289,1215727,1204075,1192406,1180754,1169122,1157561,1146104,1134732,1123484,1112369,1101421,1090664,1080110,1069741,1059550,1049560,1039761,1030150,1020692,1011375,1002202,993128,984139,975245,966446,957731,949083,940482,931928,923457,915050,906684,898355
tun,Tunisia,800000,803593,807201,810826,814467,818125,821799,825489,829196,832920,836677,840434,844208,847999,851807,855632,859475,863334,867211,871727,876889,882706,889184,896334,903541,910806,918129,925511,932953,940454,948016,955639,963323,971068,978876,986747,994681,1002678,1010740,1018867,1027060,1035318,1043642,1052034,1060492,1069019,1077615,1086279,1095014,1104277,1114077,1124909,1136306,1148278,1160376,1172601,1184955,1197438,1210053,1222801,1235683,1248700,1261854,1275146,1288578,1302152,1315868,1329728,1343734,1357888,1372190,1386643,1401247,1416005,1430918,1445988,1461217,1476605,1492156,1507870,1523749,1539795,1556010,1572395,1588953,1605684,1622592,1639677,1656942,1674270,1691659,1709110,1726621,1744193,1761943,1779873,1797986,1816282,1834765,1855882,1879703,1906299,1935740,1968099,2000999,2034449,2068457,2103034,2138188,2168968,2195271,2216992,2234026,2246265,2258570,2270942,2283382,2295889,2307498,2321973,2339360,2359703,2383051,2409451,2436143,2463131,2490418,2518007,2545902,2577545,2613039,2652488,2695999,2743682,2792208,2841592,2891849,2942996,2995047,3046366,3096917,3146659,3195554,3243560,3292287,3341746,3391948,3442904,3494626,3549950,3608985,3682100,3758185,3837399,3919525,4005129,4082601,4136606,4177717,4220905,4267288,4316278,4369136,4427131,4489869,4561385,4652287,4760970,4879899,5004697,5131396,5261658,5396557,5537242,5684674,5839262,5996994,6155931,6309390,6456419,6606195,6758284,6908642,7053800,7220044,7409903,7600301,7789987,7974440,8151660,8324509,8501827,8682512,8857910,9018448,9161258,9294432,9421270,9541667,9655963,9764935,9869677,9971515,10071632,10166163,10255472,10346410,10441702,10542635,10650681,10765980,10886035,11009647,11141361,11274288,11402264,11528674,11650498,11765514,11875081,11974057,12048622,12119334,12200431,12277109,12348573,12415138,12476097,12531992,12582708,12628142,12669921,12709149,12746529,12781010,12812269,12842491,12872060,12900189,12927306,12953864,12979693,13005236,13030303,13054102,13076089,13095745,13113222,13127665,13138145,13145141,13148162,13146730,13141449,13131365,13116211,13096443,13072219,13044594,13014042,12979263,12940831,12900063,12856799,12811783,12764362,12715108,12664872,12613236,12560479,12507103,12453271,12399596,12345710,12291711,12237862,12184079,12129776,12073350,12016009,11959127,11903150,11846743,11788912,11730690,11672127,11612095,11550653,11488837,11425876,11361334,11295676,11228788,11160653,11090879,11019843,10947928,10875778,10802951,10728331,10652235
