Dataset,SiteCode,POC,Date,Percentile,SiteName,Latitude,Longitude,Elevation,State,ammNO3f_Val,ammNO3f_Unit,ammSO4f_Val,ammSO4f_Unit,ECf_Val,ECf_Unit,OMCf_Val,OMCf_Unit,SOILf_Val,SOILf_Unit,SVR_Val,SVR_Unit
IMPRHR2,PINN1,1,7/21/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.86741,ug/m^3,0.94739,ug/m^3,0.06452,ug/m^3,1.74044,ug/m^3,0.34529,ug/m^3,110.90116,km
IMPRHR2,PINN1,1,7/24/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.35888,ug/m^3,1.48933,ug/m^3,0.0842,ug/m^3,1.31368,ug/m^3,0.39092,ug/m^3,127.97027,km
IMPRHR2,PINN1,1,7/27/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.20695,ug/m^3,1.2024,ug/m^3,0.13662,ug/m^3,1.39127,ug/m^3,0.44601,ug/m^3,134.62905,km
IMPRHR2,PINN1,1,7/30/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.61147,ug/m^3,1.47126,ug/m^3,0.03422,ug/m^3,1.09105,ug/m^3,0.28984,ug/m^3,120.99479,km
IMPRHR2,PINN1,1,8/2/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.14596,ug/m^3,0.84773,ug/m^3,0.14736,ug/m^3,2.88032,ug/m^3,0.56652,ug/m^3,116.23448,km
IMPRHR2,PINN1,1,8/5/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.1942,ug/m^3,1.13013,ug/m^3,0.15389,ug/m^3,2.56862,ug/m^3,0.46534,ug/m^3,120.59301,km
IMPRHR2,PINN1,1,8/8/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.52201,ug/m^3,1.5944,ug/m^3,0.32597,ug/m^3,6.35078,ug/m^3,0.35371,ug/m^3,69.92319,km
IMPRHR2,PINN1,1,8/11/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.518,ug/m^3,1.29608,ug/m^3,0.4761,ug/m^3,7.20999,ug/m^3,0.40756,ug/m^3,65.51239,km
IMPRHR2,PINN1,1,8/14/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.44687,ug/m^3,0.99899,ug/m^3,0.03582,ug/m^3,1.17263,ug/m^3,0.14143,ug/m^3,133.65935,km
IMPRHR2,PINN1,1,8/17/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.93135,ug/m^3,2.54929,ug/m^3,0.095,ug/m^3,1.80058,ug/m^3,0.3531,ug/m^3,83.14545,km
IMPRHR2,PINN1,1,8/20/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.51778,ug/m^3,2.04443,ug/m^3,0.14752,ug/m^3,2.76469,ug/m^3,0.3394,ug/m^3,95.69417,km
IMPRHR2,PINN1,1,8/23/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.57875,ug/m^3,1.98569,ug/m^3,0.20646,ug/m^3,4.32958,ug/m^3,0.3393,ug/m^3,81.98125,km
IMPRHR2,PINN1,1,8/26/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.95513,ug/m^3,1.47225,ug/m^3,0.20412,ug/m^3,3.38438,ug/m^3,0.59064,ug/m^3,85.64461,km
IMPRHR2,PINN1,1,8/29/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.85397,ug/m^3,2.3416,ug/m^3,0.40798,ug/m^3,8.43865,ug/m^3,0.51046,ug/m^3,51.96482,km
IMPRHR2,PINN1,1,9/1/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.24206,ug/m^3,1.26728,ug/m^3,0.33586,ug/m^3,6.47122,ug/m^3,0.95165,ug/m^3,70.47049,km
IMPRHR2,PINN1,1,9/4/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,1.17518,ug/m^3,1.75506,ug/m^3,0.66824,ug/m^3,13.78771,ug/m^3,0.83658,ug/m^3,34.96683,km
IMPRHR2,PINN1,1,9/7/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.6743,ug/m^3,2.09996,ug/m^3,0.1468,ug/m^3,4.73085,ug/m^3,0.30452,ug/m^3,77.151,km
IMPRHR2,PINN1,1,9/10/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.22921,ug/m^3,1.3728,ug/m^3,0.16197,ug/m^3,4.99813,ug/m^3,0.49668,ug/m^3,87.98458,km
IMPRHR2,PINN1,1,9/13/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.70855,ug/m^3,1.47291,ug/m^3,0.06786,ug/m^3,1.5457,ug/m^3,0.18978,ug/m^3,119.97039,km
IMPRHR2,PINN1,1,9/16/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.9553,ug/m^3,1.12885,ug/m^3,0.11162,ug/m^3,3.40024,ug/m^3,0.35223,ug/m^3,91.10642,km
IMPRHR2,PINN1,1,9/19/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.79616,ug/m^3,0.97899,ug/m^3,0.06346,ug/m^3,1.50935,ug/m^3,0.1909,ug/m^3,115.6198,km
IMPRHR2,PINN1,1,9/22/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.42111,ug/m^3,0.58757,ug/m^3,0.04339,ug/m^3,0.70623,ug/m^3,0.22223,ug/m^3,152.35091,km
IMPRHR2,PINN1,1,9/25/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.11988,ug/m^3,0.45449,ug/m^3,0.09078,ug/m^3,1.58722,ug/m^3,0.41327,ug/m^3,161.10008,km
IMPRHR2,PINN1,1,9/28/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.1311,ug/m^3,0.68941,ug/m^3,0.12209,ug/m^3,1.7975,ug/m^3,0.71234,ug/m^3,134.4998,km
IMPRHR2,PINN1,1,10/1/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.75224,ug/m^3,0.71342,ug/m^3,0.09173,ug/m^3,2.79495,ug/m^3,0.32781,ug/m^3,104.85695,km
IMPRHR2,PINN1,1,10/4/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.66083,ug/m^3,0.71226,ug/m^3,0.07977,ug/m^3,1.58413,ug/m^3,0.78636,ug/m^3,115.58325,km
IMPRHR2,PINN1,1,10/7/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.23684,ug/m^3,0.55696,ug/m^3,0.18596,ug/m^3,2.46782,ug/m^3,0.66972,ug/m^3,124.99572,km
IMPRHR2,PINN1,1,10/10/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.94419,ug/m^3,0.99553,ug/m^3,0.18452,ug/m^3,2.3899,ug/m^3,2.36862,ug/m^3,73.25756,km
IMPRHR2,PINN1,1,10/13/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.55758,ug/m^3,0.68104,ug/m^3,0.713,ug/m^3,12.60387,ug/m^3,0.88199,ug/m^3,41.47815,km
IMPRHR2,PINN1,1,10/16/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.25508,ug/m^3,0.91794,ug/m^3,0.27491,ug/m^3,4.37128,ug/m^3,1.46882,ug/m^3,85.18278,km
IMPRHR2,PINN1,1,10/19/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.3077,ug/m^3,0.99829,ug/m^3,0.33624,ug/m^3,4.92995,ug/m^3,0.63966,ug/m^3,87.02797,km
IMPRHR2,PINN1,1,10/22/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.67733,ug/m^3,0.40475,ug/m^3,0.05996,ug/m^3,1.22366,ug/m^3,0.19567,ug/m^3,150.19701,km
IMPRHR2,PINN1,1,10/25/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.10839,ug/m^3,0.44831,ug/m^3,0.17406,ug/m^3,1.88743,ug/m^3,0.53104,ug/m^3,144.47649,km
IMPRHR2,PINN1,1,10/28/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.37062,ug/m^3,0.87982,ug/m^3,0.2365,ug/m^3,2.64548,ug/m^3,0.62454,ug/m^3,108.61506,km
IMPRHR2,PINN1,1,10/31/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.33069,ug/m^3,0.71148,ug/m^3,0.04491,ug/m^3,1.62112,ug/m^3,0.14408,ug/m^3,153.52656,km
IMPRHR2,PINN1,1,11/3/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.29317,ug/m^3,0.72781,ug/m^3,0.07342,ug/m^3,1.68179,ug/m^3,0.09191,ug/m^3,141.32788,km
IMPRHR2,PINN1,1,11/6/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.41596,ug/m^3,0.50313,ug/m^3,0.07235,ug/m^3,0.9779,ug/m^3,0.18057,ug/m^3,169.21532,km
IMPRHR2,PINN1,1,11/9/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.19605,ug/m^3,0.45012,ug/m^3,0.02427,ug/m^3,0.52173,ug/m^3,0.05355,ug/m^3,198.77037,km
IMPRHR2,PINN1,1,11/12/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.33033,ug/m^3,0.45243,ug/m^3,0.09882,ug/m^3,1.00575,ug/m^3,0.09665,ug/m^3,182.64924,km
IMPRHR2,PINN1,1,11/15/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.314,ug/m^3,0.71066,ug/m^3,0.17128,ug/m^3,1.53938,ug/m^3,0.3142,ug/m^3,142.53025,km
IMPRHR2,PINN1,1,11/18/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.44286,ug/m^3,0.43242,ug/m^3,0.61546,ug/m^3,4.34596,ug/m^3,0.17451,ug/m^3,99.28338,km
IMPRHR2,PINN1,1,11/21/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.07919,ug/m^3,0.6786,ug/m^3,0.17644,ug/m^3,1.70865,ug/m^3,0.21492,ug/m^3,161.43047,km
IMPRHR2,PINN1,1,11/24/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.44043,ug/m^3,0.90507,ug/m^3,0.94412,ug/m^3,4.18381,ug/m^3,0.12043,ug/m^3,87.12368,km
IMPRHR2,PINN1,1,11/27/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.30082,ug/m^3,0.24358,ug/m^3,0.08532,ug/m^3,0.92691,ug/m^3,0.04221,ug/m^3,179.29131,km
IMPRHR2,PINN1,1,11/30/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.14479,ug/m^3,0.2067,ug/m^3,0.20096,ug/m^3,2.30141,ug/m^3,0.12047,ug/m^3,168.65389,km
IMPRHR2,PINN1,1,12/3/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.36685,ug/m^3,0.36168,ug/m^3,0.0953,ug/m^3,0.83216,ug/m^3,0.0739,ug/m^3,168.81555,km
IMPRHR2,PINN1,1,12/6/2017,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.12845,ug/m^3,0.23471,ug/m^3,0.16127,ug/m^3,1.45035,ug/m^3,0.26835,ug/m^3,180.08466,km
IMPRHR2,PINN1,1,12/9/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.17842,ug/m^3,0.30665,ug/m^3,0.76238,ug/m^3,3.22052,ug/m^3,0.2686,ug/m^3,112.03268,km
IMPRHR2,PINN1,1,12/12/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.26045,ug/m^3,0.26264,ug/m^3,0.28183,ug/m^3,2.2649,ug/m^3,0.26609,ug/m^3,146.72023,km
IMPRHR2,PINN1,1,12/15/2017,90,Pinnacles NM,36.4833,-121.1568,302,CA,2.01303,ug/m^3,0.63484,ug/m^3,0.37355,ug/m^3,3.96225,ug/m^3,0.77922,ug/m^3,68.68626,km
IMPRHR2,PINN1,1,12/18/2017,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.26071,ug/m^3,0.43713,ug/m^3,0.14654,ug/m^3,2.28602,ug/m^3,0.85476,ug/m^3,124.34001,km
IMPRHR2,PINN1,1,12/21/2017,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.90758,ug/m^3,0.21512,ug/m^3,0.09204,ug/m^3,1.25068,ug/m^3,0.10584,ug/m^3,150.29067,km
IMPRHR2,PINN1,1,12/24/2017,70,Pinnacles NM,36.4833,-121.1568,302,CA,1.28979,ug/m^3,0.5676,ug/m^3,0.23653,ug/m^3,3.38319,ug/m^3,0.36743,ug/m^3,93.91964,km
IMPRHR2,PINN1,1,12/27/2017,0,Pinnacles NM,36.4833,-121.1568,302,CA,-999,ug/m^3,0.3451,ug/m^3,-999,ug/m^3,-999,ug/m^3,0.28076,ug/m^3,-999,km
IMPRHR2,PINN1,1,12/30/2017,0,Pinnacles NM,36.4833,-121.1568,302,CA,-999,ug/m^3,0.37253,ug/m^3,-999,ug/m^3,-999,ug/m^3,0.34427,ug/m^3,-999,km
IMPRHR2,PINN1,1,1/2/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.21436,ug/m^3,1.14749,ug/m^3,0.19106,ug/m^3,1.92035,ug/m^3,0.35411,ug/m^3,116.95436,km
IMPRHR2,PINN1,1,1/5/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.17371,ug/m^3,0.256,ug/m^3,0.06841,ug/m^3,0.5846,ug/m^3,0.03945,ug/m^3,212.21019,km
IMPRHR2,PINN1,1,1/8/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.11669,ug/m^3,0.33462,ug/m^3,0.05585,ug/m^3,0.98221,ug/m^3,0.07223,ug/m^3,205.99537,km
IMPRHR2,PINN1,1,1/11/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.56318,ug/m^3,0.26421,ug/m^3,0.10471,ug/m^3,0.9808,ug/m^3,0.03226,ug/m^3,158.7117,km
IMPRHR2,PINN1,1,1/14/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.15981,ug/m^3,0.46522,ug/m^3,1.4954,ug/m^3,8.23419,ug/m^3,0.09735,ug/m^3,57.97537,km
IMPRHR2,PINN1,1,1/17/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,1.43543,ug/m^3,0.79064,ug/m^3,0.4433,ug/m^3,4.33868,ug/m^3,0.15254,ug/m^3,73.24379,km
IMPRHR2,PINN1,1,1/20/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.52753,ug/m^3,0.3241,ug/m^3,0.30094,ug/m^3,2.37146,ug/m^3,0.05317,ug/m^3,111.10282,km
IMPRHR2,PINN1,1,1/23/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,1.2933,ug/m^3,0.71325,ug/m^3,0.15287,ug/m^3,1.6985,ug/m^3,0.12486,ug/m^3,102.86032,km
IMPRHR2,PINN1,1,1/26/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.18871,ug/m^3,0.21013,ug/m^3,0.16163,ug/m^3,1.2274,ug/m^3,0.03329,ug/m^3,173.9314,km
IMPRHR2,PINN1,1,1/29/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.10726,ug/m^3,0.29222,ug/m^3,0.09935,ug/m^3,1.20848,ug/m^3,0.4698,ug/m^3,189.4474,km
IMPRHR2,PINN1,1,2/1/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.13057,ug/m^3,0.32814,ug/m^3,0.22684,ug/m^3,2.01062,ug/m^3,0.52478,ug/m^3,155.37387,km
IMPRHR2,PINN1,1,2/4/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.1467,ug/m^3,0.62518,ug/m^3,0.34199,ug/m^3,3.7188,ug/m^3,0.3428,ug/m^3,109.43716,km
IMPRHR2,PINN1,1,2/7/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.1025,ug/m^3,0.31762,ug/m^3,0.10688,ug/m^3,1.22288,ug/m^3,0.3661,ug/m^3,179.57777,km
IMPRHR2,PINN1,1,2/10/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.83084,ug/m^3,0.47627,ug/m^3,0.4859,ug/m^3,3.41946,ug/m^3,0.30994,ug/m^3,84.15388,km
IMPRHR2,PINN1,1,2/13/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.47333,ug/m^3,0.46208,ug/m^3,0.1664,ug/m^3,1.57799,ug/m^3,0.23053,ug/m^3,139.54563,km
IMPRHR2,PINN1,1,2/16/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.09648,ug/m^3,0.15605,ug/m^3,0.5369,ug/m^3,2.06246,ug/m^3,0.19867,ug/m^3,148.56633,km
IMPRHR2,PINN1,1,2/19/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.25863,ug/m^3,0.27109,ug/m^3,0.09072,ug/m^3,0.9007,ug/m^3,0.12629,ug/m^3,134.33924,km
IMPRHR2,PINN1,1,2/22/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.27659,ug/m^3,0.38721,ug/m^3,0.02533,ug/m^3,0.50184,ug/m^3,0.13162,ug/m^3,144.73765,km
IMPRHR2,PINN1,1,2/25/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.57762,ug/m^3,0.50902,ug/m^3,0.19702,ug/m^3,1.39291,ug/m^3,0.13623,ug/m^3,128.5038,km
IMPRHR2,PINN1,1,2/28/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.39286,ug/m^3,0.25592,ug/m^3,0.11825,ug/m^3,0.83108,ug/m^3,0.11198,ug/m^3,172.60394,km
IMPRHR2,PINN1,1,3/3/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.06468,ug/m^3,0.1129,ug/m^3,0.16452,ug/m^3,1.57558,ug/m^3,0.01401,ug/m^3,187.9894,km
IMPRHR2,PINN1,1,3/6/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.24316,ug/m^3,0.31622,ug/m^3,0.31186,ug/m^3,1.7791,ug/m^3,0.12421,ug/m^3,154.12308,km
IMPRHR2,PINN1,1,3/9/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.30119,ug/m^3,0.35401,ug/m^3,0.35803,ug/m^3,2.21206,ug/m^3,0.08058,ug/m^3,137.06381,km
IMPRHR2,PINN1,1,3/12/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.08323,ug/m^3,0.42619,ug/m^3,0.0776,ug/m^3,0.77814,ug/m^3,0.04097,ug/m^3,208.53903,km
IMPRHR2,PINN1,1,3/15/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.28118,ug/m^3,0.35628,ug/m^3,0.07215,ug/m^3,0.51988,ug/m^3,0.03704,ug/m^3,166.32383,km
IMPRHR2,PINN1,1,3/18/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.15898,ug/m^3,0.28698,ug/m^3,0.32793,ug/m^3,2.0752,ug/m^3,0.03325,ug/m^3,155.03411,km
IMPRHR2,PINN1,1,3/21/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.1634,ug/m^3,0.1077,ug/m^3,0.07149,ug/m^3,0.48253,ug/m^3,0.01407,ug/m^3,250.66591,km
IMPRHR2,PINN1,1,3/24/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.18287,ug/m^3,0.4337,ug/m^3,0.15046,ug/m^3,1.2596,ug/m^3,0.10796,ug/m^3,147.78837,km
IMPRHR2,PINN1,1,3/27/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.40625,ug/m^3,0.31041,ug/m^3,0.45665,ug/m^3,2.93312,ug/m^3,0.17309,ug/m^3,114.31353,km
IMPRHR2,PINN1,1,3/30/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.23251,ug/m^3,0.85784,ug/m^3,0.49077,ug/m^3,3.4085,ug/m^3,0.91962,ug/m^3,95.52745,km
IMPRHR2,PINN1,1,4/2/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,1.07764,ug/m^3,0.83605,ug/m^3,0.23447,ug/m^3,2.39049,ug/m^3,0.38692,ug/m^3,91.32889,km
IMPRHR2,PINN1,1,4/5/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.48282,ug/m^3,1.06755,ug/m^3,0.18932,ug/m^3,1.2559,ug/m^3,0.66623,ug/m^3,123.33779,km
IMPRHR2,PINN1,1,4/8/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,1.26798,ug/m^3,0.87087,ug/m^3,0.06033,ug/m^3,0.99605,ug/m^3,0.50912,ug/m^3,85.90764,km
IMPRHR2,PINN1,1,4/11/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.37584,ug/m^3,0.47578,ug/m^3,0.05665,ug/m^3,0.88047,ug/m^3,0.41072,ug/m^3,164.20955,km
IMPRHR2,PINN1,1,4/14/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.56306,ug/m^3,0.58559,ug/m^3,0.31642,ug/m^3,1.98752,ug/m^3,0.92828,ug/m^3,119.15848,km
IMPRHR2,PINN1,1,4/17/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.24985,ug/m^3,0.44418,ug/m^3,0.18009,ug/m^3,0.9504,ug/m^3,0.11651,ug/m^3,182.46712,km
IMPRHR2,PINN1,1,4/20/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.77592,ug/m^3,0.73318,ug/m^3,0.44481,ug/m^3,2.78996,ug/m^3,0.44391,ug/m^3,96.15139,km
IMPRHR2,PINN1,1,4/23/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.92261,ug/m^3,1.54308,ug/m^3,0.23335,ug/m^3,1.76845,ug/m^3,2.10415,ug/m^3,82.8483,km
IMPRHR2,PINN1,1,4/26/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,1.13056,ug/m^3,2.05759,ug/m^3,0.08669,ug/m^3,1.30723,ug/m^3,1.31219,ug/m^3,82.68929,km
IMPRHR2,PINN1,1,4/29/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.21571,ug/m^3,0.83049,ug/m^3,0.12739,ug/m^3,0.7907,ug/m^3,0.32024,ug/m^3,156.47789,km
IMPRHR2,PINN1,1,5/2/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.80186,ug/m^3,1.11693,ug/m^3,0.03561,ug/m^3,1.00636,ug/m^3,0.31472,ug/m^3,96.18276,km
IMPRHR2,PINN1,1,5/5/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.68794,ug/m^3,1.45287,ug/m^3,0.46622,ug/m^3,2.11914,ug/m^3,0.58181,ug/m^3,92.4246,km
IMPRHR2,PINN1,1,5/8/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.50349,ug/m^3,0.73532,ug/m^3,0.12709,ug/m^3,1.22153,ug/m^3,0.68672,ug/m^3,136.59674,km
IMPRHR2,PINN1,1,5/11/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,1.26597,ug/m^3,1.00733,ug/m^3,0.16503,ug/m^3,1.95784,ug/m^3,0.4854,ug/m^3,81.25528,km
IMPRHR2,PINN1,1,5/14/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.8228,ug/m^3,0.98208,ug/m^3,0.15767,ug/m^3,1.10268,ug/m^3,0.33744,ug/m^3,105.21937,km
IMPRHR2,PINN1,1,5/17/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.45082,ug/m^3,0.92862,ug/m^3,0.08719,ug/m^3,0.77567,ug/m^3,0.26796,ug/m^3,149.01623,km
IMPRHR2,PINN1,1,5/20/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.53397,ug/m^3,1.43991,ug/m^3,0.06484,ug/m^3,0.75906,ug/m^3,0.50918,ug/m^3,111.91327,km
IMPRHR2,PINN1,1,5/23/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.34475,ug/m^3,0.71098,ug/m^3,0.06412,ug/m^3,0.64744,ug/m^3,0.17178,ug/m^3,174.45206,km
IMPRHR2,PINN1,1,5/26/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.31561,ug/m^3,0.90804,ug/m^3,0.09238,ug/m^3,0.79474,ug/m^3,0.16913,ug/m^3,148.78399,km
IMPRHR2,PINN1,1,5/29/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,0.9062,ug/m^3,1.24897,ug/m^3,0.08643,ug/m^3,2.25509,ug/m^3,0.58679,ug/m^3,74.70245,km
IMPRHR2,PINN1,1,6/1/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,1.12249,ug/m^3,1.11928,ug/m^3,0.13651,ug/m^3,1.77449,ug/m^3,0.38976,ug/m^3,92.99342,km
IMPRHR2,PINN1,1,6/4/2018,90,Pinnacles NM,36.4833,-121.1568,302,CA,1.18281,ug/m^3,1.11247,ug/m^3,0.04163,ug/m^3,1.53281,ug/m^3,0.58623,ug/m^3,90.57437,km
IMPRHR2,PINN1,1,6/7/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.91643,ug/m^3,1.30672,ug/m^3,0.04741,ug/m^3,1.2413,ug/m^3,0.28658,ug/m^3,105.39993,km
IMPRHR2,PINN1,1,6/10/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.51018,ug/m^3,0.66421,ug/m^3,0.07434,ug/m^3,0.93161,ug/m^3,0.16062,ug/m^3,135.61986,km
IMPRHR2,PINN1,1,6/13/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.68793,ug/m^3,1.00737,ug/m^3,0.16035,ug/m^3,1.86977,ug/m^3,0.63682,ug/m^3,99.59126,km
IMPRHR2,PINN1,1,6/16/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.57752,ug/m^3,1.31117,ug/m^3,0.00932,ug/m^3,1.01344,ug/m^3,0.27284,ug/m^3,108.2452,km
IMPRHR2,PINN1,1,6/19/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.86127,ug/m^3,1.58614,ug/m^3,0.13581,ug/m^3,2.05142,ug/m^3,0.39757,ug/m^3,98.24005,km
IMPRHR2,PINN1,1,6/22/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.56189,ug/m^3,0.96562,ug/m^3,0.11213,ug/m^3,1.9278,ug/m^3,0.56386,ug/m^3,115.14721,km
IMPRHR2,PINN1,1,6/25/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.53222,ug/m^3,1.92959,ug/m^3,0.1353,ug/m^3,1.36255,ug/m^3,0.26154,ug/m^3,110.72368,km
IMPRHR2,PINN1,1,6/28/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,0.6978,ug/m^3,1.35692,ug/m^3,0.00959,ug/m^3,0.6295,ug/m^3,0.198,ug/m^3,103.42654,km
IMPRHR2,PINN1,1,7/1/2018,70,Pinnacles NM,36.4833,-121.1568,302,CA,1.0924,ug/m^3,1.84528,ug/m^3,0.08497,ug/m^3,1.29848,ug/m^3,0.25688,ug/m^3,101.35608,km
IMPRHR2,PINN1,1,7/4/2018,50,Pinnacles NM,36.4833,-121.1568,302,CA,0.70286,ug/m^3,1.39322,ug/m^3,0.07521,ug/m^3,1.1221,ug/m^3,0.21543,ug/m^3,111.81082,km
IMPRHR2,PINN1,1,7/7/2018,30,Pinnacles NM,36.4833,-121.1568,302,CA,0.31682,ug/m^3,0.63232,ug/m^3,0.05876,ug/m^3,1.16222,ug/m^3,0.30118,ug/m^3,152.5269,km
IMPRHR2,PINN1,1,7/10/2018,10,Pinnacles NM,36.4833,-121.1568,302,CA,0.24229,ug/m^3,0.44434,ug/m^3,0.0207,ug/m^3,0.70996,ug/m^3,0.23181,ug/m^3,166.07328,km
