ID,name,age,sex,breed,date_found,adoptable_from,posted,color,coat,size,neutered,housebroken,likes_people,likes_children,get_along_males,get_along_females,get_along_cats,keep_in
1154,Csobor,17.92,male,Pumi Mix,2014-06-17,2014-06-17,2014-08-19,black,medium,medium,,,,,,,,
3532,Csibész,5.75,male,Labrador Retriever Mix,2014-08-19,2014-08-19,2014-08-19,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
637,Hasso,9.92,male,Staffordshire Terrier,2014-07-16,2014-07-16,2014-07-23,striped,short,medium,,,,,,,,
1060,Alsónémedi Sumi,6.92,male,"Schnauzer, Terrier Mix",2014-07-16,2014-07-16,2014-07-18,gray,short,medium,no,,yes,yes,yes,yes,,both flat and garden
1181,Dió,5.67,female,"Spaniel, Terrier Mix",2014-08-15,2014-08-15,2014-09-12,gray,medium,small,,,,,,,,
1178,Bora,5.5,female,"Labrador Retriever, Vizsla Mix",2014-06-24,2014-06-24,2014-09-12,black,short,medium,,,,,,,,
1153,Mátka,6.67,female,"Puli, Terrier Mix",2014-06-29,2014-06-29,2014-07-21,black,long,small,,,,,,,,
7058,"""Pötyi""",7.67,male,Fox Terrier,2014-08-25,2014-08-25,2014-08-27,tricolor,short,medium,no,yes,yes,yes,,,,both flat and garden
1152,Said,13.5,male,"Kuvasz, Labrador Retriever Mix",2014-06-26,2014-06-26,2014-07-21,yellow-brown,short,large,yes,,,,,,,
404,Panka,6.33,female,German Shepherd Dog Mix,2014-05-01,2014-05-01,2014-07-23,sable,short,medium,no,yes,yes,yes,,,,garden
639,Betty,8.5,female,Staffordshire Terrier Mix,2014-07-16,2014-07-16,2014-07-23,yellow-brown,short,medium,,,yes,yes,,,,
402,Pisze,6.25,female,German Shepherd Dog Mix,2014-05-01,2014-05-01,2014-07-23,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
640,Murphy,6.08,male,Unknown Mix,2014-07-16,2014-07-16,2014-07-23,brown,short,medium,,,yes,,yes,yes,,
1175,Nyafi,5.58,female,Dachshund Mix,2014-06-20,2014-06-20,2014-08-20,black and tan,medium,small,,,,,,,,
291,Csíkoska,6.67,male,Dachshund Mix,2014-08-05,2014-08-05,2014-09-10,tricolor,short,small,,yes,yes,yes,,yes,,both flat and garden
205,Artur,8.25,male,Unknown Mix,2014-09-03,2014-09-03,2014-09-03,saddle back,short,medium,no,,,,,,,
634,Penelope,6.58,female,Unknown Mix,2014-05-31,2014-05-31,2014-07-06,black,medium,medium,,,,,yes,yes,,
631,Paula,7.83,female,Chinese Shar-Pei Mix,2014-05-31,2014-05-31,2014-07-05,yellow-brown,short,medium,,,yes,yes,yes,,,
621,Bongo,7.17,male,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,black and white,medium,medium,,,,,yes,yes,,
623,Bonna,5.83,female,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,black and white,short,medium,,,,,yes,yes,,
626,Toni,5.67,male,Unknown Mix,2014-06-25,2014-06-25,2014-07-04,brown,short,medium,,,,,,,,
628,Teddy,5.67,male,Unknown Mix,2014-06-25,2014-06-25,2014-07-04,black and brown,short,medium,,,,,,,,
6992,Csibész,5.83,male,Labrador Retriever Mix,2014-07-01,2014-07-11,2014-07-12,black and white,short,large,no,,yes,yes,yes,yes,yes,garden
624,Bonzo,9.67,male,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,black and brown,short,medium,,,,,yes,yes,,
633,Mia,6.58,female,Unknown Mix,2014-05-31,2014-05-31,2014-07-06,golden,medium,medium,,,yes,yes,yes,yes,,
806,Alesandro,14.42,male,Unknown Mix,2014-06-20,2014-06-20,2014-07-08,brown,medium,large,no,,yes,yes,no,yes,,garden
622,Bia,7.67,female,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,black,medium,medium,,,,,yes,yes,,
632,Mozart,10.58,male,Unknown Mix,2014-05-01,2014-05-01,2014-07-05,black and white,medium,medium,,,yes,yes,yes,yes,,
635,Oscar,6.25,male,Unknown Mix,2014-06-01,2014-06-01,2014-07-06,white,medium,medium,,,yes,yes,yes,yes,,
629,Nandi,5.67,male,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,black,short,medium,,,yes,yes,yes,yes,,
1447,Tyson,7.58,male,Chinese Shar-Pei,2014-07-11,2014-07-11,2014-07-15,red and white,short,large,yes,,,,no,yes,,garden
625,Bunny,7.17,female,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,brown and white,short,medium,,,,,,,,
636,Vincent,12.92,male,Unknown Mix,2014-04-01,2014-04-01,2014-07-06,gray,short,medium,,,,,,,,
2243,Guriga,6.92,male,Unknown Mix,2014-07-12,2014-08-09,2014-07-15,brown and white,short,medium,yes,,yes,,,,,garden
630,Rozsdás,6.58,male,Hungarian Vizsla,2014-05-01,2014-05-01,2014-07-05,brown,short,medium,,,yes,yes,,yes,,
627,Tino,5.67,male,Unknown Mix,2014-06-25,2014-06-25,2014-07-04,black and brown,short,medium,,,,,,,,
512,Murci,13.42,female,"Boxer, Staffordshire Terrier Mix",2014-01-01,2014-01-01,2014-06-19,striped,short,medium,yes,yes,yes,yes,no,no,no,both flat and garden
6975,Maszat,6.25,male,Dachshund Mix,2014-06-20,2014-06-20,2014-06-27,black and brown,short,small,no,,yes,yes,,yes,,both flat and garden
6958,Extra Sos!,13.5,male,"Beagle, Labrador Retriever, Scotch Collie Mix",2014-06-01,2014-06-01,2014-06-07,tricolor,short,large,no,,,,,,,
191,Kyra,7.42,female,Unknown Mix,2014-06-23,2014-06-23,2014-06-23,black and brown,short,medium,,,yes,yes,yes,yes,,garden
1141,Tedi,11.0,male,German Pointer Mix,2014-06-02,2014-06-02,2014-06-18,brown,short,large,,,,,,,,
6970,Brutus,6.08,male,Staffordshire Terrier Mix,2014-06-21,2014-06-21,2014-06-23,brown and white,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
6964,,6.17,male,Unknown Mix,2014-06-07,2014-06-07,2014-06-11,black,short,large,no,yes,yes,yes,yes,yes,yes,garden
620,Bonnie,7.92,female,Unknown Mix,2014-05-31,2014-05-31,2014-07-04,black and white,short,medium,,,,,yes,yes,,
3513,Borzas,8.5,male,Fox Terrier Mix,2014-06-02,2014-06-02,2014-06-10,apricot,medium,medium,yes,,yes,,yes,yes,no,both flat and garden
170,Hanzi,8.42,male,Unknown Mix,2014-03-30,2014-03-30,2014-07-02,tricolor,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
3517,Csibész,5.83,male,Labrador Retriever Mix,2014-06-30,2014-06-30,2014-06-30,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
130,Kormos,10.5,male,"German Shepherd Dog, Labrador Retriever Mix",2014-06-12,2014-06-12,2014-06-12,black,short,medium,no,,,,,,,garden
150,Vinu,6.0,female,Unknown Mix,2014-03-12,2014-03-12,2014-07-02,black and brown,short,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
1354,Osza,15.42,male,Puli Mix,2014-06-05,2014-07-03,2014-07-03,gray,long,medium,,,yes,yes,,,,both flat and garden
1140,Acél,6.17,male,"Belgian Malinois, Belgian Sheepdog Mix",2014-05-29,2014-05-29,2014-06-13,black,medium,large,,,,,,,,
1127,Barka,7.0,female,Vizsla Mix,2013-05-07,2013-05-07,2014-06-13,dotted,short,medium,yes,,,,,,,
154,Brutus,6.42,male,Dogo Argentino Mix,2013-11-11,2013-11-11,2014-07-02,white,short,medium,yes,,yes,yes,,,,both flat and garden
3511,Lara,7.5,female,Unknown Mix,2014-06-02,2014-06-02,2014-06-07,apricot,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
6983,Jelcin,6.92,male,"Pumi, Schnauzer Mix",2014-01-21,2014-01-21,2014-07-03,gray and white,medium,medium,yes,yes,yes,yes,yes,yes,,both flat and garden
1138,Alkony,5.5,male,"Belgian Malinois, Belgian Sheepdog Mix",2014-05-29,2014-05-29,2014-06-13,yellow-brown,medium,large,,,,,,,,
619,Melanie,9.0,female,Unknown Mix,2014-01-01,2014-01-01,2014-06-03,black and white,short,medium,,,,,yes,yes,,
3502,Stan,11.5,male,Spitz,2014-04-15,2014-04-15,2014-05-22,apricot,long,small,,,yes,,,,,both flat and garden
3509,Bourboun,7.0,male,Unknown Mix,2014-06-02,2014-06-02,2014-06-07,apricot,medium,large,yes,,yes,,yes,yes,,both flat and garden
989,ony,13.5,male,Labrador Retriever Mix,2014-01-04,2014-01-04,2014-06-01,black,short,large,yes,,,,,,,
2341,Tamara,8.58,female,Unknown Mix,2014-05-10,2014-05-10,2014-05-30,tricolor,short,medium,,,,,,,,
3498,Mangó,7.75,female,Unknown Mix,2014-04-15,2014-04-15,2014-05-22,apricot,short,small,yes,,yes,,,,,both flat and garden
3501,Bubi,6.5,female,Unknown Mix,2014-04-15,2014-04-15,2014-05-22,apricot,short,medium,yes,,yes,,,,,both flat and garden
616,Otto,7.92,male,Unknown Mix,2014-05-01,2014-05-01,2014-06-03,yellow-brown,short,medium,,,yes,yes,yes,yes,,
2212,Ramina,9.92,female,Unknown Mix,2014-05-30,2014-05-30,2014-06-02,black,short,medium,,,,,,,,
1432,Imola És Ilcsi,6.5,female,Terrier Mix,2014-05-10,2014-05-10,2014-05-27,brown and white,short,small,no,,,,yes,yes,,both flat and garden
392,Bogárka,8.5,female,Unknown Mix,2014-05-01,2014-05-01,2014-05-30,black and white,short,small,no,yes,yes,yes,yes,,,flat
991,Emily,6.5,female,Unknown Mix,2013-11-30,2013-11-30,2014-06-01,yellow-brown,wirehaired,medium,,,,,,,,
617,Cinti,6.58,female,Unknown Mix,2014-05-01,2014-05-01,2014-06-03,black,short,medium,,,yes,,,,,
6946,,6.17,male,Unknown Mix,2014-05-30,2014-05-30,2014-06-01,black,short,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
3499,Scott,14.0,male,Shih Tzu Mix,2014-04-15,2014-04-15,2014-05-22,apricot,long,small,,,yes,,,,,both flat and garden
394,Brúnó,5.92,male,Unknown Mix,2014-05-01,2014-05-01,2014-05-30,brown,short,large,no,yes,yes,yes,yes,yes,yes,garden
618,Hanry,7.67,male,Unknown Mix,2012-05-01,2012-05-01,2014-06-03,black and brown,short,medium,,,,,yes,yes,,
397,Stella,5.75,female,Unknown Mix,2014-05-01,2014-05-01,2014-05-30,brown and white,medium,small,no,yes,yes,yes,yes,yes,yes,both flat and garden
350,Enzo,7.67,male,Unknown Mix,2014-04-06,2014-04-06,2014-05-31,black and white,short,large,,,yes,yes,,,,both flat and garden
3500,Diamond,7.5,female,Unknown Mix,2014-04-15,2014-04-15,2014-05-22,apricot,short,small,,,yes,,,,,both flat and garden
3495,Berta,7.5,female,Beagle Mix,2014-04-15,2014-04-15,2014-05-22,apricot,short,medium,,,yes,,,,,both flat and garden
611,Dandy,6.17,male,Unknown Mix,2014-05-12,2014-05-12,2014-05-13,yellow-brown,short,medium,,,,,yes,yes,,
612,Draffy,6.17,male,Unknown Mix,2014-05-12,2014-05-12,2014-05-13,yellow-brown,short,medium,,,,,yes,yes,,
3497,Lapu,14.0,female,Pekingese,2014-04-15,2014-04-15,2014-05-22,apricot,long,small,,,yes,,,,,flat
3496,Dása,7.5,female,Unknown Mix,2014-04-15,2014-04-15,2014-05-22,apricot,short,medium,,,yes,,,,,both flat and garden
1122,Csöpke,6.92,male,"Dachshund, Pekingese Mix",2014-04-16,2014-04-16,2014-05-14,black and brown,medium,small,yes,,,,,,,
1346,Kormos Lali,10.58,male,Puli Mix,2013-05-23,2014-05-15,2014-05-15,gray,medium,large,yes,,yes,yes,no,yes,,garden
605,Konrad,7.17,male,Unknown Mix,2014-04-01,2014-04-01,2014-05-13,yellow-brown,short,medium,,,yes,,yes,yes,,
3494,Zsanna,10.92,female,Dachshund Mix,2014-04-15,2014-04-15,2014-05-22,apricot,wirehaired,small,yes,,yes,,,,,both flat and garden
606,Sophia,7.67,female,Unknown Mix,2014-04-01,2014-04-01,2014-05-13,brown and white,short,medium,,,yes,,yes,yes,,
607,Ruby,6.75,female,Unknown Mix,2014-04-15,2014-04-15,2014-05-13,sable,short,medium,,,yes,yes,yes,,,
3493,Lucifer,8.5,male,Unknown Mix,2014-04-15,2014-04-15,2014-05-22,apricot,short,medium,,,yes,,,,,both flat and garden
613,Debby,6.17,female,Unknown Mix,2014-05-12,2014-05-12,2014-05-13,yellow-brown,short,medium,,,,,yes,yes,,
614,Darwin,6.17,male,Unknown Mix,2014-05-12,2014-05-12,2014-05-13,yellow-brown,short,medium,,,,,yes,yes,,
7,,6.08,male,Unknown Mix,2014-02-01,2014-02-01,2014-05-21,golden,short,medium,,no,yes,yes,,yes,,both flat and garden
8,,7.5,male,Golden Retriever,2014-05-18,2014-05-18,2014-05-21,golden,short,medium,,yes,yes,,,,,both flat and garden
615,Katja,9.67,female,German Shepherd Dog Mix,2014-04-01,2014-04-01,2014-05-13,black and brown,short,medium,,,yes,yes,yes,,,
610,Dana,6.17,female,Unknown Mix,2014-05-12,2014-05-12,2014-05-13,black,short,medium,,,,,yes,yes,,
1121,Csongi,6.58,male,Jagd Terrier Mix,2014-04-16,2014-04-16,2014-05-14,black and brown,short,small,,,,,,,,
608,Hillary,7.67,female,Unknown Mix,2014-04-15,2014-04-15,2014-05-13,sable,short,medium,,,yes,yes,yes,yes,,
112,Betyár,7.42,male,Unknown Mix,2013-05-03,2013-05-03,2014-05-04,black,medium,medium,no,,no,,,,,garden
63,Fricike,15.92,male,"Dachshund, Golden Retriever Mix",2014-03-01,2014-03-01,2014-04-30,yellow-brown,short,medium,yes,,,,,,,
603,Elvis,8.92,male,Unknown Mix,2013-08-01,2013-08-01,2014-05-13,brown and white,medium,medium,,,,,,,,
6911,,5.92,male,"Fox Terrier, Whippet Mix",2014-03-01,2014-03-01,2014-04-19,black and white,short,medium,no,,yes,yes,yes,yes,yes,both flat and garden
593,Bacon,6.83,male,Unknown Mix,2014-03-31,2014-03-31,2014-04-16,black,wirehaired,medium,,,yes,yes,yes,yes,,
155,Scott,6.92,male,Staffordshire Terrier,2014-05-07,2014-05-07,2014-05-07,brown and white,short,medium,,,yes,yes,no,no,,garden
602,Bronco,9.67,male,Unknown Mix,2014-04-23,2014-04-23,2014-04-25,brown and white,medium,medium,,,yes,yes,yes,yes,,
604,Kevin,7.17,male,Unknown Mix,2014-04-01,2014-04-01,2014-05-13,yellow-brown,short,medium,,,yes,,yes,yes,,
601,Janett,6.5,female,Unknown Mix,2014-04-23,2014-04-23,2014-04-25,brown,short,medium,,,yes,yes,yes,yes,,
594,Paco,7.42,male,Unknown Mix,2014-04-16,2014-04-16,2014-04-25,white,short,medium,,,yes,yes,,,,
592,Loki,6.83,male,Unknown Mix,2014-03-01,2014-03-01,2014-04-16,gray,short,medium,,,yes,yes,yes,yes,,
598,Camillo,8.17,male,Unknown Mix,2014-04-16,2014-04-16,2014-04-25,black and brown,short,medium,,,yes,yes,yes,yes,,
595,Gus,15.75,male,Unknown Mix,2014-04-16,2014-04-16,2014-04-25,brown and white,medium,medium,,,yes,yes,yes,yes,,
600,Dalia,6.75,female,Unknown Mix,2014-04-23,2014-04-23,2014-04-25,brown and white,short,medium,,,yes,yes,yes,,,
278,Dóri,6.17,female,"Dachshund, Havanese, Setter Mix",2014-04-16,2014-04-16,2014-04-23,tricolor,medium,medium,,,yes,yes,yes,yes,,both flat and garden
599,Coby,8.17,male,Unknown Mix,2014-04-22,2014-04-22,2014-04-25,sable,short,medium,,,yes,,,,,
597,Pandora,6.83,female,Unknown Mix,2014-04-16,2014-04-16,2014-04-25,black and brown,short,medium,,,yes,yes,,,,
596,Árpád,8.75,male,Kuvasz,2014-04-16,2014-04-16,2014-04-25,white,medium,medium,,,yes,yes,,,,
6,Perec,8.08,male,Unknown Mix,2014-01-20,2014-01-20,2014-04-29,white,medium,medium,yes,yes,yes,,,,yes,flat
1107,Heves,5.83,male,German Shepherd Dog Mix,2014-03-18,2014-03-18,2014-04-25,yellow-brown,medium,large,,,,,,,,
590,Jill,10.92,female,Unknown Mix,2014-03-26,2014-03-26,2014-03-29,black and brown,short,medium,,,,,yes,,,
591,Lexy,8.75,female,Unknown Mix,2014-03-26,2014-03-26,2014-03-29,black and brown,short,medium,,,yes,yes,yes,,,
942,Emily,7.75,female,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,white,short,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
948,Vackor,6.17,male,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,black,medium,medium,no,yes,yes,yes,yes,yes,yes,both flat and garden
949,Hógolyó,12.75,male,Dachshund Mix,2014-03-24,2014-03-24,2014-03-24,spotty,short,small,yes,no,yes,yes,no,yes,,both flat and garden
1,Alex,11.0,male,Boxer,2014-01-22,2014-04-08,2014-04-08,yellow,short,large,yes,yes,yes,yes,no,yes,yes,both flat and garden
589,Marvin,6.83,male,Unknown Mix,2014-03-26,2014-03-26,2014-03-29,brown,short,medium,,,,,,yes,,
947,Szuzy,7.92,female,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,tricolor,medium,medium,yes,yes,yes,yes,yes,yes,yes,both flat and garden
944,Dylan,9.17,male,"Irish Setter, Vizsla Mix",2014-03-24,2014-03-24,2014-03-24,black,medium,medium,yes,,yes,,,,,both flat and garden
6895,Csöpi,14.67,female,Fox Terrier,2014-03-05,2014-03-05,2014-04-07,brown and white,short,medium,no,yes,yes,yes,,,,both flat and garden
946,Bobó,6.92,male,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,apricot,short,medium,yes,yes,yes,,no,yes,,both flat and garden
507,Zoárd,6.83,male,Dachshund Mix,2014-04-08,2014-04-08,2014-04-08,black and tan,short,small,,,,,,,,
945,Buci,11.08,male,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,gray and black,short,medium,yes,,yes,,no,yes,,garden
943,Vanda,8.75,female,German Shepherd Dog Mix,2014-03-24,2014-03-24,2014-03-24,tricolor,short,medium,yes,yes,yes,,yes,yes,,both flat and garden
951,Manó,8.75,male,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,black and white,short,medium,yes,,yes,,,,,both flat and garden
950,Bobi,8.75,male,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,brown,short,small,yes,,yes,yes,no,yes,,both flat and garden
506,Fruzsi,6.83,female,Dachshund Mix,2014-04-08,2014-04-08,2014-04-08,brown and white,short,small,,,,,,,,
952,Füles,8.67,male,Unknown Mix,2014-03-24,2014-03-24,2014-03-24,red,short,medium,yes,yes,yes,,no,yes,,garden
1408,Dzsini,6.0,female,Unknown Mix,2014-03-08,2014-03-08,2014-03-24,black,short,medium,yes,,,,yes,yes,,garden
588,Rasmus,7.5,male,Unknown Mix,2014-03-01,2014-03-01,2014-03-26,golden,short,medium,,,yes,yes,yes,yes,,
579,Cheril,6.92,female,Unknown Mix,2014-03-17,2014-03-17,2014-03-21,brown and white,wirehaired,medium,,,,,yes,yes,,
574,Kitty,6.92,female,Puli,2014-03-11,2014-03-11,2014-03-20,black,wirehaired,medium,,,yes,yes,yes,yes,,
577,Loretta,7.5,female,Dachshund Mix,2014-03-17,2014-03-17,2014-03-21,brown and white,short,medium,,,yes,yes,yes,yes,,
581,Tasso,7.0,male,Unknown Mix,2014-03-17,2014-03-17,2014-03-21,golden,short,medium,,,yes,yes,yes,yes,,
584,Brando,7.83,male,Dachshund Mix,2014-03-19,2014-03-19,2014-03-21,brown,short,medium,,,yes,yes,yes,yes,,
585,Rosienda,6.92,female,Unknown Mix,2014-03-19,2014-03-19,2014-03-21,brown,short,medium,,,yes,yes,yes,yes,,
586,Maci,6.17,male,Unknown Mix,2014-03-20,2014-03-20,2014-03-21,brown,wirehaired,medium,,,,,,,,
576,Colorado,6.92,male,Fox Terrier Mix,2014-03-17,2014-03-17,2014-03-21,black and brown,short,medium,,,yes,yes,yes,yes,,
572,Tyron,6.92,male,Rottweiler Mix,2014-03-11,2014-03-11,2014-03-20,black and brown,short,medium,,,yes,yes,,,,
580,Fergie,11.83,female,Beagle,2014-03-17,2014-03-17,2014-03-21,tricolor,short,medium,,,yes,yes,yes,yes,,
582,Gomez,11.83,male,Staffordshire Terrier,2014-03-17,2014-03-17,2014-03-21,black and white,short,medium,,,yes,yes,,,,
575,Kiwi,6.92,male,Puli,2014-03-11,2014-03-11,2014-03-20,black,wirehaired,medium,,,yes,yes,yes,yes,,
573,Tyson,6.92,male,Rottweiler Mix,2014-03-11,2014-03-11,2014-03-20,black and brown,short,medium,,,yes,yes,,,,
345,Blanka,7.83,female,German Shepherd Dog Mix,2014-02-23,2014-02-23,2014-03-23,black and tan,short,medium,yes,,yes,yes,yes,yes,,both flat and garden
578,Agatha,8.5,female,Unknown Mix,2014-03-17,2014-03-17,2014-03-21,yellow-brown,short,medium,,,yes,yes,yes,yes,,
1093,Dabas,10.67,male,"Pumi, Schnauzer Mix",2014-02-27,2014-02-27,2014-03-21,gray,wirehaired,medium,,,,,,,,
941,Mancs,13.75,female,Fox Terrier Mix,2014-03-24,2014-03-24,2014-03-24,apricot,short,medium,yes,,yes,,,,,both flat and garden
940,Lili,7.75,female,"Hungarian Vizsla, Labrador Retriever Mix",2014-03-24,2014-03-24,2014-03-24,brown,short,medium,yes,,yes,,,,,both flat and garden
583,Priscilla,6.58,female,Unknown Mix,2014-03-19,2014-03-19,2014-03-21,black,medium,medium,,,yes,yes,yes,yes,,
344,Ruby,6.42,female,Staffordshire Terrier Mix,2014-03-21,2014-03-21,2014-03-23,black and white,short,medium,,,yes,yes,yes,yes,,both flat and garden
564,Valentin,6.92,male,Unknown Mix,2014-02-28,2014-02-28,2014-03-20,black and brown,wirehaired,medium,,,,,yes,yes,yes,
561,Donna,15.83,female,Unknown Mix,2014-02-28,2014-02-28,2014-03-20,sable,short,medium,,,,,yes,,,
504,Hanga,8.75,female,Dachshund,2014-02-07,2014-02-07,2014-03-07,black and tan,short,small,,,,,,,,
938,Mancs,13.75,female,Fox Terrier Mix,2014-03-16,2014-03-16,2014-03-16,apricot,short,medium,yes,,yes,,,,,both flat and garden
570,Maggie,9.83,female,Rottweiler,2014-03-11,2014-03-11,2014-03-20,black and brown,short,medium,,,yes,,,,,
498,Dömi,6.0,male,Schnauzer Mix,2014-02-07,2014-02-07,2014-03-07,yellow-brown,wirehaired,medium,,,,,,,,
2287,Tomaj,9.75,male,Pumi Mix,2014-02-20,2014-02-20,2014-03-15,black,medium,medium,yes,,,,,,,both flat and garden
567,Kilroy,6.92,male,Rottweiler,2014-02-28,2014-02-28,2014-03-20,black and brown,short,medium,,,,yes,,,,
568,Belinda,7.33,female,Central Asian Ovtcharka,2014-03-03,2014-03-03,2014-03-20,brown and white,short,medium,,,yes,yes,,,,
571,Champ,8.5,male,Unknown Mix,2014-03-11,2014-03-11,2014-03-20,black,wirehaired,medium,,,,yes,,,,
565,Marci,12.92,male,Puli,2014-02-14,2014-02-14,2014-03-20,black,wirehaired,medium,,,,,yes,yes,,
562,Aladár,7.17,male,Unknown Mix,2014-02-28,2014-02-28,2014-03-20,white,medium,medium,,,,,yes,yes,yes,
496,Buksi,8.75,male,Dachshund Mix,2014-02-07,2014-02-07,2014-03-07,red,medium,medium,yes,,,,,,,
1403,Bucó,6.0,male,Unknown Mix,2014-02-24,2014-02-24,2014-03-12,black,short,small,no,,,,yes,yes,yes,both flat and garden
2297,Keksz,6.5,male,Unknown Mix,2014-01-02,2014-01-02,2014-03-14,sable,short,medium,yes,yes,yes,yes,,yes,no,both flat and garden
175,Dóri,10.75,female,Unknown Mix,2014-03-08,2014-03-08,2014-03-08,red,short,medium,no,,yes,yes,,yes,,both flat and garden
563,Rajmund,6.5,male,Unknown Mix,2014-02-28,2014-02-28,2014-03-20,brown and white,medium,medium,,,,,yes,yes,,
569,Rambo,7.42,male,Rhodesian Ridgeback,2014-03-03,2014-03-03,2014-03-20,black and brown,short,medium,,,,,,yes,,
501,Maja,6.25,female,Unknown Mix,2014-02-07,2014-02-07,2014-03-07,black and brown,short,medium,,,,,,,,
566,Nero,8.17,male,Unknown Mix,2014-02-28,2014-02-28,2014-03-20,saddle back,short,medium,,,,yes,,yes,,
272,Móricka,6.75,male,Fox Terrier Mix,2014-02-05,2014-02-05,2014-02-24,tricolor,short,small,,yes,yes,yes,,yes,,both flat and garden
271,Borzaska,7.17,female,"Puli, Spaniel Mix",2014-02-12,2014-02-12,2014-02-24,gray and black,medium,medium,,yes,yes,yes,yes,,,both flat and garden
275,Betsy,7.17,female,Basset Hound Mix,2014-02-03,2014-02-03,2014-02-24,tricolor,short,medium,,yes,yes,yes,yes,yes,,both flat and garden
1359,Scott,14.5,male,Shih Tzu Mix,2013-05-15,2013-05-15,2014-02-25,white,medium,small,no,,,,yes,yes,,flat
1360,Alma,11.5,female,Rottweiler Mix,2013-05-23,2013-05-23,2014-02-25,black and brown,short,large,yes,,,,yes,yes,,garden
1376,Jack,12.83,male,Labrador Retriever Mix,2013-01-21,2013-01-21,2014-02-25,red and white,medium,large,no,,,,yes,yes,,garden
1348,Vince,8.17,male,Unknown Mix,2013-09-09,2013-09-09,2014-02-25,black,medium,small,,,,,yes,yes,,garden
170,Benji,6.75,male,German Shepherd Dog Mix,2014-02-25,2014-02-25,2014-02-25,sable,long,medium,no,,yes,yes,yes,yes,,garden
1354,Döme,11.25,male,Pekingese Mix,2013-08-16,2013-08-16,2014-02-25,red and white,long,small,no,,,,,no,,both flat and garden
90,Csöpike,13.75,male,Dachshund Mix,2014-03-04,2014-03-04,2014-03-04,black and brown,short,small,yes,yes,yes,yes,yes,yes,yes,both flat and garden
1351,Twinky,7.92,female,Unknown Mix,2013-08-22,2013-08-22,2014-02-25,black,short,medium,yes,,,,yes,yes,,garden
1386,Lucifer,8.67,male,Unknown Mix,2011-09-22,2011-09-22,2014-02-27,white,medium,medium,no,,,,yes,yes,,garden
111,Dugó,9.92,male,Unknown Mix,2011-05-03,2014-03-05,2014-03-05,white,short,small,no,,yes,,,yes,,garden
1387,Limbo,10.25,female,Unknown Mix,2011-07-18,2011-07-18,2014-02-27,spotty,short,small,yes,,,,yes,yes,,both flat and garden
1388,Ropi,11.33,female,German Shepherd Dog,2011-06-30,2011-06-30,2014-02-27,black and brown,long,large,yes,,,,yes,yes,,garden
1382,Yoko,9.17,female,Unknown Mix,2012-09-10,2012-09-10,2014-02-27,apricot,medium,medium,yes,,,,yes,yes,,garden
560,Dotty,6.25,female,Unknown Mix,2014-02-18,2014-02-18,2014-02-21,black,short,medium,,,,yes,yes,yes,,
112,Barni,7.92,male,Unknown Mix,2013-01-08,2014-03-05,2014-03-05,yellow-brown,short,medium,no,,yes,,,,,garden
1332,Vándor,8.0,male,Unknown Mix,2013-11-23,2013-11-23,2014-02-24,black,medium,large,no,,,,no,,,garden
381,Bandita,7.75,male,Unknown Mix,2014-02-14,2014-02-28,2014-02-28,black,short,medium,no,yes,yes,yes,yes,yes,yes,flat
553,Skippy,6.75,male,Unknown Mix,2014-02-17,2014-02-17,2014-02-21,brown and white,short,medium,,,,yes,yes,yes,,
486,Zsuzsi,6.08,female,Unknown Mix,2013-10-18,2013-10-18,2014-02-18,black and white,medium,small,,,,,,,,
489,Lara És Happy,6.08,female,Unknown Mix,2013-12-30,2013-12-30,2014-02-20,black,short,medium,,,,,,,,
555,Nina,6.17,female,Unknown Mix,2014-02-17,2014-02-17,2014-02-21,saddle back,short,medium,,,,yes,yes,yes,,
6822,Stella,8.25,female,"Labrador Retriever, Staffordshire Terrier Mix",2012-01-01,2012-01-01,2014-02-20,yellow-brown,short,medium,yes,yes,yes,yes,yes,yes,no,both flat and garden
480,Csoki,6.08,female,Jack Russell Terrier Mix,2013-12-01,2013-12-01,2014-02-18,black and brown,short,small,,,,,,,,
