location_name,data_date,submitted_date,Province,District,malaria_rdt_0-4,malaria_rdt_5-14,malaria_rdt_15,malaria_tot,newid
Facility 24,2020-07-22,2020-07-23,North,Bolo,3,10,23,36,24
Facility 18,2020-07-23,2020-07-23,North,Bolo,0,0,0,0,18
Facility 21,2020-07-23,2020-07-23,North,Bolo,17,10,5,32,21
Facility 18,2020-07-22,2020-07-23,North,Bolo,3,0,7,10,18
Facility 29,2020-07-22,2020-07-23,North,Dingo,16,14,45,75,29
Facility 15,2020-07-23,2020-07-23,North,Barnard,17,3,24,44,15
Facility 12,2020-07-22,2020-07-23,North,Dingo,31,30,77,138,12
Facility 13,2020-07-22,2020-07-23,North,Bolo,0,0,0,0,13
Facility 27,2020-07-23,2020-07-23,North,Spring,0,0,0,0,27
Facility 55,2020-07-22,2020-07-23,North,Bolo,29,5,12,46,55
Facility 27,2020-07-21,2020-07-23,North,Spring,4,6,5,15,27
Facility 26,2020-07-22,2020-07-23,North,Bolo,2,0,10,12,26
Facility 40,2020-07-22,2020-07-23,North,Barnard,20,9,9,38,40
Facility 41,2020-07-22,2020-07-23,North,Barnard,18,12,10,40,41
Facility 3,2020-07-23,2020-07-23,North,Dingo,8,7,13,28,3
Facility 1,2020-07-21,2020-07-22,North,Spring,0,0,0,0,1
Facility 36,2020-07-22,2020-07-22,North,Dingo,9,4,8,21,36
Facility 57,2020-07-22,2020-07-22,North,Barnard,6,9,23,38,57
Facility 22,2020-07-22,2020-07-22,North,Bolo,10,2,6,18,22
Facility 6,2020-07-20,2020-07-22,North,Dingo,17,10,20,47,6
Facility 6,2020-07-19,2020-07-22,North,Dingo,14,5,33,52,6
Facility 34,2020-07-22,2020-07-22,North,Dingo,8,9,15,32,34
Facility 25,2020-07-20,2020-07-22,North,Bolo,5,1,13,19,25
Facility 25,2020-07-19,2020-07-22,North,Bolo,5,2,5,12,25
Facility 19,2020-07-21,2020-07-22,North,Bolo,5,1,19,25,19
Facility 4,2020-07-22,2020-07-22,North,Bolo,6,1,8,15,4
Facility 47,2020-07-21,2020-07-22,North,Barnard,30,17,17,64,47
Facility 63,2020-07-21,2020-07-22,North,Barnard,5,6,7,18,63
Facility 63,2020-07-19,2020-07-22,North,Barnard,5,7,10,22,63
Facility 63,2020-07-20,2020-07-22,North,Barnard,6,5,5,16,63
Facility 63,2020-07-17,2020-07-22,North,Barnard,0,0,0,0,63
Facility 63,2020-07-16,2020-07-22,North,Barnard,4,4,1,9,63
Facility 63,2020-07-13,2020-07-22,North,Barnard,4,2,9,15,63
Facility 63,2020-07-15,2020-07-22,North,Barnard,5,6,13,24,63
Facility 63,2020-07-11,2020-07-22,North,Barnard,8,16,8,32,63
Facility 63,2020-07-12,2020-07-22,North,Barnard,8,7,8,23,63
Facility 63,2020-07-14,2020-07-22,North,Barnard,9,11,18,38,63
Facility 63,2020-07-18,2020-07-22,North,Barnard,14,10,12,36,63
Facility 30,2020-07-22,2020-07-22,North,Bolo,7,17,54,78,30
Facility 10,2020-07-22,2020-07-22,North,Bolo,0,17,18,35,10
Facility 14,2020-07-22,2020-07-22,North,Dingo,10,9,8,27,14
Facility 46,2020-07-21,2020-07-22,North,Dingo,4,0,5,9,46
Facility 4,2020-07-21,2020-07-22,North,Bolo,3,4,25,32,4
Facility 54,2020-07-21,2020-07-22,North,Barnard,19,8,26,53,54
Facility 51,2020-07-21,2020-07-22,North,Spring,16,12,21,49,51
Facility 37,2020-07-21,2020-07-22,North,Bolo,58,34,81,173,37
Facility 45,2020-07-21,2020-07-22,North,Barnard,51,47,59,157,45
Facility 8,2020-07-21,2020-07-22,North,Bolo,5,3,17,25,8
Facility 8,2020-07-20,2020-07-22,North,Bolo,5,0,17,22,8
Facility 8,2020-07-19,2020-07-22,North,Bolo,0,0,0,0,8
Facility 8,2020-07-18,2020-07-22,North,Bolo,9,0,4,13,8
Facility 8,2020-07-17,2020-07-22,North,Bolo,0,0,0,0,8
Facility 8,2020-07-16,2020-07-22,North,Bolo,0,0,0,0,8
Facility 16,2020-07-21,2020-07-22,North,Barnard,9,19,12,40,16
Facility 8,2020-07-15,2020-07-22,North,Bolo,5,2,11,18,8
Facility 8,2020-07-14,2020-07-22,North,Bolo,2,3,9,14,8
Facility 52,2020-07-21,2020-07-22,North,Bolo,11,16,46,73,52
Facility 29,2020-07-21,2020-07-22,North,Dingo,18,17,26,61,29
Facility 13,2020-07-21,2020-07-22,North,Bolo,0,0,0,0,13
Facility 49,2020-07-21,2020-07-22,North,Dingo,48,40,41,129,49
Facility 33,2020-07-21,2020-07-22,North,Barnard,4,8,13,25,33
Facility 33,2020-07-20,2020-07-22,North,Barnard,3,2,10,15,33
Facility 21,2020-07-22,2020-07-22,North,Bolo,24,11,3,38,21
Facility 9,2020-07-21,2020-07-22,North,Spring,34,16,31,81,9
Facility 2,2020-07-21,2020-07-22,North,Bolo,20,20,40,80,2
Facility 2,2020-07-20,2020-07-22,North,Bolo,20,20,34,74,2
Facility 2,2020-07-19,2020-07-22,North,Bolo,15,36,31,82,2
Facility 12,2020-07-21,2020-07-22,North,Dingo,69,31,59,159,12
Facility 53,2020-07-21,2020-07-22,North,Bolo,7,3,7,17,53
Facility 15,2020-07-22,2020-07-22,North,Barnard,13,21,21,55,15
Facility 55,2020-07-21,2020-07-22,North,Bolo,23,6,35,64,55
Facility 3,2020-07-22,2020-07-22,North,Dingo,8,1,13,22,3
Facility 24,2020-07-21,2020-07-22,North,Bolo,24,15,58,97,24
Facility 57,2020-07-21,2020-07-22,North,Barnard,13,5,26,44,57
Facility 42,2020-07-21,2020-07-22,North,Dingo,22,10,16,48,42
Facility 18,2020-07-21,2020-07-22,North,Bolo,4,0,5,9,18
Facility 41,2020-07-21,2020-07-22,North,Barnard,19,9,41,69,41
Facility 48,2020-07-21,2020-07-22,North,Dingo,5,6,17,28,48
Facility 40,2020-07-21,2020-07-22,North,Barnard,15,2,1,18,40
Facility 26,2020-07-21,2020-07-22,North,Bolo,5,3,6,14,26
Facility 61,2020-07-20,2020-07-21,North,Barnard,9,1,5,15,61
Facility 22,2020-07-21,2020-07-21,North,Bolo,10,3,3,16,22
Facility 36,2020-07-21,2020-07-21,North,Dingo,0,0,0,0,36
Facility 36,2020-07-20,2020-07-21,North,Dingo,0,0,0,0,36
Facility 36,2020-07-19,2020-07-21,North,Dingo,10,6,11,27,36
Facility 36,2020-07-18,2020-07-21,North,Dingo,12,19,8,39,36
Facility 51,2020-07-20,2020-07-21,North,Spring,8,6,19,33,51
Facility 51,2020-07-19,2020-07-21,North,Spring,24,3,28,55,51
Facility 1,2020-07-20,2020-07-21,North,Spring,30,10,32,72,1
Facility 34,2020-07-21,2020-07-21,North,Dingo,13,6,10,29,34
Facility 35,2020-07-20,2020-07-21,North,Spring,104,41,140,285,35
Facility 64,2020-07-20,2020-07-21,North,Dingo,15,1,0,16,64
Facility 64,2020-07-19,2020-07-21,North,Dingo,10,9,0,19,64
Facility 64,2020-07-18,2020-07-21,North,Dingo,7,1,0,8,64
Facility 64,2020-07-17,2020-07-21,North,Dingo,0,0,0,0,64
Facility 64,2020-07-15,2020-07-21,North,Dingo,7,4,0,11,64
Facility 64,2020-07-14,2020-07-21,North,Dingo,0,0,0,0,64
Facility 64,2020-07-13,2020-07-21,North,Dingo,0,0,8,8,64
Facility 64,2020-07-16,2020-07-21,North,Dingo,5,1,0,6,64
Facility 37,2020-07-20,2020-07-21,North,Bolo,77,6,33,116,37
Facility 19,2020-07-20,2020-07-21,North,Bolo,6,3,21,30,19
Facility 38,2020-07-21,2020-07-21,North,Bolo,5,12,13,30,38
Facility 52,2020-07-20,2020-07-21,North,Bolo,12,21,44,77,52
Facility 30,2020-07-21,2020-07-21,North,Bolo,8,4,24,36,30
Facility 14,2020-07-21,2020-07-21,North,Dingo,9,5,8,22,14
Facility 10,2020-07-21,2020-07-21,North,Bolo,0,9,15,24,10
Facility 5,2020-07-20,2020-07-21,North,Bolo,25,18,32,75,5
Facility 5,2020-07-19,2020-07-21,North,Bolo,21,18,32,71,5
Facility 5,2020-07-18,2020-07-21,North,Bolo,31,15,19,65,5
Facility 1,2020-07-02,2020-07-13,North,Spring,53,14,12,79,1
Facility 1,2020-07-01,2020-07-13,North,Spring,0,2,3,5,1
Facility 21,2020-07-13,2020-07-13,North,Bolo,16,12,22,50,21
Facility 1,2020-06-30,2020-07-13,North,Spring,0,0,0,0,1
Facility 1,2020-06-29,2020-07-13,North,Spring,1,0,0,1,1
Facility 1,2020-06-28,2020-07-13,North,Spring,0,0,0,0,1
Facility 29,2020-07-12,2020-07-13,North,Dingo,28,26,35,89,29
Facility 26,2020-07-12,2020-07-13,North,Bolo,4,4,11,19,26
Facility 49,2020-07-12,2020-07-13,North,Dingo,40,27,14,81,49
Facility 64,2020-07-12,2020-07-13,North,Dingo,9,7,17,33,64
Facility 12,2020-07-12,2020-07-13,North,Dingo,60,49,99,208,12
Facility 51,2020-07-12,2020-07-13,North,Spring,31,12,29,72,51
Facility 8,2020-07-12,2020-07-13,North,Bolo,0,1,10,11,8
Facility 13,2020-07-12,2020-07-13,North,Bolo,0,0,0,0,13
Facility 24,2020-07-12,2020-07-13,North,Bolo,8,8,45,61,24
Facility 9,2020-07-12,2020-07-13,North,Spring,53,33,48,134,9
Facility 2,2020-07-12,2020-07-13,North,Bolo,38,31,62,131,2
Facility 41,2020-07-11,2020-07-13,North,Barnard,11,5,41,57,41
Facility 41,2020-07-12,2020-07-13,North,Barnard,20,12,39,71,41
Facility 42,2020-07-12,2020-07-13,North,Dingo,26,13,32,71,42
Facility 3,2020-07-13,2020-07-13,North,Dingo,9,7,12,28,3
Facility 55,2020-07-12,2020-07-13,North,Bolo,25,5,43,73,55
Facility 42,2020-07-11,2020-07-13,North,Dingo,25,23,53,101,42
Facility 23,2020-07-12,2020-07-13,North,Dingo,7,15,13,35,23
Facility 60,2020-07-12,2020-07-13,North,Bolo,12,6,17,35,60
Facility 48,2020-07-12,2020-07-13,North,Dingo,6,5,19,30,48
Facility 48,2020-07-11,2020-07-13,North,Dingo,11,19,21,51,48
Facility 15,2020-07-03,2020-07-12,North,Barnard,NA,NA,NA,NA,15
Facility 23,2020-07-11,2020-07-12,North,Dingo,19,14,15,48,23
Facility 38,2020-07-11,2020-07-12,North,Bolo,8,10,15,33,38
Facility 25,2020-07-11,2020-07-12,North,Bolo,0,3,5,8,25
Facility 22,2020-06-28,2020-07-12,North,Bolo,17,2,12,31,22
Facility 22,2020-07-11,2020-07-12,North,Bolo,10,8,27,45,22
Facility 64,2020-07-11,2020-07-12,North,Dingo,9,9,30,48,64
Facility 3,2020-07-12,2020-07-12,North,Dingo,21,13,25,59,3
Facility 64,2020-07-10,2020-07-12,North,Dingo,0,0,0,0,64
Facility 64,2020-07-09,2020-07-12,North,Dingo,7,1,34,42,64
Facility 31,2020-07-11,2020-07-12,North,Dingo,5,11,3,19,31
Facility 64,2020-07-08,2020-07-12,North,Dingo,12,8,10,30,64
Facility 18,2020-07-11,2020-07-12,North,Bolo,4,5,12,21,18
Facility 18,2020-07-09,2020-07-12,North,Bolo,0,0,0,0,18
Facility 64,2020-07-07,2020-07-12,North,Dingo,11,10,14,35,64
Facility 64,2020-07-05,2020-07-12,North,Dingo,0,0,16,16,64
Facility 27,2020-07-11,2020-07-12,North,Spring,22,16,17,55,27
Facility 26,2020-07-11,2020-07-12,North,Bolo,10,3,8,21,26
Facility 11,2020-07-11,2020-07-12,North,Spring,96,34,35,165,11
Facility 64,2020-07-04,2020-07-12,North,Dingo,12,8,0,20,64
Facility 64,2020-07-03,2020-07-12,North,Dingo,15,6,36,57,64
Facility 11,2020-07-10,2020-07-12,North,Spring,2,1,0,3,11
Facility 11,2020-07-10,2020-07-12,North,Spring,2,1,0,3,11
Facility 64,2020-07-02,2020-07-12,North,Dingo,12,0,19,31,64
Facility 64,2020-07-01,2020-07-12,North,Dingo,18,5,17,40,64
Facility 64,2020-06-30,2020-07-12,North,Dingo,26,1,17,44,64
Facility 64,2020-06-29,2020-07-12,North,Dingo,2,0,1,3,64
Facility 34,2020-07-11,2020-07-11,North,Dingo,13,12,22,47,34
Facility 39,2020-07-10,2020-07-11,North,Spring,8,5,4,17,39
Facility 5,2020-07-10,2020-07-11,North,Bolo,0,0,0,0,5
Facility 19,2020-07-10,2020-07-11,North,Bolo,5,28,21,54,19
Facility 35,2020-07-10,2020-07-11,North,Spring,43,34,51,128,35
Facility 32,2020-07-09,2020-07-11,North,Spring,45,49,43,137,32
Facility 35,2020-07-09,2020-07-11,North,Spring,126,86,119,331,35
Facility 32,2020-07-07,2020-07-11,North,Spring,39,54,47,140,32
Facility 29,2020-07-10,2020-07-11,North,Dingo,0,0,0,0,29
Facility 29,2020-07-09,2020-07-11,North,Dingo,0,0,0,0,29
Facility 7,2020-07-10,2020-07-11,North,Spring,0,0,0,0,7
Facility 7,2020-07-09,2020-07-11,North,Spring,3,5,5,13,7
Facility 7,2020-07-08,2020-07-11,North,Spring,31,21,31,83,7
Facility 46,2020-07-11,2020-07-11,North,Dingo,8,1,15,24,46
Facility 36,2020-07-11,2020-07-11,North,Dingo,14,12,18,44,36
Facility 36,2020-07-10,2020-07-11,North,Dingo,0,0,0,0,36
Facility 37,2020-07-10,2020-07-11,North,Bolo,3,0,84,87,37
Facility 50,2020-07-10,2020-07-11,North,Spring,9,3,6,18,50
Facility 50,2020-07-09,2020-07-11,North,Spring,64,29,35,128,50
Facility 50,2020-07-08,2020-07-11,North,Spring,99,46,42,187,50
Facility 37,2020-07-09,2020-07-11,North,Bolo,13,9,30,52,37
Facility 37,2020-07-09,2020-07-11,North,Bolo,13,9,30,52,37
Facility 37,2020-07-08,2020-07-11,North,Bolo,9,2,10,21,37
Facility 5,2020-07-11,2020-07-11,North,Bolo,20,19,13,52,5
Facility 5,2020-07-09,2020-07-11,North,Bolo,5,3,14,22,5
Facility 10,2020-07-11,2020-07-11,North,Bolo,0,19,20,39,10
Facility 10,2020-07-10,2020-07-11,North,Bolo,0,1,2,3,10
Facility 10,2020-07-09,2020-07-11,North,Bolo,0,8,4,12,10
Facility 25,2020-07-10,2020-07-11,North,Bolo,0,0,0,0,25
Facility 25,2020-07-09,2020-07-11,North,Bolo,0,0,0,0,25
Facility 25,2020-07-08,2020-07-11,North,Bolo,6,0,5,11,25
Facility 19,2020-07-09,2020-07-11,North,Bolo,6,34,27,67,19
Facility 31,2020-07-10,2020-07-11,North,Dingo,0,0,0,0,31
Facility 31,2020-07-09,2020-07-11,North,Dingo,0,0,0,0,31
Facility 31,2020-07-08,2020-07-11,North,Dingo,18,11,9,38,31
Facility 30,2020-07-11,2020-07-11,North,Bolo,19,22,27,68,30
Facility 30,2020-07-10,2020-07-11,North,Bolo,12,24,31,67,30
Facility 4,2020-07-10,2020-07-11,North,Bolo,0,0,0,0,4
Facility 4,2020-07-09,2020-07-11,North,Bolo,14,0,9,23,4
Facility 52,2020-07-10,2020-07-11,North,Bolo,23,20,37,80,52
Facility 52,2020-07-09,2020-07-11,North,Bolo,12,10,33,55,52
Facility 52,2020-07-08,2020-07-11,North,Bolo,9,24,43,76,52
Facility 21,2020-07-11,2020-07-11,North,Bolo,24,13,5,42,21
Facility 12,2020-07-10,2020-07-11,North,Dingo,60,50,89,199,12
Facility 12,2020-07-09,2020-07-10,North,Dingo,35,52,30,117,12
Facility 46,2020-07-10,2020-07-11,North,Dingo,0,0,0,0,46
Facility 46,2020-07-09,2020-07-11,North,Dingo,0,0,0,0,46
Facility 13,2020-07-10,2020-07-11,North,Bolo,0,0,0,0,13
Facility 13,2020-07-09,2020-07-11,North,Bolo,0,0,0,0,13
Facility 51,2020-07-09,2020-07-11,North,Spring,0,0,2,2,51
Facility 42,2020-07-09,2020-07-11,North,Dingo,24,8,36,68,42
Facility 23,2020-07-10,2020-07-11,North,Dingo,0,0,0,0,23
Facility 23,2020-07-09,2020-07-11,North,Dingo,0,0,0,0,23
Facility 23,2020-07-08,2020-07-11,North,Dingo,7,5,10,22,23
Facility 27,2020-07-10,2020-07-11,North,Spring,0,0,0,0,27
Facility 55,2020-07-10,2020-07-11,North,Bolo,7,5,18,30,55
Facility 27,2020-07-09,2020-07-11,North,Spring,0,0,0,0,27
Facility 55,2020-07-09,2020-07-11,North,Bolo,10,7,35,52,55
Facility 15,2020-07-10,2020-07-11,North,Barnard,NA,NA,NA,NA,15
Facility 24,2020-07-10,2020-07-11,North,Bolo,35,25,60,120,24
Facility 22,2020-07-09,2020-07-11,North,Bolo,1,1,2,4,22
Facility 55,2020-07-08,2020-07-11,North,Bolo,6,0,16,22,55
Facility 26,2020-07-10,2020-07-11,North,Bolo,0,0,0,0,26
Facility 3,2020-07-11,2020-07-11,North,Dingo,0,0,0,0,3
Facility 34,2020-07-10,2020-07-10,North,Dingo,0,0,0,0,34
Facility 34,2020-07-09,2020-07-10,North,Dingo,0,0,0,0,34
Facility 58,2020-07-07,2020-07-10,North,Spring,0,25,25,50,58
Facility 58,2020-07-06,2020-07-10,North,Spring,7,9,13,29,58
Facility 58,2020-07-05,2020-07-10,North,Spring,16,13,9,38,58
Facility 14,2020-07-09,2020-07-10,North,Dingo,0,0,0,0,14
Facility 14,2020-07-06,2020-07-10,North,Dingo,6,10,20,36,14
Facility 14,2020-07-08,2020-07-10,North,Dingo,21,12,22,55,14
Facility 14,2020-07-07,2020-07-10,North,Dingo,10,9,19,38,14
Facility 32,2020-07-10,2020-07-10,North,Spring,0,0,0,0,32
Facility 18,2020-07-10,2020-07-10,North,Bolo,0,0,0,0,18
Facility 3,2020-07-10,2020-07-10,North,Dingo,0,0,0,0,3
Facility 26,2020-07-09,2020-07-10,North,Bolo,0,0,0,0,26
Facility 21,2020-07-10,2020-07-10,North,Bolo,15,8,4,27,21
Facility 39,2020-07-09,2020-07-10,North,Spring,29,18,30,77,39
Facility 39,2020-07-08,2020-07-10,North,Spring,17,25,29,71,39
Facility 39,2020-07-07,2020-07-10,North,Spring,12,19,15,46,39
Facility 39,2020-07-06,2020-07-10,North,Spring,25,17,21,63,39
Facility 11,2020-07-09,2020-07-10,North,Spring,50,34,38,122,11
Facility 39,2020-07-05,2020-07-10,North,Spring,34,21,27,82,39
Facility 39,2020-07-04,2020-07-10,North,Spring,35,15,21,71,39
Facility 39,2020-07-03,2020-07-10,North,Spring,29,32,31,92,39
Facility 39,2020-07-02,2020-07-10,North,Spring,19,18,15,52,39
Facility 24,2020-07-09,2020-07-10,North,Bolo,11,10,20,41,24
Facility 39,2020-07-01,2020-07-10,North,Spring,14,27,24,65,39
Facility 2,2020-07-09,2020-07-10,North,Bolo,30,20,25,75,2
Facility 65,2020-06-25,2020-07-10,North,Spring,NA,NA,NA,NA,65
Facility 38,2020-07-10,2020-07-10,North,Bolo,0,0,0,0,38
Facility 4,2020-07-08,2020-07-09,North,Bolo,31,27,52,110,4
Facility 36,2020-07-09,2020-07-09,North,Dingo,0,0,0,0,36
Facility 35,2020-07-08,2020-07-09,North,Spring,98,48,105,251,35
Facility 2,2020-07-08,2020-07-09,North,Bolo,45,18,22,85,2
Facility 2,2020-07-07,2020-07-09,North,Bolo,49,20,30,99,2
Facility 30,2020-07-09,2020-07-09,North,Bolo,15,11,37,63,30
Facility 13,2020-07-08,2020-07-09,North,Bolo,0,0,0,0,13
Facility 24,2020-07-08,2020-07-09,North,Bolo,6,7,47,60,24
Facility 49,2020-07-08,2020-07-09,North,Dingo,12,29,51,92,49
Facility 21,2020-07-09,2020-07-09,North,Bolo,24,14,13,51,21
Facility 9,2020-07-08,2020-07-09,North,Spring,25,17,29,71,9
Facility 8,2020-07-08,2020-07-09,North,Bolo,0,0,2,2,8
Facility 26,2020-07-08,2020-07-09,North,Bolo,6,6,8,20,26
Facility 46,2020-07-08,2020-07-09,North,Dingo,4,13,22,39,46
Facility 19,2020-07-08,2020-07-09,North,Bolo,12,9,24,45,19
Facility 29,2020-07-08,2020-07-09,North,Dingo,26,33,23,82,29
Facility 50,2020-07-07,2020-07-09,North,Spring,81,41,36,158,50
Facility 12,2020-07-08,2020-07-09,North,Dingo,57,54,118,229,12
Facility 48,2020-07-08,2020-07-09,North,Dingo,12,12,11,35,48
Facility 51,2020-07-08,2020-07-09,North,Spring,2,2,24,28,51
Facility 3,2020-07-09,2020-07-09,North,Dingo,6,5,13,24,3
Facility 18,2020-07-08,2020-07-09,North,Bolo,6,1,5,12,18
Facility 18,2020-07-07,2020-07-09,North,Bolo,1,1,3,5,18
Facility 11,2020-07-08,2020-07-09,North,Spring,48,23,49,120,11
Facility 38,2020-07-09,2020-07-09,North,Bolo,0,0,0,0,38
Facility 42,2020-07-08,2020-07-09,North,Dingo,20,7,50,77,42
Facility 42,2020-07-06,2020-07-09,North,Dingo,16,8,35,59,42
Facility 30,2020-07-08,2020-07-08,North,Bolo,9,8,29,46,30
Facility 10,2020-06-29,2020-06-30,North,Bolo,0,6,3,9,10
Facility 52,2020-06-22,2020-07-04,North,Bolo,15,11,24,50,52
Facility 52,2020-06-25,2020-07-05,North,Bolo,18,5,34,57,52
Facility 38,2020-07-08,2020-07-08,North,Bolo,8,9,16,33,38
Facility 5,2020-07-08,2020-07-08,North,Bolo,14,13,27,54,5
Facility 52,2020-06-20,2020-07-04,North,Bolo,13,8,41,62,52
Facility 36,2020-07-08,2020-07-08,North,Dingo,11,6,11,28,36
Facility 20,2020-07-21,2020-07-25,North,Barnard,8,4,15,27,20
Facility 20,2020-07-20,2020-07-25,North,Barnard,5,1,8,14,20
Facility 20,2020-07-24,2020-07-25,North,Barnard,2,1,1,4,20
Facility 37,2020-07-24,2020-07-25,North,Bolo,1,3,58,62,37
Facility 37,2020-07-23,2020-07-25,North,Bolo,6,5,35,46,37
Facility 37,2020-07-22,2020-07-25,North,Bolo,2,4,20,26,37
Facility 32,2020-07-25,2020-07-25,North,Spring,51,50,21,122,32
Facility 32,2020-07-23,2020-07-25,North,Spring,11,10,18,39,32
Facility 14,2020-07-25,2020-07-25,North,Dingo,6,3,20,29,14
Facility 32,2020-07-22,2020-07-25,North,Spring,32,42,45,119,32
Facility 32,2020-07-21,2020-07-25,North,Spring,30,29,43,102,32
Facility 32,2020-07-20,2020-07-25,North,Spring,27,37,36,100,32
Facility 32,2020-07-19,2020-07-25,North,Spring,39,23,50,112,32
Facility 50,2020-07-24,2020-07-25,North,Spring,1,4,6,11,50
Facility 10,2020-07-25,2020-07-25,North,Bolo,0,27,18,45,10
Facility 10,2020-07-24,2020-07-25,North,Bolo,0,4,3,7,10
Facility 10,2020-07-23,2020-07-25,North,Bolo,0,5,12,17,10
Facility 58,2020-07-21,2020-07-25,North,Spring,19,0,42,61,58
Facility 58,2020-07-19,2020-07-25,North,Spring,40,10,108,158,58
Facility 32,2020-07-16,2020-07-17,North,Spring,0,0,0,0,32
Facility 32,2020-07-17,2020-07-17,North,Spring,0,0,0,0,32
Facility 55,2020-07-16,2020-07-17,North,Bolo,24,1,20,45,55
Facility 55,2020-07-15,2020-07-17,North,Bolo,3,4,20,27,55
Facility 30,2020-07-17,2020-07-17,North,Bolo,15,34,29,78,30
Facility 30,2020-07-16,2020-07-17,North,Bolo,18,28,31,77,30
Facility 30,2020-07-16,2020-07-17,North,Bolo,18,28,31,77,30
Facility 60,2020-07-16,2020-07-17,North,Bolo,0,0,0,0,60
Facility 49,2020-07-15,2020-07-17,North,Dingo,45,37,13,95,49
Facility 29,2020-07-16,2020-07-17,North,Dingo,4,5,5,14,29
Facility 48,2020-07-17,2020-07-17,North,Dingo,0,0,0,0,48
Facility 21,2020-07-17,2020-07-17,North,Bolo,7,3,14,24,21
Facility 21,2020-07-17,2020-07-17,North,Bolo,7,3,14,24,21
Facility 15,2020-07-16,2020-07-17,North,Barnard,13,19,23,55,15
Facility 16,2020-07-16,2020-07-17,North,Barnard,27,33,30,90,16
Facility 26,2020-07-16,2020-07-17,North,Bolo,0,0,0,0,26
Facility 9,2020-07-16,2020-07-17,North,Spring,9,8,0,17,9
Facility 20,2020-07-16,2020-07-17,North,Barnard,13,4,25,42,20
Facility 20,2020-07-16,2020-07-17,North,Barnard,13,4,25,42,20
Facility 12,2020-07-16,2020-07-17,North,Dingo,70,62,95,227,12
Facility 1,2020-07-16,2020-07-17,North,Spring,21,9,29,59,1
Facility 11,2020-07-16,2020-07-17,North,Spring,32,5,7,44,11
Facility 40,2020-07-16,2020-07-17,North,Barnard,15,9,13,37,40
Facility 3,2020-07-17,2020-07-17,North,Dingo,0,0,0,0,3
Facility 2,2020-07-16,2020-07-17,North,Bolo,25,30,25,80,2
Facility 34,2020-07-16,2020-07-16,North,Dingo,0,0,0,0,34
Facility 35,2020-07-14,2020-07-16,North,Spring,82,69,148,299,35
Facility 35,2020-07-13,2020-07-16,North,Spring,157,73,158,388,35
Facility 35,2020-07-12,2020-07-16,North,Spring,68,48,37,153,35
Facility 32,2020-07-05,2020-07-08,North,Spring,NA,NA,NA,NA,32
Facility 32,2020-07-02,2020-07-08,North,Spring,NA,NA,NA,NA,32
Facility 32,2020-07-01,2020-07-08,North,Spring,NA,NA,NA,NA,32
Facility 34,2020-07-08,2020-07-08,North,Dingo,11,11,8,30,34
Facility 55,2020-07-07,2020-07-08,North,Bolo,4,1,8,13,55
Facility 22,2020-07-08,2020-07-08,North,Bolo,10,3,22,35,22
Facility 55,2020-07-06,2020-07-08,North,Bolo,4,0,4,8,55
Facility 55,2020-07-05,2020-07-08,North,Bolo,7,8,10,25,55
Facility 55,2020-07-04,2020-07-08,North,Bolo,17,9,27,53,55
Facility 60,2020-07-07,2020-07-08,North,Bolo,9,12,19,40,60
Facility 10,2020-07-08,2020-07-08,North,Bolo,0,12,30,42,10
Facility 37,2020-07-07,2020-07-08,North,Bolo,11,2,28,41,37
Facility 21,2020-07-08,2020-07-08,North,Bolo,45,8,3,56,21
Facility 36,2020-07-07,2020-07-08,North,Dingo,12,6,14,32,36
Facility 52,2020-07-07,2020-07-08,North,Bolo,24,19,55,98,52
Facility 52,2020-07-06,2020-07-08,North,Bolo,19,13,25,57,52
Facility 13,2020-07-07,2020-07-08,North,Bolo,0,0,0,0,13
Facility 9,2020-07-07,2020-07-08,North,Spring,40,10,45,95,9
Facility 19,2020-07-07,2020-07-08,North,Bolo,40,23,23,86,19
Facility 12,2020-07-07,2020-07-08,North,Dingo,28,49,106,183,12
Facility 8,2020-07-07,2020-07-08,North,Bolo,4,1,9,14,8
Facility 31,2020-07-07,2020-07-08,North,Dingo,15,21,15,51,31
Facility 49,2020-07-07,2020-07-08,North,Dingo,52,26,38,116,49
Facility 29,2020-07-07,2020-07-08,North,Dingo,17,29,41,87,29
Facility 30,2020-07-07,2020-07-07,North,Bolo,16,27,32,75,30
Facility 30,2020-07-06,2020-07-07,North,Bolo,26,31,37,94,30
Facility 4,2020-07-07,2020-07-07,North,Bolo,22,31,87,140,4
Facility 50,2020-07-06,2020-07-07,North,Spring,109,9,43,161,50
Facility 35,2020-07-04,2020-07-07,North,Spring,78,73,85,236,35
Facility 35,2020-07-06,2020-07-07,North,Spring,60,48,88,196,35
Facility 35,2020-07-05,2020-07-07,North,Spring,81,81,86,248,35
Facility 35,2020-07-07,2020-07-07,North,Spring,27,16,31,74,35
Facility 5,2020-07-06,2020-07-07,North,Bolo,11,8,24,43,5
Facility 5,2020-07-07,2020-07-07,North,Bolo,11,8,24,43,5
Facility 18,2020-07-06,2020-07-07,North,Bolo,6,0,6,12,18
Facility 30,2020-07-05,2020-07-07,North,Bolo,12,17,29,58,30
Facility 30,2020-07-04,2020-07-07,North,Bolo,7,17,21,45,30
Facility 30,2020-07-03,2020-07-07,North,Bolo,11,9,28,48,30
Facility 46,2020-07-07,2020-07-07,North,Dingo,6,6,11,23,46
Facility 46,2020-07-06,2020-07-07,North,Dingo,15,8,26,49,46
