SpecID	PassNonPass	IOCOrder	BLFamilyLatin	BLFamilyEnglish	BLFamSequID	Taxo	Scientific	English	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-5Cat	Diet-Source	Diet-Certainty	Diet-EnteredBy	ForStrat-watbelowsurf	ForStrat-wataroundsurf	ForStrat-ground	ForStrat-understory	ForStrat-midhigh	ForStrat-canopy	ForStrat-aerial	PelagicSpecialist	ForStrat-Source	ForStrat-SpecLevel	ForStrat-EnteredBy	Nocturnal	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel	BodyMass-Comment	Record-Comment
7773	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo gundlachii	Cuban Vireo	40	30	0	0	0	0	30	0	0	0	Omnivore	Ref_15	A	Jennifer	0	0	70	30	0	0	0	0	Ref_54	1	Christian	0	12.9	Dunning08	1		
7774	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo crassirostris	Thick-billed Vireo	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	80	20	0	0	0	0	Ref_54	1	Christian	0	13.01	Dunning08	1		
7778	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo caribaeus	San Andres Vireo	40	0	0	0	0	0	60	0	0	0	FruiNect	Ref_15	A	Jennifer	0	0	0	0	50	50	0	0	(inf from descr)	1	Christian	0	9.3	Dunning08	1		
7779	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo vicinior	Grey Vireo	70	0	0	0	0	0	0	0	0	30	Invertebrate	Ref_15	A	Jennifer	0	0	0	50	50	0	0	0	"Ref_46
"	1	Christian	0	12.8	Dunning08	1		
7780	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo hypochryseus	Golden Vireo	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_15	D1	Jennifer	0	0	0	30	40	30	0	0	"Ref_46
"	1	Christian	0	12.2	Dunning08	1		
7781	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo modestus	Jamaican Vireo	90	0	0	0	0	0	10	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	60	20	20	0	0	0	Ref_54	1	Christian	0	9.6	Dunning08	1		
7782	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo nanus	Flat-billed Vireo	50	0	0	0	0	0	50	0	0	0	Omnivore	Ref_15	A	Jennifer	0	0	60	40	0	0	0	0	Ref_54	1	Christian	0	10.5	Dunning08	1		
7783	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo latimeri	Puerto Rican Vireo	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	40	30	30	0	0	0	Ref_54	1	Christian	0	12	Dunning08	1		
7784	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo osburni	Blue Mountain Vireo	50	0	0	0	0	0	50	0	0	0	Omnivore	Ref_15	B	Jennifer	0	0	50	50	0	0	0	0	Ref_54	1	Christian	0	19.9	Dunning08	1		
7785	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo cassinii	Cassin's Vireo	70	0	0	0	0	0	0	0	20	10	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	40	40	0	0	"Ref_46
"	1	Christian	0	14.7	Dunning08	1		
7786	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo plumbeus	Plumbeous Vireo	70	0	0	0	0	0	30	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	40	40	0	0	"Ref_46
"	1	Christian	0	16.4	Dunning08	1		
7787	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo solitarius	Blue-headed Vireo	70	0	0	0	0	0	30	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	40	40	0	0	"Ref_46
"	1	Christian	0	15.3	Dunning08	1		
7789	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo flavifrons	Yellow-throated Vireo	70	0	0	0	0	0	30	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	10	50	40	0	0	Ref_33	1	Christian	0	18	Dunning08	1		
7790	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo philadelphicus	Philadelphia Vireo	70	0	0	0	0	0	20	0	10	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	50	50	0	0	"Ref_46
"	1	Christian	0	11.5	Dunning08	1		
7791	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo olivaceus	Red-eyed Vireo	60	0	0	0	0	0	20	0	20	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	20	80	0	0	Ref_33	1	Christian	0	16.06	Dunning08	1		
7795	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo flavoviridis	Yellow-green Vireo	60	0	0	0	0	0	40	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	30	70	0	0	Ref_33	1	Christian	0	17.59	Dunning08	1		
7796	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo gracilirostris	Noronha Vireo	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	25	25	25	25	0	0	Ref_33	1	Christian	0	16.5	Dunning08	1		
7797	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo altiloquus	Black-whiskered Vireo	60	0	0	0	0	0	20	0	20	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	20	80	0	0	Ref_33	1	Christian	0	18.97	Dunning08	1		
7799	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo magister	Yucatan Vireo	40	0	0	0	0	0	60	0	0	0	FruiNect	Ref_15	C	Jennifer	0	0	0	20	30	50	0	0	"Ref_46
"	1	Christian	0	15.4	Dunning08	1		
7803	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo gilvus	Warbling Vireo	80	0	0	0	0	0	10	0	0	10	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	30	50	0	0	"Ref_46
"	1	Christian	0	12.67	Dunning08	1		
7804	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Vireo leucophrys	Brown-capped Vireo	80	0	0	0	0	0	0	0	20	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	10	30	60	0	0	Ref_33	1	Christian	0	12.3	Dunning08	1		
7805	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus amaurocephalus	Grey-eyed Greenlet	60	0	0	0	0	0	20	0	0	20	Invertebrate	Ref_15	A	Jennifer	0	0	0	30	30	40	0	0	BirdLife 04	1	Christian	0	11.59	GenAvg	0		
7806	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus poicilotis	Rufous-crowned Greenlet	70	0	0	0	0	0	30	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	60	20	0	0	"Ref_33
"	1	Christian	0	10.4	Dunning08	1		
7808	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus thoracicus	Lemon-chested Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	50	50	0	0	"Ref_33
"	1	Christian	0	13.8	Dunning08	1		
7809	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus semicinereus	Grey-chested Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	20	80	0	0	"Ref_33
"	1	Christian	0	13	Dunning08	1		
7810	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus pectoralis	Ashy-headed Greenlet	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	40	60	0	0	"Ref_33
"	1	Christian	0	11.6	Dunning08	1		
7811	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus sclateri	Tepui Greenlet	90	0	0	0	0	0	10	0	0	0	Invertebrate	Ref_15	D1	Jennifer	0	0	0	20	70	10	0	0	"Ref_33
"	1	Christian	0	11.2	Dunning08	1		
7812	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus muscicapinus	Buff-cheeked Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	50	50	0	0	"Ref_33
"	1	Christian	0	11.7	Dunning08	1		
7813	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus brunneiceps	Brown-headed Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	50	50	0	0	"Ref_33
"	1	Christian	0	9.9	Dunning08	1		
7814	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus hypoxanthus	Dusky-capped Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	50	50	0	0	"Ref_33
"	1	Christian	0	17	Dunning08	1		
7815	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus semibrunneus	Rufous-naped Greenlet	90	0	0	0	0	0	10	0	0	0	Invertebrate	Ref_15	D1	Jennifer	0	0	0	0	80	20	0	0	"Ref_33
"	1	Christian	0	11.4	Dunning08	1		
7816	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus aurantiifrons	Golden-fronted Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	60	20	0	0	"Ref_33
"	1	Christian	0	9.5	Dunning08	1		
7817	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus flavipes	Scrub Greenlet	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	20	60	20	0	0	"Ref_33
"	1	Christian	0	11.66	Dunning08	1		
7818	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus olivaceus	Olivaceous Greenlet	90	0	0	0	0	0	10	0	0	0	Invertebrate	Ref_15	D1	Jennifer	0	0	0	0	70	30	0	0	"Ref_33
"	1	Christian	0	12	Dunning08	1		
7819	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus ochraceiceps	Tawny-crowned Greenlet	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	80	20	0	0	0	"Ref_33
"	1	Christian	0	11.6	Dunning08	1		
7820	Passeriformes	Passeriformes	Vireonidae	Vireos and allies	141	BL3	Hylophilus decurtatus	Lesser Greenlet	80	0	0	0	0	0	0	0	20	0	Invertebrate	Ref_15	A	Jennifer	0	0	0	0	80	20	0	0	"Ref_33
"	1	Christian	0	8.49	Dunning08	1		
7831	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Androphobus viridis	Papuan Whipbird	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	41	PrimScale	1	MarceloR	
7832	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Psophodes olivaceus	Eastern Whipbird	80	0	0	0	0	0	10	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	70	20	10	0	0	0	Ref_12	1	Jessica	0	62.36	Dunning08	1		
7833	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Psophodes nigrogularis	Western Whipbird	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	80	20	0	0	0	0	Ref_12	1	Jessica	0	44.52	Dunning08	1		
7834	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Psophodes occidentalis	Chiming Wedgebill	50	0	0	0	0	0	0	0	50	0	Omnivore	Ref_12	B	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	39.64	Dunning08	1		
7835	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Psophodes cristatus	Chirruping Wedgebill	50	0	0	0	0	0	0	0	50	0	Omnivore	Ref_12	A	Jennifer	0	0	80	20	0	0	0	0	Ref_12	1	Jessica	0	40.71	Dunning08	1		
7836	Passeriformes	Passeriformes	Cinclosomatidae	Quail-thrushes	127	BL3	Cinclosoma punctatum	Spotted Quail-thrush	80	0	10	0	0	0	0	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	113.31	Dunning08	1		
7837	Passeriformes	Passeriformes	Cinclosomatidae	Quail-thrushes	127	BL3	Cinclosoma castanotum	Chestnut Quail-thrush	80	0	0	0	0	0	0	0	20	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	73.33	Dunning08	1		
7839	Passeriformes	Passeriformes	Cinclosomatidae	Quail-thrushes	127	BL3	Cinclosoma castaneothorax	Chestnut-breasted Quail-thrush	70	0	0	0	0	0	0	0	30	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	62.42	Dunning08	1		
7843	Passeriformes	Passeriformes	Cinclosomatidae	Quail-thrushes	127	BL3	Cinclosoma cinnamomeum	Cinnamon Quail-thrush	60	0	0	0	0	0	0	0	40	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	56.14	Dunning08	1		
7846	Passeriformes	Passeriformes	Cinclosomatidae	Quail-thrushes	127	BL3	Cinclosoma ajax	Painted Quail-thrush	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	65.27	GenAvg	0		
7847	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Ptilorrhoa leucosticta	Spotted Jewel-babbler	80	0	10	0	0	0	10	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	49.2	Dunning08	1		
7848	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Ptilorrhoa caerulescens	Blue Jewel-babbler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	49	Dunning08	1		
7849	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Ptilorrhoa castanonota	Chestnut-backed Jewel-babbler	90	0	10	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	69.7	Dunning08	1		
7850	Passeriformes	Passeriformes	Eupetidae	"Whipbirds, wedgebills and jewel-babblers"	126	BL3	Eupetes macrocerus	Rail-babbler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	100	0	0	0	0	0	Ref_12	1	Jessica	0	101	PrimScale	1	MarceloR	
7851	Passeriformes	Passeriformes	Orthonychidae	Logrunners	122	BL3	Ifrita kowaldi	Ifrit	90	0	0	0	0	0	10	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	80	20	0	0	0	0	Ref_12	1	Jessica	0	32.1	Dunning08	1		
7856	Passeriformes	Passeriformes	Corcoracidae	Australian mudnesters	148	BL3	Corcorax melanorhamphos	White-winged Chough	50	10	0	0	0	0	0	0	40	0	Omnivore	Ref_14	A	Carolina	0	0	90	10	0	0	0	0	Ref_49	1	Christian	0	364	Dunning08	1		
7857	Passeriformes	Passeriformes	Corcoracidae	Australian mudnesters	148	BL3	Struthidea cinerea	Apostlebird	50	10	0	0	0	0	0	0	40	0	Omnivore	Ref_14	A	Carolina	0	0	90	10	0	0	0	0	Ref_49	1	Christian	0	132	Dunning08	1		
7861	Passeriformes	Passeriformes	Neosittidae	Sittellas	137	BL3	Daphoenositta chrysoptera	Varied Sittella	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	20	60	0	0	Ref_12	1	Jessica	0	11.7	Dunning08	1		
7868	Passeriformes	Passeriformes	Neosittidae	Sittellas	137	BL3	Daphoenositta miranda	Black Sittella	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	10	20	10	60	0	0	Ref_12	1	Jessica	0	16.77	Dunning08	1		
7873	Passeriformes	Passeriformes	Acanthizidae	Thornbills and gerygones	120	BL3	Mohoua albicilla	Whitehead	80	0	0	0	0	0	10	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	20	30	50	0	0	0	Ref_12	1	Jessica	0	17.63	Dunning08	1		
7874	Passeriformes	Passeriformes	Acanthizidae	Thornbills and gerygones	120	BL3	Mohoua ochrocephala	Yellowhead	60	0	0	0	0	0	20	20	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	50	50	0	0	0	Ref_12	1	Jessica	0	27.69	Dunning08	1		
7875	Passeriformes	Passeriformes	Acanthizidae	Thornbills and gerygones	120	BL3	Mohoua novaeseelandiae	Pipipi	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	30	40	30	0	0	Ref_12	1	Jessica	0	12.14	Dunning08	1		
7880	Passeriformes	Passeriformes	Falcunculidae	Shrike-tits	138	BL3	Falcunculus frontatus	Crested Shrike-tit	80	0	0	0	0	0	10	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	0	80	20	0	0	Ref_12	1	Jessica	0	27.94	Dunning08	1		
7881	Passeriformes	Passeriformes	Colluricinclidae	Shrike-thrushes and allies	143	BL3	Oreoica gutturalis	Crested Bellbird	90	0	0	0	0	0	0	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	80	20	0	0	0	0	Ref_12	1	Jessica	0	62.8	Dunning08	1		
7882	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Rhagologus leucostigma	Mottled Whistler	30	0	0	0	0	0	70	0	0	0	FruiNect	Ref_12	B	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	26.8	Dunning08	1		
7890	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycare flavogriseum	Goldenface	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	30	70	0	0	0	0	Ref_12	1	Jessica	0	16.2	Dunning08	1		
7891	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Hylocitrea bonensis	Olive-flanked Whistler	50	0	0	0	0	0	50	0	0	0	Omnivore	Ref_12	B	Jennifer	0	0	0	50	50	0	0	0	Ref_12	1	Cody	0	27.5	GenAvg	0	Family average	
7892	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Aleadryas rufinucha	Rufous-naped Whistler	90	0	0	0	0	0	10	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	50	50	0	0	0	0	Ref_12	1	Jessica	0	40.5	Dunning08	1		
7893	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Coracornis raveni	Maroon-backed Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	70	30	0	0	0	Ref_12	1	Jessica	0	36	PrimScale	1	MarceloR	
7894	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala olivacea	Olive Whistler	70	0	0	0	0	0	10	0	10	10	Invertebrate	Ref_12	A	Jennifer	0	0	50	50	0	0	0	0	Ref_12	1	Jessica	0	41.2	Dunning08	1		
7895	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala rufogularis	Red-lored Whistler	80	0	0	0	0	0	10	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	60	30	10	0	0	0	Ref_12	1	Jessica	0	36.6	Dunning08	1		
7896	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala inornata	Gilbert's Whistler	80	0	0	0	0	0	10	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	80	20	0	0	0	Ref_12	1	Jessica	0	30.8	Dunning08	1		
7897	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala grisola	Mangrove Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	80	20	0	0	0	Ref_12	1	Jessica	0	21	Dunning08	1		
7898	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala albiventris	Green-backed Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	33	33	33	0	0	Ref_12	1	Jessica	0	21.1	Dunning08	1		
7899	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala homeyeri	White-vented Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	60	20	20	0	0	Ref_12	1	Jessica	0	25.82	Dunning08	1		
7900	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala phaionota	Island Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	100	0	0	0	0	Ref_12	1	Jessica	0	27.52	GenAvg	0		
7901	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala hyperythra	Rusty Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	27.7	Dunning08	1		
7902	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala modesta	Brown-backed Whistler	80	0	0	0	0	0	20	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	0	70	30	0	0	Ref_12	1	Jessica	0	18.3	Dunning08	1		
7903	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala hypoxantha	Bornean Whistler	80	0	0	0	0	0	0	0	20	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	27.52	GenAvg	0		
7904	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala sulfuriventer	Sulphur-bellied Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	60	20	0	0	Ref_12	1	Jessica	0	21.4	Dunning08	1		
7905	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala philippinensis	Yellow-bellied Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	80	10	10	0	0	Ref_12	1	Jessica	0	22.3	Dunning08	1		
7906	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala meyeri	Vogelkop Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	D1	Jennifer	0	0	30	30	30	10	0	0	Genus	0	Walter	0	19	Dunning08	1		
7908	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala simplex	Grey Whistler	80	0	0	0	0	0	0	0	20	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	10	60	30	0	0	Ref_12	1	Jessica	0	17.4	Dunning08	1		
7909	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala orpheus	Fawn-breasted Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	50	50	0	0	0	Ref_12	1	Jessica	0	27.52	GenAvg	0		
7910	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala pectoralis	Golden Whistler	70	0	0	0	0	0	20	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	33	33	33	0	0	0	Ref_12	1	Jessica	0	30.36	Dunning08	1		
7914	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala soror	Sclater's Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	24.8	Dunning08	1		
7915	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala lorentzi	Lorentz's Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	19.4	Dunning08	1		
7916	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala melanura	Black-tailed Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	20	40	40	0	0	0	Ref_12	1	Jessica	0	23.8	Dunning08	1		
7917	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala caledonica	New Caledonian Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	80	20	0	0	0	Ref_12	1	Jessica	0	22.67	Dunning08	1		
7918	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala flavifrons	Samoan Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	0	100	0	0	0	Ref_12	1	Jessica	0	41.45	PrimScale	1	MarceloR	
7919	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala jacquinoti	Tongan Whistler	90	0	0	0	0	0	0	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	80	10	10	0	0	Ref_12	1	Other	0	51.75	PrimScale	1	MarceloR	
7920	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala schlegelii	Regent Whistler	80	0	0	0	0	0	0	0	20	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	22.7	Dunning08	1		
7921	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala nudigula	Bare-throated Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	50	50	0	0	0	Ref_12	1	Jessica	0	27.52	GenAvg	0		
7922	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala implicata	Hooded Whistler	80	0	0	0	0	0	10	0	10	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	80	20	0	0	0	Ref_12	1	Jessica	0	34.47	Dunning08	1		
7923	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala aurea	Golden-backed Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	20	80	0	0	0	Ref_12	1	Jessica	0	27.52	GenAvg	0		
7924	Passeriformes	Passeriformes	Pachycephalidae	Whistlers	139	BL3	Pachycephala griseonota	Drab Whistler	100	0	0	0	0	0	0	0	0	0	Invertebrate	Ref_12	A	Jennifer	0	0	0	33	33	33	0	0	Ref_12	1	Jessica	0	22.38	Dunning08	1		
