MSW3_ID	Scientific	MSWFamilyLatin	Diet-Inv	Diet-Vend	Diet-Vect	Diet-Vfish	Diet-Vunk	Diet-Scav	Diet-Fruit	Diet-Nect	Diet-Seed	Diet-PlantO	Diet-Source	Diet-Certainty	ForStrat-Value	ForStrat-Certainty	ForStrat-Comment	Activity-Nocturnal	Activity-Crepuscular	Activity-Diurnal	Activity-Source	Activity-Certainty	BodyMass-Value	BodyMass-Source	BodyMass-SpecLevel
2815	Calomyscus grandis	Calomyscidae	20	0	0	0	0	0	0	0	60	20	Ref_2	D1	G	A		1	0	0	Ref_2	D1	18.62	"Ref_2, Ref_3"	0
2816	Calomyscus tsolovi	Calomyscidae	10	0	0	0	0	0	0	0	70	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	21.43	Ref_178	2
2817	Calomyscus urartensis	Calomyscidae	10	0	0	0	0	0	0	0	70	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	21.22	Ref_178	2
2818	Calomyscus hotsoni	Calomyscidae	10	0	0	0	0	0	0	0	70	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	21.42	Ref_178	2
2819	Calomyscus baluchi	Calomyscidae	10	0	0	0	0	0	0	0	70	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	21.39	Ref_178	2
2820	Calomyscus bailwardi	Calomyscidae	10	0	0	0	0	0	0	0	70	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	20.4	Ref_117	1
2821	Calomyscus mystax	Calomyscidae	10	0	0	0	0	0	0	0	70	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	17	Ref_117	1
2822	Calomyscus elburzensis	Calomyscidae	20	0	0	0	0	0	0	0	60	20	Ref_2	D1	G	A		1	0	0	Ref_2	D1	18.62	"Ref_2, Ref_3"	0
2823	Anomalurus beecrofti	Anomaluridae	10	0	0	0	0	0	40	10	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	389	Ref_117	1
2824	Anomalurus derbianus	Anomaluridae	10	0	0	0	0	0	40	10	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	649.99	Ref_117	1
2825	Anomalurus pelii	Anomaluridae	10	0	0	0	0	0	40	10	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	1769.99	Ref_117	1
2826	Anomalurus pusillus	Anomaluridae	10	0	0	0	0	0	40	10	0	40	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	250	Ref_117	1
2827	Idiurus macrotis	Anomaluridae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	30	Ref_117	1
2828	Idiurus zenkeri	Anomaluridae	0	0	0	0	0	0	100	0	0	0	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	100	Ref_117	1
2829	Zenkerella insignis	Anomaluridae	0	0	0	0	100	0	0	0	0	0	Ref_1	ABC	Ar	A		0	0	1	Ref_1	ABC	200	Ref_117	1
2830	Pedetes capensis	Pedetidae	0	0	0	0	0	0	0	0	10	90	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3155	Ref_117	1
2831	Pedetes surdaster	Pedetidae	0	0	0	0	0	0	0	0	10	90	Ref_2	D1	G	A		1	0	0	Ref_1	ABC	3155	"Ref_2, Ref_3"	0
2832	Ctenodactylus vali	Ctenodactylidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	175	Ref_117	1
2833	Ctenodactylus gundi	Ctenodactylidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	289	Ref_117	1
2834	Felovia vae	Ctenodactylidae	0	0	0	0	0	0	0	0	0	100	Ref_3	D2	G	A		0	0	1	Ref_1	ABC	205	Ref_117	1
2835	Massoutiera mzabi	Ctenodactylidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	194	Ref_117	1
2836	Pectinator spekei	Ctenodactylidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	160	Ref_117	1
2837	Bathyergus janetta	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_3	D2	332	Ref_117	1
2838	Bathyergus suillus	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	0	Ref_3	D2	625	Ref_117	1
2839	Cryptomys hottentotus	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	101.95	Ref_117	1
2840	Cryptomys zechi	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	223.06	Ref_117	1
2841	Cryptomys ochraceocinereus	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	200	Ref_117	1
2842	Cryptomys mechowi	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	272	Ref_117	1
2843	Cryptomys kafuensis	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_2	D1	125.41	"Ref_2, Ref_3"	0
2844	Cryptomys darlingi	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_1	ABC	65.58	Ref_58	1
2845	Cryptomys damarensis	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	153.25	Ref_117	1
2846	Cryptomys bocagei	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	94	Ref_117	1
2847	Cryptomys foxi	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	183.14	Ref_178	2
2848	Cryptomys amatus	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_2	D1	76.74	Ref_58	1
2849	Cryptomys anselli	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		1	1	1	Ref_2	D1	85.59	Ref_58	1
2850	Georychus capensis	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	232.67	Ref_117	1
2851	Heliophobius argenteocinereus	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		0	0	1	Ref_1	ABC	181	Ref_117	1
2852	Heterocephalus glaber	Bathyergidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	1	1	Ref_1	ABC	55	Ref_117	1
2853	Atherurus macrourus	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	2000	Ref_117	1
2854	Atherurus africanus	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	1934	Ref_117	1
2855	Hystrix africaeaustralis	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	14936.02	Ref_117	1
2856	Hystrix cristata	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	16250	Ref_117	1
2857	Hystrix indica	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	12435.83	Ref_117	1
2858	Hystrix brachyura	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	8450	Ref_117	1
2859	Hystrix javanica	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	23014.42	Ref_117	1
2860	Hystrix pumila	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	2740	Ref_117	1
2861	Hystrix crassispinis	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	5445.03	Ref_117	1
2862	Hystrix sumatrae	Hystricidae	0	0	0	0	0	0	20	0	0	80	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	3260	Ref_117	1
2863	Trichys fasciculata	Hystricidae	0	0	0	0	0	0	30	0	0	70	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	1655	Ref_117	1
2864	Petromus typicus	Petromuridae	0	0	0	0	0	0	30	0	30	40	Ref_1	ABC	G	A		0	1	1	Ref_1	ABC	224	Ref_117	1
2865	Ctenomys juris	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2866	Ctenomys fodax	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2867	Ctenomys frater	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	172.9	Ref_117	1
2868	Ctenomys fulvus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	262	Ref_117	1
2869	Ctenomys leucodon	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	243.6	Ref_117	1
2870	Ctenomys goodfellowi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2871	Ctenomys johannis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2872	Ctenomys boliviensis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	535	Ref_117	1
2873	Ctenomys knighti	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	316	Ref_117	1
2874	Ctenomys lami	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2875	Ctenomys latro	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	192	Ref_117	1
2876	Ctenomys fochi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2877	Ctenomys haigi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	164	Ref_117	1
2878	Ctenomys flamarioni	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2879	Ctenomys famosus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2880	Ctenomys emilianus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	285.3	Ref_117	1
2881	Ctenomys dorsalis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	165.6	Ref_117	1
2882	Ctenomys dorbignyi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2883	Ctenomys coyhaiquensis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2884	Ctenomys conoveri	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	860	Ref_117	1
2885	Ctenomys coludo	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2886	Ctenomys lewisi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	117.2	Ref_117	1
2887	Ctenomys bonettoi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	202.3	Ref_117	1
2888	Ctenomys pundti	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2889	Ctenomys bergi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2890	Ctenomys azarae	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_117	1
2891	Ctenomys australis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	361.5	Ref_117	1
2892	Ctenomys budini	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2893	Ctenomys scagliai	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2894	Ctenomys argentinus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	221.3	Ref_117	1
2895	Ctenomys brasiliensis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_117	1
2896	Ctenomys yolandae	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2897	Ctenomys viperinus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2898	Ctenomys validus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	232.6	Ref_117	1
2899	Ctenomys tulduco	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2900	Ctenomys tucumanus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	217	Ref_117	1
2901	Ctenomys tuconax	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	249	Ref_117	1
2902	Ctenomys torquatus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	209.5	Ref_117	1
2903	Ctenomys talarum	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	132.33	Ref_117	1
2904	Ctenomys sylvanus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2905	Ctenomys steinbachi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	385	Ref_117	1
2906	Ctenomys pontifex	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_117	1
2907	Ctenomys sericeus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_117	1
2908	Ctenomys mendocinus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	163.05	Ref_117	1
2909	Ctenomys saltarius	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	230	Ref_117	1
2910	Ctenomys roigi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2911	Ctenomys rionegrensis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	259.74	"Ref_2, Ref_3"	0
2912	Ctenomys porteousi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	192.4	Ref_117	1
2913	Ctenomys pilarensis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2914	Ctenomys peruanus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	490	Ref_117	1
2915	Ctenomys perrensi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_58	1
2916	Ctenomys pearsoni	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	212	Ref_117	1
2917	Ctenomys osvaldoreigi	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_2	D1	259.74	"Ref_2, Ref_3"	0
2918	Ctenomys opimus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	361.5	Ref_117	1
2919	Ctenomys occultus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	150	Ref_117	1
2920	Ctenomys minutus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	92	Ref_117	1
2921	Ctenomys sociabilis	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_117	1
2922	Ctenomys colburni	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	400	Ref_117	1
2923	Ctenomys magellanicus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	272	Ref_117	1
2924	Ctenomys maulinus	Ctenomyidae	0	0	0	0	0	0	0	0	0	100	Ref_2	D1	G	A		0	1	1	Ref_1	ABC	215	Ref_117	1
2925	Phyllomys medius	Echimyidae	0	0	0	0	0	0	60	0	0	40	Ref_2	D1	G	A		1	0	0	Ref_2	D1	298.33	"Ref_2, Ref_3"	0
2926	Phyllomys mantiqueirensis	Echimyidae	0	0	0	0	0	0	60	0	0	40	Ref_2	D1	G	A		1	0	0	Ref_2	D1	298.33	"Ref_2, Ref_3"	0
2927	Phyllomys lundi	Echimyidae	0	0	0	0	0	0	60	0	0	40	Ref_2	D1	G	A		1	0	0	Ref_2	D1	298.33	"Ref_2, Ref_3"	0
2928	Phyllomys unicolor	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	439	Ref_58	1
2929	Phyllomys nigrispinus	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	224.3	Ref_58	1
2930	Phyllomys thomasi	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	502.14	Ref_58	1
2931	Phyllomys blainvillii	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	243.3	Ref_58	1
2932	Phyllomys brasiliensis	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	312.49	Ref_58	1
2933	Phyllomys dasythrix	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	260	Ref_58	1
2934	Phyllomys kerri	Echimyidae	0	0	0	0	0	0	60	0	0	40	Ref_2	D1	G	A		1	0	0	Ref_2	D1	298.33	"Ref_2, Ref_3"	0
2935	Phyllomys lamarum	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	215.19	Ref_58	1
2936	Phyllomys pattoni	Echimyidae	0	0	0	0	0	0	60	0	0	40	Ref_2	D1	G	A		1	0	0	Ref_2	D1	298.33	"Ref_2, Ref_3"	0
2937	Callistomys pictus	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	518.99	Ref_58	1
2938	Diplomys rufodorsalis	Echimyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	144.8	Ref_117	1
2939	Diplomys labilis	Echimyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	227.5	Ref_117	1
2940	Diplomys caniceps	Echimyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	394.5	Ref_117	1
2941	Echimys chrysurus	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	652.5	Ref_117	1
2942	Echimys semivillosus	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	200	Ref_117	1
2943	Echimys saturnus	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	Ar	A		1	0	0	Ref_1	ABC	626.9	Ref_117	1
2944	Isothrix sinnamariensis	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_2	D1	291.73	Ref_58	1
2945	Isothrix pagurus	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	210	Ref_117	1
2946	Isothrix negrensis	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_2	D1	300.97	"Ref_2, Ref_3"	0
2947	Isothrix bistriata	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	445	Ref_117	1
2948	Makalata grandis	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	584	Ref_58	1
2949	Makalata rhipidura	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	315	Ref_58	1
2950	Makalata occasius	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	322.29	"Ref_2, Ref_3"	0
2951	Makalata macrura	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	439	Ref_58	1
2952	Makalata didelphoides	Echimyidae	0	0	0	0	0	0	50	0	50	0	Ref_1	ABC	S	A		1	0	0	Ref_1	ABC	398.66	Ref_58	1
2953	Makalata obscura	Echimyidae	0	0	0	0	0	0	80	0	0	20	Ref_2	D1	S	A		1	0	0	Ref_1	ABC	108	Ref_58	1
2954	Carterodon sulcidens	Echimyidae	0	0	0	0	0	0	0	0	0	100	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	113.8	Ref_117	1
2955	Clyomys bishopi	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	30	Ref_117	1
2956	Clyomys laticeps	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	201	Ref_117	1
2957	Euryzygomatomys spinosus	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	G	A		1	0	0	Ref_1	ABC	187.5	Ref_117	1
2958	Hoplomys gymnurus	Echimyidae	30	0	0	0	0	0	0	0	0	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	240	Ref_117	1
2959	Lonchothrix emiliae	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	138.2	Ref_117	1
2960	Mesomys stimulax	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	108	Ref_117	1
2961	Mesomys hispidus	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	175	Ref_117	1
2962	Mesomys occultus	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	126.85	"Ref_2, Ref_3"	0
2963	Mesomys leniceps	Echimyidae	0	0	0	0	0	0	30	0	20	50	Ref_3	D2	Ar	A		1	0	0	Ref_1	ABC	108	Ref_117	1
2964	Proechimys pattoni	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	292.04	"Ref_2, Ref_3"	0
2965	Proechimys oconnelli	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2966	Proechimys trinitatus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	296.15	Ref_178	2
2967	Proechimys urichi	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2968	Proechimys steerei	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2969	Proechimys guairae	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	400	Ref_117	1
2970	Proechimys simonsi	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2971	Proechimys semispinosus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	360.5	Ref_117	1
2972	Proechimys roberti	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_2	D1	284.99	Ref_58	1
2973	Proechimys poliopus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2974	Proechimys decumanus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2975	Proechimys goeldii	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2976	Proechimys quadruplicatus	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_1	ABC	G	A		1	0	0	Ref_1	ABC	285	Ref_117	1
2977	Proechimys echinothrix	Echimyidae	0	0	0	0	0	0	20	0	10	70	Ref_2	D1	G	A		1	0	0	Ref_2	D1	292.04	"Ref_2, Ref_3"	0
