species	traitname	Strength of selection	Sample size	authors	year	journal	vol:p-p
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	-0.2	49	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	anther exsertion	0.04	49	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	pollen production per flower	0.16	49	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	flower production (total # flowers over lifetime)	0.56	49	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	"PC1 (flower size; outer petal L & W, corolla tube L, L of short and long filament, pistil L)"	0.01	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	anther exsertion 	0.09	112	Conner et al.	1996	Evolution	50:1137-1146
Raphanus raphanistrum	pollen production per flower	0.07	112	Conner et al.	1996	Evolution	50:1137-1146
Ficedula albicollis	flower production (total # open flowers on 6 days of pollination)	0.1	112	Conner et al.	1996	Evolution	50:1137-1146
Ficedula albicollis	"mass relative to body size, at fledging (residual of fledging mass in linear regression of mass on tarsus length)"	0.0231	7560	Linden et al.	1992	Ecology	73:336-343
Ficedula albicollis	hatching date	-0.0095	7560	Linden et al.	1992	Ecology	73:336-343
Parus major	clutch size	-0.0054	7560	Linden et al.	1992	Ecology	73:336-343
Parus major	"mass relative to body size, at fledging (residual of fledging mass in linear regression of mass on tarsus length)"	0.0047	5907	Linden et al.	1992	Ecology	73:336-343
Parus major	hatching date	-0.013	5907	Linden et al.	1992	Ecology	73:336-343
Cypripedium acaule	clutch size	-0.0087	5907	Linden et al.	1992	Ecology	73:336-343
Cypripedium acaule	flower opening date	-0.45	259	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower height	0.49	258	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	labellum length	-0.4	259	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower opening date	-0.79	259	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower height	0.91	258	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	labellum length	-0.78	259	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower opening date	-0.62	259	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower height	0.7	258	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	labellum length	-0.59	259	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower opening date	-0.25	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower height	0.11	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	labellum length	0.25	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower opening date	-0.39	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower height	0.31	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	labellum length	-0.1	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower opening date	-0.32	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	flower height	0.21	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Cypripedium acaule	labellum length	0.07	248	O'Connell and Johnston	1998	Ecology	79:1246-1260
Collinsia verna	timing of germination	-0.081	2302	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.005	1730	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.115	1599	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.076	2133	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.17	1614	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.308	590	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.042	1148	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.095	980	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.19	391	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.026	2861	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.026	1199	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.108	885	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.011	3474	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.021	1508	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.106	913	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.013	1753	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.003	861	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.046	642	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.062	5583	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.045	4324	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	-0.179	2580	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.012	8088	Kalisz	1986	Evolution	40:479-491
Collinsia verna	timing of germination	0.01	3568	Kalisz	1986	Evolution	40:479-491
Pyrenestes ostrinus	timing of germination	-0.101	2440	Kalisz	1986	Evolution	40:479-491
Pyrenestes ostrinus	weight	-0.14	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	wing length	-0.35	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill width	0.59	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill width	-0.03	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill length	0.99	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill length	-0.94	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill depth	-0.36	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	wing length	0.34	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill width	-0.34	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill width	-0.44	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill length	0.16	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill length	-0.68	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill depth	-0.59	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	weight	0.05	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	wing length	0.01	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill width	0.22	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill width	-0.55	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill length	0.2	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill length	0.06	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill depth	-0.05	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	weight	-0.19	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	wing length	-0.34	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill width	0.02	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill width	0.34	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill length	0.87	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill length	-0.65	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill depth	-0.51	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	PC2 (MO)	na	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	weight	0.16	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	wing length	0.08	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill width	0.18	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill width	-0.33	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill length	0.24	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill length	-0.4	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill depth	0.18	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	weight	0.27	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	wing length	-0.09	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill width	-0.59	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill width	-0.12	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill length	-0.18	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	lower bill length	0.42	734	Smith	1990	Evolution	44(4):832-842
Pyrenestes ostrinus	upper bill depth	0.13	734	Smith	1990	Evolution	44(4):832-842
Uta palmeri	jaw length	-0.722	33	Hews	1990	Evolution	44(8):1956-1966
Uta palmeri	head depth	1.144	33	Hews	1990	Evolution	44(8):1956-1966
Uta palmeri	territory quality	1.031	33	Hews	1990	Evolution	44(8):1956-1966
Uta palmeri	PC1 (MO+BE)	-0.078	33	Hews	1990	Evolution	44(8):1956-1966
Uta palmeri	PC2 (MO+BE)	1.237	33	Hews	1990	Evolution	44(8):1956-1966
Ipomopsis aggregata	PC3 (MO+BE)	1.075	33	Hews	1990	Evolution	44(8):1956-1966
Chamaecrista fasciculata	number of leaves in july	0.017	97	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	survival from flowering to fruit maturation: date of initial flowering	-0.002	97	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	number of leaves in july	0.24	80	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial flowering	-0.02	80	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial fruit maturation	-0.002	80	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	number of leaves in july	-0.002	68	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial flowering	-0.001	68	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	number of leaves in july	0.25	54	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial flowering	0.047	54	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial fruit maturation	-0.052	54	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of emergence	0.027	926	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	 date of emergence	-0.002	554	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	height in june	0.074	554	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	 date of emergence	0.01	438	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	height in june	0.023	438	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	number of leaves in july	0.121	438	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of emergence	0.006	328	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	 height in june	-0.026	328	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	number of leaves in july	0.043	328	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial flowering	-0.033	328	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of emergence	0.003	178	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	height in june	0.05	178	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	number of leaves in july	0.468	178	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial flowering	0.046	178	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of initial fruit maturation	-0.11	178	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of emergence	-0.01	625	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	date of emergence	-0.045	522	Kelly	1992	Evolution	46(6):1658-1673
Chamaecrista fasciculata	 height in june	-0.011	522	Kelly	1992	Evolution	46(6):1658-1673
Lobelia siphilitica	flower #	0.86	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia siphilitica	mean # flowers/day	0.3	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia siphilitica	height	0.27	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia siphilitica	flowering span	-0.13	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia siphilitica	median-flower date	-0.16	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia siphilitica	nectary-stigma distance	-0.14	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	flower #	1.35	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	mean # flowers/day	0.016	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	height	0.11	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	flowering span	-0.05	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	median-flower date	0.19	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	nectary-stigma distance	-0.046	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	flower #	1.25	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	mean # flowers/day	-0.14	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	height	0.33	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	flowering span	-0.15	296	Johnston	1991	Evolution	45(6):1468-1479
Lobelia cardinalis	median-flower date	-0.031	296	Johnston	1991	Evolution	45(6):1468-1479
Ipomoea purpurea	nectary-stigma distance	0.15	296	Johnston	1991	Evolution	45(6):1468-1479
Ipomoea purpurea	leaf area	0.01	1649	Simms	1990	Evolution	44(5):1177-1188
Ipomoea purpurea	corn earwormdamage	0.108	1649	Simms	1990	Evolution	44(5):1177-1188
Ipomoea purpurea	flea beetle damage	0.249	1649	Simms	1990	Evolution	44(5):1177-1188
Ipomoea purpurea	tortoise beetle damage	-0.079	1649	Simms	1990	Evolution	44(5):1177-1188
Ipomoea purpurea	generalist folivore damage	-0.559	1649	Simms	1990	Evolution	44(5):1177-1188
Gammarus minus	1st antennal peduncle length	0.124	97	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	antennal flagellum segment #	0.118	97	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	eye ommatidia #	-0.351	97	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	1st antennal peduncle length	0.463	79	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	antennal flagellum segment #	0.158	79	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	eye ommatidia #	-0.299	79	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	1st antennal peduncle length	-0.093	124	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	antennal flagellum segment #	0.053	124	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	eye ommatidia #	-0.203	124	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	1st antennal peduncle length	0.46	86	Jones and Culver 	1989	Evolution	43(3):688-693
Gammarus minus	antennal flagellum segment #	0.018	86	Jones and Culver 	1989	Evolution	43(3):688-693
Calathea ovandensis	eye ommatidia #	-0.259	86	Jones and Culver 	1989	Evolution	43(3):688-693
Calathea ovandensis	corolla length	0.059	103	Schemske and Horvitz	1989	Evolution	43(2):461-465
Calathea ovandensis	corolla length	-0.126	82	Schemske and Horvitz	1989	Evolution	43(2):461-465
Oncorhynchus kisutch	corolla length	0.005	102	Schemske and Horvitz	1989	Evolution	43(2):461-465
Bolitotherus cornutus	elytral length	-0.24	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	horn length	0.26	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	live weight	0.12	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	elytral length	-0.09	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	horn length	0.59	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	live weight	-0.06	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	elytral length	-0.33	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	horn length	0.94	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	live weight	-0.16	67	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	elytral length	-0.37	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	horn length	0.23	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	live weight	0.19	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	elytral length	-0.05	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	horn length	0.32	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	live weight	0.11	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	elytral length	-0.47	134	Conner	1988	Evolution	42(4):736-749
Bolitotherus cornutus	horn length	0.62	134	Conner	1988	Evolution	42(4):736-749
Enallagma boreale	live weight	0.22	134	Conner	1988	Evolution	42(4):736-749
Nerodia sipedon	DB (dors blotches)	-0.3	317	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.27	317	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.01	317	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.16	317	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.14	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	0.07	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.12	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.05	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.16	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.05	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.19	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.07	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.2	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.04	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.12	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.07	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.08	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.07	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.07	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.06	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.13	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.14	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.04	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.05	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	0.06	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.05	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.05	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.04	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.03	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	-0.04	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	VEXT extent of venter	0	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	DB (dors blotches)	0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	LB (lat blotches)	-0.02	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Nerodia sipedon	ROWS (ht of lat blot	-0.01	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Gerris odontogaster	VEXT extent of venter	0	90	"King, R.B"	1993	Evolution	47(6):1819-1833
Gerris odontogaster	weight*	0.381	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of pronotum*	-0.256	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	width of pronotum*	-0.043	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of fore femur	0.045	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of mid-leg(3)	-0.051	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	pronotal spot	-0.049	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	abdominal proc*	0.187	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	parasite load *	-0.201	159	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	weight*	0.448	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of pronotum*	-0.108	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	width of pronotum*	-0.127	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of fore femur	-0.059	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of mid-leg(3)	0.076	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	pronotal spot	-0.055	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	abdominal proc*	0.052	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	parasite load *	-0.139	154	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	weight*	0.296	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of pronotum*	-0.102	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	width of pronotum*	-0.138	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of fore femur	0.035	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	lgth of mid-leg(3)	-0.024	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	pronotal spot	-0.007	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	abdominal proc*	-0.001	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Gerris odontogaster	parasite load *	-0.035	157	"Arnqvist, G"	1992	Evolution	46(4):914-929
Geospiza conirostris	beak length	-0.22	137	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak depth	-0.05	137	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	tarsus length	-0.02	137	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak length	-0.05	74	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak depth	0.37	74	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	tarsus length	0.14	74	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak length	0.19	42	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak depth	0.08	42	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	tarsus length	0.47	42	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak length	-0.01	44	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	beak depth	0.32	44	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
Geospiza conirostris	tarsus length	-0.08	44	"Grant, B. R., and P. R. Grant"	1989	American Naturalist	133:377-393
