"id","Order","Family","Genus","Species","Fos","Ter","Aqu","Arb","Leaves","Flowers","Seeds","Fruits","Arthro","Vert","Diu","Noc","Crepu","Wet_warm","Wet_cold","Dry_warm","Dry_cold","Body_mass_g","Age_at_maturity_min_y","Age_at_maturity_max_y","Body_size_mm","Size_at_maturity_min_mm","Size_at_maturity_max_mm","Longevity_max_y","Litter_size_min_n","Litter_size_max_n","Reproductive_output_y","Offspring_size_min_mm","Offspring_size_max_mm","Dir","Lar","Viv","OBS"
"Anf3112","Anura","Hyperoliidae","Hyperolius","Hyperolius argus",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,200,200,1,1,1,0,1,0,NA
"Anf3113","Anura","Hyperoliidae","Hyperolius","Hyperolius atrigularis",NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3114","Anura","Hyperoliidae","Hyperolius","Hyperolius balfouri",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3115","Anura","Hyperoliidae","Hyperolius","Hyperolius baumanni",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3116","Anura","Hyperoliidae","Hyperolius","Hyperolius benguellensis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3117","Anura","Hyperoliidae","Hyperolius","Hyperolius bicolor",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3118","Anura","Hyperoliidae","Hyperolius","Hyperolius bobirensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3119","Anura","Hyperoliidae","Hyperolius","Hyperolius bocagei",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3120","Anura","Hyperoliidae","Hyperolius","Hyperolius bolifambae",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3121","Anura","Hyperoliidae","Hyperolius","Hyperolius bopeleti",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3122","Anura","Hyperoliidae","Hyperolius","Hyperolius brachiofasciatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.7,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3123","Anura","Hyperoliidae","Hyperolius","Hyperolius camerunensis",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3124","Anura","Hyperoliidae","Hyperolius","Hyperolius castaneus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,100,150,1,NA,NA,0,1,0,NA
"Anf3125","Anura","Hyperoliidae","Hyperolius","Hyperolius chlorosteus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3126","Anura","Hyperoliidae","Hyperolius","Hyperolius chrysogaster",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3127","Anura","Hyperoliidae","Hyperolius","Hyperolius cinereus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3128","Anura","Hyperoliidae","Hyperolius","Hyperolius cinnamomeoventris",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,114,146,1,1.5,1.5,0,1,0,NA
"Anf3129","Anura","Hyperoliidae","Hyperolius","Hyperolius concolor",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,42,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3130","Anura","Hyperoliidae","Hyperolius","Hyperolius cystocandicans",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,36,NA,NA,NA,100,260,1,NA,NA,0,1,0,NA
"Anf3131","Anura","Hyperoliidae","Hyperolius","Hyperolius diaphanus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3132","Anura","Hyperoliidae","Hyperolius","Hyperolius dintelmanni",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3133","Anura","Hyperoliidae","Hyperolius","Hyperolius discodactylus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3134","Anura","Hyperoliidae","Hyperolius","Hyperolius endjami",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3135","Anura","Hyperoliidae","Hyperolius","Hyperolius fasciatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3136","Anura","Hyperoliidae","Hyperolius","Hyperolius ferreirai",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3137","Anura","Hyperoliidae","Hyperolius","Hyperolius ferrugineus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3138","Anura","Hyperoliidae","Hyperolius","Hyperolius frontalis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,24,24,1,5,5,0,1,0,NA
"Anf3139","Anura","Hyperoliidae","Hyperolius","Hyperolius fuscigula",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3140","Anura","Hyperoliidae","Hyperolius","Hyperolius fusciventris",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3141","Anura","Hyperoliidae","Hyperolius","Hyperolius ghesquieri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3142","Anura","Hyperoliidae","Hyperolius","Hyperolius glandicolor",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,34.9,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3143","Anura","Hyperoliidae","Hyperolius","Hyperolius gularis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3144","Anura","Hyperoliidae","Hyperolius","Hyperolius guttulatus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,250,250,1,NA,NA,0,1,0,NA
"Anf3145","Anura","Hyperoliidae","Hyperolius","Hyperolius horstockii",NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,43,NA,NA,NA,10,30,1,2,2,0,1,0,NA
"Anf3146","Anura","Hyperoliidae","Hyperolius","Hyperolius houyi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3147","Anura","Hyperoliidae","Hyperolius","Hyperolius hutsebauti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3148","Anura","Hyperoliidae","Hyperolius","Hyperolius igbettensis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3149","Anura","Hyperoliidae","Hyperolius","Hyperolius inornatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3150","Anura","Hyperoliidae","Hyperolius","Hyperolius kachalolae",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3151","Anura","Hyperoliidae","Hyperolius","Hyperolius kibarae",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3152","Anura","Hyperoliidae","Hyperolius","Hyperolius kihangensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3153","Anura","Hyperoliidae","Hyperolius","Hyperolius kivuensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,NA,NA,190,243,1,1.5,1.5,0,1,0,NA
"Anf3154","Anura","Hyperoliidae","Hyperolius","Hyperolius kuligae",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3155","Anura","Hyperoliidae","Hyperolius","Hyperolius lamottei",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3156","Anura","Hyperoliidae","Hyperolius","Hyperolius langi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,56,56,1,1.6,1.6,0,1,0,NA
"Anf3157","Anura","Hyperoliidae","Hyperolius","Hyperolius lateralis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,94,179,1,1.6,1.9,0,1,0,NA
"Anf3158","Anura","Hyperoliidae","Hyperolius","Hyperolius laticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3159","Anura","Hyperoliidae","Hyperolius","Hyperolius laurenti",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3160","Anura","Hyperoliidae","Hyperolius","Hyperolius leleupi",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3161","Anura","Hyperoliidae","Hyperolius","Hyperolius leucotaenius",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3162","Anura","Hyperoliidae","Hyperolius","Hyperolius lucani",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3163","Anura","Hyperoliidae","Hyperolius","Hyperolius maestus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3164","Anura","Hyperoliidae","Hyperolius","Hyperolius major",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3165","Anura","Hyperoliidae","Hyperolius","Hyperolius marginatus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,390,515,1,NA,NA,0,1,0,NA
"Anf3166","Anura","Hyperoliidae","Hyperolius","Hyperolius mariae",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,28,NA,NA,NA,330,330,1,NA,NA,0,1,0,NA
"Anf3167","Anura","Hyperoliidae","Hyperolius","Hyperolius marmoratus",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,43,NA,NA,4.7,150,650,1,1.3,1.5,0,1,0,NA
"Anf3168","Anura","Hyperoliidae","Hyperolius","Hyperolius minutissimus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3169","Anura","Hyperoliidae","Hyperolius","Hyperolius mitchelli",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,50,200,1,NA,NA,0,1,0,NA
"Anf3170","Anura","Hyperoliidae","Hyperolius","Hyperolius molleri",NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,70,110,1,1.5,1.5,0,1,0,NA
"Anf3171","Anura","Hyperoliidae","Hyperolius","Hyperolius montanus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3172","Anura","Hyperoliidae","Hyperolius","Hyperolius mosaicus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3173","Anura","Hyperoliidae","Hyperolius","Hyperolius nasicus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3174","Anura","Hyperoliidae","Hyperolius","Hyperolius nasutus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,0.6,NA,NA,26,NA,NA,NA,60,292,1,1,1,0,1,0,NA
"Anf3175","Anura","Hyperoliidae","Hyperolius","Hyperolius nienokouensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3176","Anura","Hyperoliidae","Hyperolius","Hyperolius nimbae",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3177","Anura","Hyperoliidae","Hyperolius","Hyperolius nitidulus",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,1,NA,1,NA,NA,NA,2.4,NA,NA,35,NA,NA,1,94,850,1,1.1,2.2,0,1,0,NA
"Anf3178","Anura","Hyperoliidae","Hyperolius","Hyperolius obscurus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3179","Anura","Hyperoliidae","Hyperolius","Hyperolius occidentalis",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3180","Anura","Hyperoliidae","Hyperolius","Hyperolius ocellatus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3181","Anura","Hyperoliidae","Hyperolius","Hyperolius parallelus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3182","Anura","Hyperoliidae","Hyperolius","Hyperolius pardalis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3183","Anura","Hyperoliidae","Hyperolius","Hyperolius parkeri",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,36,110,1,NA,NA,0,1,0,NA
"Anf3184","Anura","Hyperoliidae","Hyperolius","Hyperolius phantasticus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3185","Anura","Hyperoliidae","Hyperolius","Hyperolius pickersgilli",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,50,50,1,NA,NA,0,1,0,NA
"Anf3186","Anura","Hyperoliidae","Hyperolius","Hyperolius picturatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3187","Anura","Hyperoliidae","Hyperolius","Hyperolius pictus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,60,100,1,2,2,0,1,0,NA
"Anf3188","Anura","Hyperoliidae","Hyperolius","Hyperolius platyceps",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3189","Anura","Hyperoliidae","Hyperolius","Hyperolius polli",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3190","Anura","Hyperoliidae","Hyperolius","Hyperolius polystictus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3191","Anura","Hyperoliidae","Hyperolius","Hyperolius poweri",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,200,200,1,1,2.2,0,1,0,NA
"Anf3192","Anura","Hyperoliidae","Hyperolius","Hyperolius protchei",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3193","Anura","Hyperoliidae","Hyperolius","Hyperolius pseudargus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3194","Anura","Hyperoliidae","Hyperolius","Hyperolius puncticulatus",NA,1,1,1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,43,NA,NA,NA,19,186,1,2.5,2.5,0,1,0,NA
"Anf3195","Anura","Hyperoliidae","Hyperolius","Hyperolius punctulatus",NA,1,1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3196","Anura","Hyperoliidae","Hyperolius","Hyperolius pusillus",NA,1,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,NA,NA,20,313,1,0.8,0.8,0,1,0,NA
"Anf3197","Anura","Hyperoliidae","Hyperolius","Hyperolius pustulifer",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3198","Anura","Hyperoliidae","Hyperolius","Hyperolius pyrrhodictyon",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3199","Anura","Hyperoliidae","Hyperolius","Hyperolius quadratomaculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3200","Anura","Hyperoliidae","Hyperolius","Hyperolius quinquevittatus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3201","Anura","Hyperoliidae","Hyperolius","Hyperolius rhizophilus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3202","Anura","Hyperoliidae","Hyperolius","Hyperolius rhodesianus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3203","Anura","Hyperoliidae","Hyperolius","Hyperolius riggenbachi",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3204","Anura","Hyperoliidae","Hyperolius","Hyperolius robustus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3205","Anura","Hyperoliidae","Hyperolius","Hyperolius rubrovermiculatus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3206","Anura","Hyperoliidae","Hyperolius","Hyperolius sankuruensis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3207","Anura","Hyperoliidae","Hyperolius","Hyperolius schoutedeni",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3208","Anura","Hyperoliidae","Hyperolius","Hyperolius seabrai",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3209","Anura","Hyperoliidae","Hyperolius","Hyperolius semidiscus",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,30,200,1,1,1,0,1,0,NA
"Anf3210","Anura","Hyperoliidae","Hyperolius","Hyperolius sheldricki",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,NA,NA,150,200,1,1.8,2,0,1,0,NA
"Anf3211","Anura","Hyperoliidae","Hyperolius","Hyperolius soror",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3212","Anura","Hyperoliidae","Hyperolius","Hyperolius spatzi",NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anf3213","Anura","Hyperoliidae","Hyperolius","Hyperolius spinigularis",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,150,200,1,1.8,2,0,1,0,NA
"Anf3214","Anura","Hyperoliidae","Hyperolius","Hyperolius steindachneri",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
"Anf3215","Anura","Hyperoliidae","Hyperolius","Hyperolius stenodactylus",NA,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA
"Anf3216","Anura","Hyperoliidae","Hyperolius","Hyperolius substriatus",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,NA,NA,NA,NA,1,NA,NA,0,1,0,NA
